 	Label	slice	Saturated	J.D.-2400000	JD_UTC	JD_SOBS	HJD_UTC	BJD_TDB	AIRMASS	ALT_OBJ	CCD-TEMP	EXPTIME	RAOBJ2K	DECOBJ2K	FWHM_Mean	Source_Radius	FWHM_Mult	Source_Rad(base)	Sky_Rad(min)	Sky_Rad(max)	rel_flux_T1	rel_flux_C2	rel_flux_C3	rel_flux_C4	rel_flux_C5	rel_flux_C6	rel_flux_C7	rel_flux_T8	rel_flux_T9	rel_flux_err_T1	rel_flux_err_C2	rel_flux_err_C3	rel_flux_err_C4	rel_flux_err_C5	rel_flux_err_C6	rel_flux_err_C7	rel_flux_err_T8	rel_flux_err_T9	rel_flux_SNR_T1	rel_flux_SNR_C2	rel_flux_SNR_C3	rel_flux_SNR_C4	rel_flux_SNR_C5	rel_flux_SNR_C6	rel_flux_SNR_C7	rel_flux_SNR_T8	rel_flux_SNR_T9	tot_C_cnts	tot_C_err	X(IJ)_T1	Y(IJ)_T1	X(FITS)_T1	Y(FITS)_T1	RA_T1	DEC_T1	Source-Sky_T1	N_Src_Pixels_T1	Source_Error_T1	Source_SNR_T1	Peak_T1	Mean_T1	Sky/Pixel_T1	N_Sky_Pixels_T1	FWHM_T1	Width_T1	X-Width_T1	Y-Width_T1	Angle_T1	Roundness_T1	X(IJ)_C2	Y(IJ)_C2	X(FITS)_C2	Y(FITS)_C2	RA_C2	DEC_C2	Source-Sky_C2	Source_Error_C2	Source_SNR_C2	Peak_C2	Mean_C2	Sky/Pixel_C2	FWHM_C2	Width_C2	X-Width_C2	Y-Width_C2	Angle_C2	Roundness_C2	X(IJ)_C3	Y(IJ)_C3	X(FITS)_C3	Y(FITS)_C3	RA_C3	DEC_C3	Source-Sky_C3	Source_Error_C3	Source_SNR_C3	Peak_C3	Mean_C3	Sky/Pixel_C3	FWHM_C3	Width_C3	X-Width_C3	Y-Width_C3	Angle_C3	Roundness_C3	X(IJ)_C4	Y(IJ)_C4	X(FITS)_C4	Y(FITS)_C4	RA_C4	DEC_C4	Source-Sky_C4	Source_Error_C4	Source_SNR_C4	Peak_C4	Mean_C4	Sky/Pixel_C4	FWHM_C4	Width_C4	X-Width_C4	Y-Width_C4	Angle_C4	Roundness_C4	X(IJ)_C5	Y(IJ)_C5	X(FITS)_C5	Y(FITS)_C5	RA_C5	DEC_C5	Source-Sky_C5	Source_Error_C5	Source_SNR_C5	Peak_C5	Mean_C5	Sky/Pixel_C5	FWHM_C5	Width_C5	X-Width_C5	Y-Width_C5	Angle_C5	Roundness_C5	X(IJ)_C6	Y(IJ)_C6	X(FITS)_C6	Y(FITS)_C6	RA_C6	DEC_C6	Source-Sky_C6	Source_Error_C6	Source_SNR_C6	Peak_C6	Mean_C6	Sky/Pixel_C6	FWHM_C6	Width_C6	X-Width_C6	Y-Width_C6	Angle_C6	Roundness_C6	X(IJ)_C7	Y(IJ)_C7	X(FITS)_C7	Y(FITS)_C7	RA_C7	DEC_C7	Source-Sky_C7	Source_Error_C7	Source_SNR_C7	Peak_C7	Mean_C7	Sky/Pixel_C7	FWHM_C7	Width_C7	X-Width_C7	Y-Width_C7	Angle_C7	Roundness_C7	X(IJ)_T8	Y(IJ)_T8	X(FITS)_T8	Y(FITS)_T8	RA_T8	DEC_T8	Source-Sky_T8	Source_Error_T8	Source_SNR_T8	Peak_T8	Mean_T8	Sky/Pixel_T8	FWHM_T8	Width_T8	X-Width_T8	Y-Width_T8	Angle_T8	Roundness_T8	X(IJ)_T9	Y(IJ)_T9	X(FITS)_T9	Y(FITS)_T9	RA_T9	DEC_T9	Source-Sky_T9	Source_Error_T9	Source_SNR_T9	Peak_T9	Mean_T9	Sky/Pixel_T9	FWHM_T9	Width_T9	X-Width_T9	Y-Width_T9	Angle_T9	Roundness_T9
22	TIC_99869022.01-S001-R024-C001-g_out_lin.fts	22.000000	0.000000	58884.481910	2458884.481910	2458884.480868	2458884.485597	2458884.486428	1.229265	54.384116	-19.977101	180.000000	11.104788	61.463478	9.255763	15.718438	1.200000	26.000000	44.000000	56.000000	0.689271	0.225647	0.176639	0.325111	0.418613	0.069066	0.064665	0.092842	0.083001	0.000833	0.000508	0.000452	0.000631	0.000758	0.000337	0.000334	0.000337	0.000331	827.670576	443.784969	390.831372	514.958376	551.932343	204.722674	193.761697	275.146100	250.459366	2113021.842308	1883.595010	1080.352474	731.253857	1080.852474	741.246143	11.125379	61.352392	1456444.974175	776.191051	1187.818064	1226.151561	17300.000000	1876.400110	342.583971	3094.000000	8.060217	12.799526	12.777066	12.821986	46.743125	0.996669	1234.110513	252.933100	1234.610513	1219.566900	11.122651	61.262762	389017.183698	786.951190	494.334577	5016.000000	501.187411	340.999693	7.942316	12.734931	12.769680	12.700183	38.818365	0.999350	1135.928547	258.851676	1136.428547	1213.648324	11.125107	61.265530	317209.834765	752.124420	421.751809	4102.000000	408.674944	339.982732	8.011946	13.160557	13.106039	13.215074	49.338826	0.996985	252.751015	1010.888276	253.251015	461.611724	11.145637	61.417111	518422.523883	844.958808	613.547689	6152.000000	667.905824	339.242322	8.313106	12.837270	12.482580	13.191959	65.695434	0.993026	1915.672868	573.014203	1916.172868	899.485797	11.104707	61.308925	623523.668599	890.831906	699.934145	6802.000000	803.312107	340.900496	8.685579	12.991281	12.917252	13.065310	49.058965	0.993487	547.290221	830.528322	547.790221	641.971678	11.138605	61.379451	136509.389361	655.553417	208.235341	1940.000000	175.870862	339.574168	8.185553	13.092972	13.405176	12.780768	345.588923	0.997040	731.303944	746.335496	731.803944	726.164504	11.134154	61.361062	128339.242002	652.426003	196.710801	1923.000000	165.344913	340.572302	7.956594	13.121864	13.368397	12.875331	8.026150	0.998472	1235.219860	474.678257	1235.719860	997.821743	11.122090	61.303066	196177.196312	691.214075	283.815396	2702.000000	252.743440	341.414718	7.990485	13.593803	13.285717	13.901889	70.684350	0.996637	1548.854738	751.067198	1549.354738	721.432802	11.113511	61.347838	175383.349441	682.570926	256.945239	2329.000000	225.953841	343.031674	8.260749	13.097040	12.858297	13.335782	70.568382	0.997809
23	TIC_99869022.01-S001-R025-C001-g_out_lin.fts	23.000000	0.000000	58884.485104	2458884.485104	2458884.484062	2458884.488792	2458884.489623	1.221292	54.911641	-20.417621	180.000000	11.104788	61.463478	9.460338	16.336368	1.200000	26.000000	44.000000	56.000000	0.690366	0.225267	0.177887	0.323758	0.417911	0.069002	0.065266	0.092592	0.082283	0.000847	0.000519	0.000463	0.000642	0.000772	0.000348	0.000345	0.000345	0.000340	815.062067	433.872186	383.812911	504.099008	541.669687	198.289107	189.205133	268.288527	242.127126	2116564.001552	1928.824475	1086.762288	733.364642	1087.262288	739.135358	11.125380	61.352628	1461204.071228	838.418603	1200.339108	1217.326056	15989.000000	1742.809697	337.862663	3135.000000	8.282613	13.541826	13.547145	13.536507	44.315379	0.998919	1240.521570	255.173041	1241.021570	1217.326959	11.122658	61.263118	389132.756285	805.306619	483.210677	4587.000000	464.127054	335.939639	8.089241	13.414256	13.445919	13.382594	40.668301	0.999018	1142.384383	261.138794	1142.884383	1211.361206	11.125120	61.265927	319647.306040	771.156463	414.503828	3773.000000	381.250255	335.480775	8.126138	13.578288	13.919923	13.236652	18.385108	0.996059	259.086440	1012.942220	259.586440	459.557780	11.145692	61.417547	517658.451490	861.608458	600.804747	5807.000000	617.422430	332.988654	8.567958	13.600180	13.465946	13.734413	58.360878	0.998073	1922.071608	575.220729	1922.571608	897.279271	11.104650	61.308924	623829.637557	905.416770	688.997220	6253.000000	744.055100	334.286457	8.951164	13.918946	13.977271	13.860622	41.063030	0.996258	553.693431	832.560421	554.193431	639.939579	11.138643	61.379833	136619.716828	677.630755	201.613808	1835.000000	162.949291	334.038166	8.441335	13.225941	13.633382	12.818500	15.571793	0.994828	737.692528	748.498517	738.192528	724.001483	11.134181	61.361429	129676.133353	675.152364	192.069435	1699.000000	154.667529	334.499843	8.617418	14.038509	13.861930	14.215088	290.116300	0.998915	1241.649230	476.892916	1242.149230	995.607084	11.122088	61.303345	195976.131467	708.299195	276.685521	2430.000000	233.744970	336.306651	8.340090	13.921719	13.886965	13.956473	51.027023	0.999428	1555.386919	753.258469	1555.886919	719.241531	11.113472	61.347909	174157.674435	701.553789	248.245647	2165.000000	207.721625	337.237321	8.471325	13.108238	12.784282	13.432193	61.798080	0.992030
24	TIC_99869022.01-S001-R026-C001-g_out_lin.fts	24.000000	0.000000	58884.487639	2458884.487639	2458884.486597	2458884.491326	2458884.492157	1.215150	55.327585	-19.977101	180.000000	11.104788	61.463478	9.964755	17.534321	1.200000	26.000000	44.000000	56.000000	0.691222	0.226509	0.176379	0.324103	0.418397	0.068714	0.065350	0.093297	0.082808	0.000882	0.000547	0.000488	0.000673	0.000810	0.000372	0.000370	0.000369	0.000363	783.290686	414.055400	361.254145	481.325188	516.759845	184.611280	176.575168	252.716022	228.233973	2115696.436503	2032.159507	1084.200058	730.371696	1084.700058	742.128304	11.125394	61.352727	1462416.762887	965.890195	1229.895000	1189.058223	14205.000000	1514.061092	340.065171	3218.000000	8.694272	14.472384	14.474424	14.470344	44.738653	0.999045	1237.975203	252.094707	1238.475203	1220.405293	11.122688	61.262994	390721.614627	845.747258	461.983898	4120.000000	404.519703	337.030093	8.728610	14.498784	14.663915	14.333653	32.487041	0.997101	1139.807195	258.030532	1140.307195	1214.469468	11.125148	61.265808	317214.781363	814.375282	389.519167	3489.000000	328.417022	336.934568	8.646950	14.455462	14.508097	14.402828	36.993548	0.999303	256.607005	1009.953820	257.107005	462.546180	11.145665	61.417828	517862.815168	899.301777	575.849874	4955.000000	536.150815	335.462098	9.052119	14.584760	14.397654	14.771866	66.392007	0.998574	1919.644239	572.254226	1920.144239	900.245774	11.104698	61.308894	624085.227777	944.290392	660.903927	5761.000000	646.124405	337.861300	9.378680	14.716406	14.740754	14.692059	42.832943	0.998083	551.236247	829.577653	551.736247	642.922347	11.138631	61.380016	136031.585349	725.216073	187.573870	1628.000000	140.835455	336.000604	9.047581	13.931186	14.117548	13.744824	30.870096	0.996808	735.208162	745.522794	735.708162	726.977206	11.134179	61.361565	129780.412218	724.437958	179.146345	1520.000000	134.363526	336.952573	8.868765	14.827851	14.773615	14.882086	48.538301	0.996474	1239.037947	473.856292	1239.537947	998.643708	11.122115	61.303320	197388.726899	757.709050	260.507284	2159.000000	204.359386	338.549228	8.892065	15.048183	14.812033	15.284332	72.110996	0.998504	1552.854015	750.299434	1553.354015	722.200566	11.113504	61.347984	175196.377802	748.945096	233.924194	1939.000000	181.383328	339.340584	8.913412	14.720280	15.019364	14.421197	14.307437	0.997859
25	TIC_99869022.01-S001-R027-C001-g_out_lin.fts	25.000000	0.000000	58884.490220	2458884.490220	2458884.489178	2458884.493907	2458884.494738	1.209061	55.748550	-19.977101	180.000000	11.104788	61.463478	9.533647	16.715750	1.200000	26.000000	44.000000	56.000000	0.691326	0.225904	0.177594	0.323707	0.416873	0.069671	0.064979	0.093075	0.082949	0.000858	0.000527	0.000472	0.000651	0.000781	0.000356	0.000351	0.000353	0.000347	805.345834	428.372392	376.162972	497.350175	533.670856	195.937404	184.930232	263.618455	238.711369	2113766.165021	1956.717718	1081.060726	727.122221	1081.560726	745.377779	11.125409	61.352583	1461302.118917	877.812182	1209.355280	1208.331533	16165.000000	1664.709318	336.370666	3139.000000	8.249181	13.375533	13.374520	13.376545	45.089996	0.997678	1234.802853	248.816907	1235.302853	1223.683093	11.122688	61.262807	389515.803653	815.706649	477.519466	4744.000000	443.734789	333.439113	8.105179	15.216096	17.148707	13.283485	352.003898	0.932372	1136.615692	254.747713	1137.115692	1217.752287	11.125147	61.265594	318779.662187	785.411535	405.875962	3825.000000	363.152470	334.041482	8.242355	13.420886	13.372990	13.468783	47.932024	0.995120	253.452272	1006.683151	253.952272	465.816849	11.145680	61.417488	516912.706253	870.915711	593.527823	5751.000000	588.864813	332.384406	8.554249	13.329404	13.155643	13.503165	58.808583	0.996838	1916.459296	568.947031	1916.959296	903.552969	11.104718	61.308955	621912.753308	915.620638	679.225356	6259.000000	708.480431	333.481595	8.989067	13.739334	13.747225	13.731443	44.576933	0.993950	547.971095	826.343597	548.471095	646.156403	11.138646	61.379740	137675.906793	690.979935	199.247329	1802.000000	156.839822	332.521241	8.663618	13.536615	13.629639	13.443591	41.533015	0.987040	732.025008	742.183747	732.525008	730.316253	11.134191	61.361306	128969.332828	687.158653	187.684943	1772.000000	146.921329	333.029206	8.257698	13.856484	13.568936	14.144032	285.207922	0.997686	1235.952938	470.652208	1236.452938	1001.847792	11.122121	61.303184	196738.802966	723.738505	271.836860	2511.000000	224.124029	334.387481	8.161208	13.962306	13.843359	14.081253	55.223335	0.997621	1549.664073	747.061874	1550.164073	725.438126	11.113526	61.347982	175333.909716	716.344342	244.762050	2165.000000	199.739663	336.484549	8.615518	13.418038	13.527106	13.308970	34.058503	0.998098
26	TIC_99869022.01-S001-R028-C001-g_out_lin.fts	26.000000	0.000000	58884.493472	2458884.493472	2458884.492431	2458884.497160	2458884.497991	1.201621	56.275032	-20.417621	180.000000	11.104788	61.463477	9.432639	16.573838	1.200000	26.000000	44.000000	56.000000	0.690446	0.226024	0.176951	0.324347	0.417466	0.069498	0.064837	0.092363	0.082575	0.000850	0.000522	0.000465	0.000645	0.000774	0.000351	0.000346	0.000348	0.000342	812.578790	433.374440	380.419595	502.938877	539.260517	197.955957	187.274947	265.113013	241.271333	2122140.708697	1942.188870	1091.789282	727.305887	1092.289282	745.194113	11.125391	61.352584	1465222.527261	862.970706	1205.499049	1215.448928	16591.000000	1697.882114	332.425596	3146.000000	8.302687	13.214023	13.094968	13.333079	59.945020	0.998693	1245.525339	249.083282	1246.025339	1223.416718	11.122673	61.263249	391227.605600	809.782980	483.126486	4783.000000	453.349810	329.033252	8.084610	13.431708	13.434478	13.428938	44.597282	0.999139	1147.432898	254.977045	1147.932898	1217.522955	11.125127	61.266028	319056.724860	777.316851	410.459036	3949.000000	369.719068	329.544182	8.117150	13.326195	13.275294	13.377097	48.843166	0.996738	264.158547	1006.909707	264.658547	465.590293	11.145646	61.417299	519735.754459	866.013821	600.147182	5828.000000	602.263496	327.815990	8.515910	13.322452	13.016083	13.628822	82.335590	0.997728	1927.161993	569.241987	1927.661993	903.258013	11.104718	61.309066	625003.614332	911.403387	685.759591	6438.000000	724.246617	330.927195	8.940598	13.456060	13.429080	13.483039	47.214157	0.997303	558.721800	826.564223	559.221800	645.935777	11.138617	61.379693	137901.309137	685.080791	201.292039	1850.000000	159.798366	328.893511	8.418060	12.839366	12.736892	12.941839	48.348084	0.981262	742.818597	742.449262	743.318597	730.050738	11.134164	61.361331	129215.700309	679.820478	190.073269	1770.000000	149.733588	330.014281	8.275735	15.225607	13.400893	17.050321	82.389497	0.940030	1246.607506	470.853710	1247.107506	1001.646290	11.122108	61.303413	196007.189391	717.241950	273.279037	2498.000000	227.130757	331.969435	8.291659	13.928242	13.851180	14.005303	305.759563	0.998781	1560.364992	747.295994	1560.864992	725.204006	11.113518	61.347944	175236.093201	708.375193	247.377512	2248.000000	203.061462	332.520661	8.413694	12.871662	12.687978	13.055347	83.218506	0.999138
27	TIC_99869022.01-S001-R029-C001-g_out_lin.fts	27.000000	0.000000	58884.496019	2458884.496019	2458884.494977	2458884.499706	2458884.500537	1.195975	56.683915	-19.977101	180.000000	11.104788	61.463477	9.014183	15.307604	1.200000	26.000000	44.000000	56.000000	0.690145	0.226631	0.176264	0.323445	0.418655	0.069190	0.065161	0.092755	0.083038	0.000819	0.000498	0.000441	0.000616	0.000743	0.000328	0.000324	0.000328	0.000322	842.523148	455.302421	399.855899	525.292311	563.669885	211.100450	201.291194	283.020324	258.250404	2117238.281618	1843.287445	1088.898380	724.489060	1089.398380	748.010940	11.125379	61.352448	1461201.265701	736.146623	1178.780234	1239.587518	18380.000000	1984.932377	334.559926	3086.000000	7.836994	12.637194	12.538646	12.735741	55.334726	0.998048	1242.710831	246.240406	1243.210831	1226.259594	11.122617	61.262626	391178.007323	770.819884	507.483026	5331.000000	531.385997	332.553307	7.790377	12.831522	12.900732	12.762312	38.164323	0.997917	1144.592429	252.210921	1145.092429	1220.289079	11.125082	61.265384	317269.354546	735.402610	431.422666	4235.000000	430.986633	333.016015	7.801216	12.491147	12.327550	12.654744	67.357641	0.998614	261.255855	1004.142075	261.755855	468.357925	11.145737	61.417131	517444.842116	828.692771	624.410952	6397.000000	702.910027	329.945482	8.210673	12.776995	12.515865	13.038126	63.482155	0.995383	1924.290093	566.308894	1924.790093	906.191106	11.104609	61.309085	624811.678061	876.213394	713.081633	7296.000000	848.759824	332.401955	8.410432	12.907289	12.833081	12.981497	49.916875	0.995467	555.786721	823.739831	556.286721	648.760169	11.138667	61.379438	137011.864876	637.911092	214.782070	2004.000000	186.120347	331.925604	7.959896	11.609297	11.679628	11.538965	40.202924	0.994715	739.876646	739.640821	740.376646	732.859179	11.134191	61.361064	129522.534697	633.495169	204.457020	1989.000000	175.946653	331.904614	7.962644	12.995108	13.130903	12.859313	35.737718	0.995674	1243.771519	468.045824	1244.271519	1004.454176	11.122064	61.303051	196384.773464	672.495429	292.023953	2788.000000	266.773992	333.634837	7.785364	12.990271	12.759024	13.221518	88.148750	0.998728	1557.436092	744.374221	1557.936092	728.125779	11.113460	61.348013	175811.585876	663.349386	265.036178	2555.000000	238.826859	334.571290	7.937411	12.591635	12.168457	13.014814	63.459733	0.987507
28	TIC_99869022.01-S001-R030-C001-g_out_lin.fts	28.000000	0.000000	58884.499294	2458884.499294	2458884.498252	2458884.502981	2458884.503812	1.188939	57.205297	-20.417621	180.000000	11.104788	61.463477	9.016745	16.052124	1.200000	26.000000	44.000000	56.000000	0.690690	0.226969	0.176359	0.324870	0.416943	0.068898	0.065162	0.092366	0.082902	0.000834	0.000511	0.000453	0.000632	0.000757	0.000339	0.000336	0.000338	0.000332	827.730417	444.312121	389.525187	514.244543	551.016994	203.124440	193.896353	273.064567	249.386563	2129443.186473	1902.188261	1089.151173	731.612850	1089.651173	740.887150	11.125390	61.352349	1470784.744556	809.496299	1196.329657	1229.414264	17614.000000	1816.913487	332.847680	3099.000000	7.865380	13.009535	12.856492	13.162578	63.663001	0.998495	1242.938023	253.307604	1243.438023	1219.192396	11.122674	61.262417	393911.622867	795.088913	495.430909	5167.000000	486.613247	330.594172	7.816324	13.064001	13.154393	12.973609	32.399392	0.998944	1144.762078	259.274482	1145.262078	1213.225518	11.125134	61.265222	319244.486302	759.678618	420.236241	4255.000000	394.374238	330.459759	7.822024	12.855626	12.663077	13.048175	79.762325	0.998978	261.494482	1011.178872	261.994482	461.321128	11.145673	61.417426	522158.933840	851.898843	612.935372	6081.000000	645.041780	328.486320	8.211200	13.241277	12.846260	13.636294	75.513568	0.995357	1924.644027	573.469187	1925.144027	899.030813	11.104685	61.308591	626600.051475	896.599789	698.862591	7017.000000	774.061663	329.881470	8.530571	13.229569	13.158669	13.300469	51.478934	0.997715	555.991085	830.787330	556.491085	641.712670	11.138637	61.379584	137258.452837	664.483768	206.564042	1923.000000	169.560322	328.504673	7.973951	13.481808	13.036499	13.927116	60.533987	0.983649	740.122711	746.670487	740.622711	725.829513	11.134178	61.361113	130269.639153	661.725549	196.863548	1888.000000	160.926788	329.983077	7.942151	14.061188	14.089244	14.033132	42.872083	0.997108	1244.064872	475.113127	1244.564872	997.386873	11.122103	61.302854	196688.341681	698.542815	281.569487	2666.000000	242.976209	331.530899	7.905226	13.363792	13.490909	13.236675	25.524860	0.999084	1557.767091	751.509480	1558.267091	720.990520	11.113498	61.347697	176536.052730	690.092536	255.815044	2357.000000	218.081359	332.660536	8.069700	12.730760	12.388643	13.072878	64.508779	0.992722
29	TIC_99869022.01-S001-R031-C001-g_out_lin.fts	29.000000	0.000000	58884.501852	2458884.501852	2458884.500810	2458884.505539	2458884.506370	1.183619	57.608632	-19.977101	180.000000	11.104788	61.463477	9.842963	16.929400	1.200000	26.000000	44.000000	56.000000	0.692123	0.226499	0.175946	0.327395	0.415894	0.069019	0.064700	0.092366	0.082671	0.000857	0.000528	0.000469	0.000654	0.000778	0.000354	0.000351	0.000353	0.000347	807.628966	429.301932	375.253880	500.557129	534.293635	194.891035	184.221353	261.793015	238.370569	2134593.793257	1972.422748	1085.820643	728.730779	1086.320643	743.769221	11.125409	61.352887	1477400.925980	900.394854	1217.663400	1213.308149	14786.000000	1640.836706	331.330448	3135.000000	8.841731	13.845013	14.105843	13.584183	27.518468	0.995680	1239.549324	250.487272	1240.049324	1222.012728	11.122737	61.263692	394197.700518	823.625864	478.612581	4296.000000	437.805368	328.219695	8.659250	13.733341	14.082396	13.384286	23.824662	0.994314	1141.395569	256.436479	1141.895569	1216.063521	11.125197	61.266568	319378.917898	789.449144	404.559205	3579.000000	354.709844	328.561234	8.610164	13.903633	14.214002	13.593264	21.479328	0.996282	258.166170	1008.250983	258.666170	464.249017	11.145678	61.418172	526486.491295	878.651954	599.197997	5374.000000	584.728455	326.720336	8.919444	14.093421	14.201659	13.985183	38.689247	0.995059	1921.137556	570.627107	1921.637556	901.872893	11.104712	61.308698	626999.767050	922.759613	679.483322	6097.000000	696.360896	329.015581	9.239630	14.102857	14.397878	13.807836	29.750057	0.993211	552.796828	827.866920	553.296828	644.633080	11.138651	61.380397	137814.937632	695.569545	198.132507	1694.000000	153.060557	326.931024	8.808272	14.047228	14.446870	13.647586	24.467009	0.992510	736.816510	743.733373	737.316510	728.766627	11.134201	61.361916	129715.978864	693.923937	186.931120	1587.000000	144.065660	329.505020	8.936549	13.025633	12.756174	13.295093	84.314138	0.998220	1240.680966	472.292228	1241.180966	1000.207772	11.122146	61.303729	197163.311259	730.759008	269.806200	2287.000000	218.974276	330.062656	8.693896	14.259810	14.448195	14.071425	21.921863	0.998658	1554.348190	748.686962	1554.848190	723.813038	11.113511	61.347804	176467.945811	722.128030	244.372104	2078.000000	195.989510	331.006380	8.860990	13.859359	14.317483	13.401235	12.355494	0.994715
30	TIC_99869022.01-S001-R032-C001-g_out_lin.fts	30.000000	0.000000	58884.505081	2458884.505081	2458884.504039	2458884.508768	2458884.509599	1.177118	58.112671	-20.417621	180.000000	11.104788	61.463477	8.704017	15.671470	1.200000	26.000000	44.000000	56.000000	0.690506	0.225721	0.175762	0.325157	0.417464	0.069713	0.065306	0.092519	0.082863	0.000819	0.000498	0.000441	0.000618	0.000741	0.000328	0.000325	0.000328	0.000322	843.305069	453.442243	398.552797	525.798219	563.224750	212.289932	200.869422	281.753222	257.499088	2144161.281569	1868.899773	1084.562001	731.570309	1085.062001	740.929691	11.125400	61.352603	1480556.324998	771.559367	1190.371238	1243.776965	19680.000000	1918.914329	327.459569	3194.000000	7.607365	12.703677	12.543628	12.863727	63.583165	0.998261	1238.252355	253.319080	1238.752355	1219.180920	11.122680	61.262958	394854.857455	781.972034	504.947543	5690.000000	511.762120	325.463392	7.259411	12.727741	12.727959	12.727524	44.980863	0.997374	1140.120216	259.277629	1140.620216	1213.222371	11.125140	61.265758	320525.335149	745.689336	429.837628	4656.000000	415.425370	325.460342	7.316577	12.383878	12.302993	12.464764	52.977104	0.997742	256.938754	1011.158303	257.438754	461.341697	11.145693	61.417526	526117.942221	840.622548	625.867035	6829.000000	681.889126	322.984745	7.763597	12.836000	12.554748	13.117253	67.553566	0.996177	1919.852906	573.468768	1920.352906	899.031232	11.104690	61.308942	631487.104037	886.128464	712.636068	7507.000000	818.455625	325.244723	8.119295	12.990263	12.890133	13.090394	53.221150	0.997034	551.501554	830.774042	552.001554	641.725958	11.138651	61.379788	139734.350913	646.774624	216.047980	2127.000000	181.106415	323.517622	7.668983	12.945233	12.471638	13.418828	275.121628	0.994486	735.526068	746.639174	736.026068	725.860826	11.134192	61.361363	131441.691794	644.256299	204.020810	2075.000000	170.358494	324.505576	7.460358	13.184994	12.460686	13.909301	80.006140	0.986414	1239.417397	475.118114	1239.917397	997.381886	11.122111	61.303265	198375.964542	682.515130	290.654311	2958.000000	257.110435	326.171623	7.416094	12.950913	12.551907	13.349919	77.878097	0.995442	1553.098882	751.470788	1553.598882	721.029212	11.113505	61.347938	177672.656587	672.389843	264.240542	2500.000000	230.277363	327.527552	7.881505	12.561393	12.528469	12.594317	48.289432	0.997907
31	TIC_99869022.01-S001-R033-C001-g_out_lin.fts	31.000000	0.000000	58884.507627	2458884.507627	2458884.506586	2458884.511315	2458884.512146	1.172160	58.505826	-19.977101	180.000000	11.104788	61.463477	9.345537	16.251906	1.200000	26.000000	44.000000	56.000000	0.689429	0.226361	0.176322	0.325329	0.417798	0.069121	0.064650	0.091480	0.081986	0.000831	0.000509	0.000452	0.000631	0.000756	0.000339	0.000334	0.000337	0.000331	829.546492	444.666930	390.500848	515.882755	552.709400	203.988817	193.304918	271.623997	247.860482	2146782.907613	1912.835550	1081.857955	728.344372	1082.357955	744.155628	11.125389	61.352383	1480055.099006	829.771450	1201.721736	1231.612157	16413.000000	1783.690073	325.194375	3161.000000	8.298892	13.458612	13.477939	13.439286	42.952659	0.998382	1235.623611	250.250284	1236.123611	1222.249716	11.122640	61.262673	396252.025781	799.610007	495.556612	4846.000000	477.543576	323.598391	8.119420	13.389425	13.420170	13.358679	42.779386	0.996483	1137.499217	256.208298	1137.999217	1216.291702	11.125099	61.265428	321787.303274	763.820141	421.286748	3984.000000	387.802332	323.935081	8.108240	13.516499	13.391867	13.641132	52.736915	0.995223	254.252306	1007.947178	254.752306	464.552822	11.145687	61.417011	526971.721216	856.659357	615.147336	5816.000000	635.080565	322.094007	8.616822	13.529570	13.330536	13.728604	60.582384	0.996769	1917.252545	570.159196	1917.752545	902.340804	11.104677	61.309049	632616.154451	901.848459	701.466136	6333.000000	762.398073	322.975475	9.039887	13.767123	13.804693	13.729554	42.787334	0.994997	548.809271	827.632593	549.309271	644.867407	11.138638	61.379363	138793.961646	669.030018	207.455507	1864.000000	167.267700	322.948128	8.353424	12.951907	12.878023	13.025791	52.608009	0.998111	732.851382	743.466212	733.351382	729.033788	11.134176	61.360991	130361.741246	664.338323	196.227941	1778.000000	157.105600	323.545122	8.138381	13.121528	13.150605	13.092450	42.628661	0.997127	1236.710129	471.899415	1237.210129	1000.600585	11.122086	61.303031	196387.685763	701.518109	279.946709	2464.000000	236.676841	325.421779	8.232568	13.713895	13.404596	14.023194	68.999233	0.996319	1550.359302	748.229216	1550.859302	724.270784	11.113502	61.347947	176005.868373	692.566660	254.135636	2214.000000	212.113671	325.957608	8.498182	13.727508	13.604409	13.850607	50.193738	0.990108
