 	Label	slice	Saturated	J.D.-2400000	JD_UTC	JD_SOBS	HJD_UTC	BJD_TDB	AIRMASS	ALT_OBJ	CCD-TEMP	EXPTIME	RAOBJ2K	DECOBJ2K	FWHM_Mean	Source_Radius	FWHM_Mult	Source_Rad(base)	Sky_Rad(min)	Sky_Rad(max)	rel_flux_T1	rel_flux_C2	rel_flux_C3	rel_flux_C4	rel_flux_C5	rel_flux_C6	rel_flux_C7	rel_flux_T8	rel_flux_T9	rel_flux_err_T1	rel_flux_err_C2	rel_flux_err_C3	rel_flux_err_C4	rel_flux_err_C5	rel_flux_err_C6	rel_flux_err_C7	rel_flux_err_T8	rel_flux_err_T9	rel_flux_SNR_T1	rel_flux_SNR_C2	rel_flux_SNR_C3	rel_flux_SNR_C4	rel_flux_SNR_C5	rel_flux_SNR_C6	rel_flux_SNR_C7	rel_flux_SNR_T8	rel_flux_SNR_T9	tot_C_cnts	tot_C_err	X(IJ)_T1	Y(IJ)_T1	X(FITS)_T1	Y(FITS)_T1	RA_T1	DEC_T1	Source-Sky_T1	N_Src_Pixels_T1	Source_Error_T1	Source_SNR_T1	Peak_T1	Mean_T1	Sky/Pixel_T1	N_Sky_Pixels_T1	FWHM_T1	Width_T1	X-Width_T1	Y-Width_T1	Angle_T1	Roundness_T1	X(IJ)_C2	Y(IJ)_C2	X(FITS)_C2	Y(FITS)_C2	RA_C2	DEC_C2	Source-Sky_C2	Source_Error_C2	Source_SNR_C2	Peak_C2	Mean_C2	Sky/Pixel_C2	FWHM_C2	Width_C2	X-Width_C2	Y-Width_C2	Angle_C2	Roundness_C2	X(IJ)_C3	Y(IJ)_C3	X(FITS)_C3	Y(FITS)_C3	RA_C3	DEC_C3	Source-Sky_C3	Source_Error_C3	Source_SNR_C3	Peak_C3	Mean_C3	Sky/Pixel_C3	FWHM_C3	Width_C3	X-Width_C3	Y-Width_C3	Angle_C3	Roundness_C3	X(IJ)_C4	Y(IJ)_C4	X(FITS)_C4	Y(FITS)_C4	RA_C4	DEC_C4	Source-Sky_C4	Source_Error_C4	Source_SNR_C4	Peak_C4	Mean_C4	Sky/Pixel_C4	FWHM_C4	Width_C4	X-Width_C4	Y-Width_C4	Angle_C4	Roundness_C4	X(IJ)_C5	Y(IJ)_C5	X(FITS)_C5	Y(FITS)_C5	RA_C5	DEC_C5	Source-Sky_C5	Source_Error_C5	Source_SNR_C5	Peak_C5	Mean_C5	Sky/Pixel_C5	FWHM_C5	Width_C5	X-Width_C5	Y-Width_C5	Angle_C5	Roundness_C5	X(IJ)_C6	Y(IJ)_C6	X(FITS)_C6	Y(FITS)_C6	RA_C6	DEC_C6	Source-Sky_C6	Source_Error_C6	Source_SNR_C6	Peak_C6	Mean_C6	Sky/Pixel_C6	FWHM_C6	Width_C6	X-Width_C6	Y-Width_C6	Angle_C6	Roundness_C6	X(IJ)_C7	Y(IJ)_C7	X(FITS)_C7	Y(FITS)_C7	RA_C7	DEC_C7	Source-Sky_C7	Source_Error_C7	Source_SNR_C7	Peak_C7	Mean_C7	Sky/Pixel_C7	FWHM_C7	Width_C7	X-Width_C7	Y-Width_C7	Angle_C7	Roundness_C7	X(IJ)_T8	Y(IJ)_T8	X(FITS)_T8	Y(FITS)_T8	RA_T8	DEC_T8	Source-Sky_T8	Source_Error_T8	Source_SNR_T8	Peak_T8	Mean_T8	Sky/Pixel_T8	FWHM_T8	Width_T8	X-Width_T8	Y-Width_T8	Angle_T8	Roundness_T8	X(IJ)_T9	Y(IJ)_T9	X(FITS)_T9	Y(FITS)_T9	RA_T9	DEC_T9	Source-Sky_T9	Source_Error_T9	Source_SNR_T9	Peak_T9	Mean_T9	Sky/Pixel_T9	FWHM_T9	Width_T9	X-Width_T9	Y-Width_T9	Angle_T9	Roundness_T9
42	TIC_99869022.01-S001-R044-C001-g_out_lin.fts	42.000000	0.000000	58884.539259	2458884.539259	2458884.538218	2458884.542947	2458884.543778	1.122143	62.978242	-20.417621	180.000000	11.104787	61.463476	11.156325	18.351609	1.200000	26.000000	44.000000	56.000000	0.690135	0.225924	0.176365	0.324910	0.417926	0.069079	0.065185	0.092981	0.082804	0.000866	0.000538	0.000479	0.000662	0.000795	0.000365	0.000363	0.000363	0.000356	796.496952	420.002020	368.347107	490.634739	525.970807	189.059412	179.342576	256.491153	232.573961	2178632.342289	2055.368620	1085.758918	733.999748	1086.258918	738.500252	11.125373	61.352691	1503550.378719	1058.030418	1245.526138	1207.160840	12138.000000	1421.084265	299.025966	3237.000000	9.760586	15.147776	15.189014	15.106538	42.187342	0.996915	1239.564608	255.744119	1240.064608	1216.755881	11.122671	61.262796	401496.835609	857.757960	468.077073	3471.000000	379.475702	296.188750	9.813388	15.144650	15.200268	15.089032	41.180478	0.996947	1141.400567	261.628136	1141.900567	1210.871864	11.125132	61.265615	326629.018295	822.151964	397.285456	2822.000000	308.714204	295.383429	9.859795	15.307421	15.359424	15.255419	40.087428	0.998415	258.019990	1013.472692	258.519990	459.027308	11.145665	61.417961	534269.873053	909.466257	587.454311	4398.000000	504.966458	292.088970	9.924124	15.399122	15.309823	15.488421	52.499240	0.997992	1921.153304	575.944684	1921.653304	896.555316	11.104659	61.308720	642140.393128	954.948852	672.434332	5014.000000	606.920540	295.453535	10.282322	15.411576	15.422026	15.401125	44.346079	0.996469	552.646746	833.150169	553.146746	639.349831	11.138626	61.380068	140772.543832	732.682256	192.133142	1416.000000	133.051509	293.530984	9.753675	14.887573	14.758827	15.016320	53.577914	0.996562	736.641850	749.024341	737.141850	723.475659	11.134170	61.361555	133323.678371	732.787909	181.940336	1327.000000	126.011196	294.984844	10.017242	15.420692	15.513306	15.328078	330.140517	0.999433	1240.691430	477.439188	1241.191430	995.060812	11.122092	61.303177	202572.058244	766.310657	264.347176	1849.000000	191.461469	296.648507	9.889292	15.717689	15.724217	15.711161	44.432285	0.998243	1554.319721	753.925928	1554.819721	718.574072	11.113472	61.347898	180400.539570	756.767690	238.382983	1664.000000	170.506005	298.081866	10.057203	15.040350	14.839728	15.240972	55.027300	0.993950
43	TIC_99869022.01-S001-R045-C001-g_out_lin.fts	43.000000	0.000000	58884.541794	2458884.541794	2458884.540752	2458884.545481	2458884.546312	1.119014	63.295110	-19.977101	180.000000	11.104787	61.463476	10.642902	17.905572	1.200000	26.000000	44.000000	56.000000	0.691226	0.226314	0.177398	0.324822	0.415495	0.069656	0.064903	0.094329	0.082806	0.000854	0.000527	0.000471	0.000650	0.000777	0.000357	0.000352	0.000355	0.000348	809.397665	429.428299	376.624168	499.370312	534.801326	195.274835	184.397267	265.512373	238.136176	2174441.882775	2009.788259	1081.028388	731.264710	1081.528388	741.235290	11.125369	61.352674	1503030.100673	1007.224498	1232.244418	1219.749977	13071.000000	1492.249348	293.046679	3119.000000	9.395553	14.624147	14.725965	14.522330	29.721178	0.999250	1234.785501	253.083082	1235.285501	1219.416918	11.122653	61.262921	401289.839416	838.052433	478.836196	3784.000000	398.411516	292.621280	9.231771	14.697481	14.792452	14.602510	24.894227	0.999599	1136.647609	259.005452	1137.147609	1213.494548	11.125116	61.265729	327621.840119	806.257869	406.348704	3090.000000	325.271914	292.893153	9.434709	14.786732	15.069134	14.504330	11.776948	0.998265	253.301657	1010.777444	253.801657	461.722556	11.145682	61.417757	533132.814357	893.189591	596.886506	4810.000000	529.308824	288.590450	9.440394	14.650710	14.759255	14.542165	34.358320	0.998334	1916.330686	573.174663	1916.830686	899.325337	11.104639	61.308865	638271.375813	937.425170	680.877148	5460.000000	633.693260	289.907673	9.726713	14.628069	14.672604	14.583535	40.063347	0.998739	547.889422	830.497253	548.389422	642.002747	11.138635	61.379959	141599.680480	713.220615	198.535597	1508.000000	140.584031	288.994152	9.305620	15.024000	15.282855	14.765146	24.837225	0.997166	731.924281	746.286206	732.424281	726.213794	11.134173	61.361478	132526.332590	708.256997	187.116164	1451.000000	131.575764	289.547423	9.227304	14.714367	14.834293	14.594440	27.387815	0.999201	1235.864889	474.794616	1236.364889	997.705384	11.122082	61.303258	205111.967350	748.890383	273.887837	2045.000000	203.640765	293.606999	9.339395	15.346709	15.183784	15.509633	287.446362	0.999330	1549.595361	751.146187	1550.095361	721.353813	11.113461	61.347944	180057.621576	737.569430	244.122945	1810.000000	178.766126	291.886502	9.528338	14.873299	14.971451	14.775147	31.930265	0.999103
44	TIC_99869022.01-S001-R046-C001-g_out_lin.fts	44.000000	0.000000	58884.545058	2458884.545058	2458884.544016	2458884.548745	2458884.549576	1.115168	63.691934	-19.977101	180.000000	11.104787	61.463476	9.271365	15.560352	1.200000	26.000000	44.000000	56.000000	0.690082	0.225680	0.175747	0.324774	0.418668	0.069731	0.064899	0.093008	0.083220	0.000797	0.000481	0.000425	0.000599	0.000720	0.000314	0.000310	0.000316	0.000309	866.186045	469.292308	413.421846	542.086179	581.318364	221.924031	209.317348	294.688034	269.376817	2171461.855788	1828.105632	1086.484175	735.500556	1086.984175	736.999444	11.125399	61.352682	1498486.731409	760.656760	1183.786037	1265.842546	18134.000000	1969.990685	295.996359	3159.000000	8.070463	12.802036	12.891503	12.712570	37.580592	0.997022	1240.286540	257.339242	1240.786540	1215.160758	11.122682	61.262958	399823.181007	765.154078	522.539437	5037.000000	525.628907	292.877812	7.904480	12.784738	12.916771	12.652704	36.912843	0.994503	1142.107306	263.265040	1142.607306	1209.234960	11.125143	61.265759	324583.200133	727.692323	446.044558	4155.000000	426.714410	293.939050	7.834511	12.588799	12.629268	12.548331	41.473736	0.997258	258.787212	1015.023161	259.287212	457.476839	11.145689	61.417694	532342.990247	827.055405	643.660614	6276.000000	699.846525	291.081428	8.262358	12.831718	12.773109	12.890327	49.910339	0.997132	1921.815285	577.426497	1922.315285	895.073503	11.104691	61.308947	640827.180999	873.615479	733.534600	7163.000000	842.465636	291.637139	8.515852	13.023929	13.110425	12.937432	37.609469	0.997290	553.364817	834.683644	553.864817	637.816356	11.138649	61.379914	141547.686930	626.476911	225.942384	2011.000000	186.086149	290.961643	7.978006	12.869393	12.374801	13.363984	61.696427	0.980554	737.464714	750.595101	737.964714	721.904899	11.134190	61.361470	132337.616472	622.314515	212.653913	1841.000000	173.978098	292.450382	7.988891	13.755804	14.003291	13.508316	34.857154	0.989235	1241.387331	479.062198	1241.887331	993.437802	11.122112	61.303291	201963.346120	663.920052	304.198292	2642.000000	265.511801	295.316656	8.085823	12.515281	12.303868	12.726695	58.612390	0.994549	1555.007508	755.420645	1555.507508	717.079355	11.113506	61.347996	180709.982809	653.366051	276.583062	2388.000000	237.570994	294.994302	8.159000	12.953902	12.545521	13.362284	71.114425	0.993650
45	TIC_99869022.01-S001-R047-C001-g_out_lin.fts	45.000000	0.000000	58884.547569	2458884.547569	2458884.546528	2458884.551257	2458884.552088	1.112348	63.988314	-20.417621	180.000000	11.104787	61.463475	10.321463	17.189268	1.200000	26.000000	44.000000	56.000000	0.689220	0.226564	0.176225	0.325373	0.416349	0.069487	0.065003	0.092419	0.082566	0.000836	0.000514	0.000456	0.000636	0.000760	0.000345	0.000341	0.000342	0.000336	824.835979	440.693388	386.195360	511.623711	547.708624	201.385769	190.688465	269.991629	245.443494	2180188.446139	1963.053466	1081.500826	733.237895	1082.000826	739.262105	11.125384	61.352735	1502630.003488	928.249320	1219.902669	1231.762206	13741.000000	1618.778458	300.913588	3143.000000	9.230098	14.164895	14.165348	14.164441	44.963372	0.997491	1235.316171	254.971122	1235.816171	1217.528878	11.122680	61.263013	402712.518806	819.591628	491.357531	4045.000000	433.840898	298.495855	9.126290	14.182702	14.312458	14.052945	35.779544	0.996655	1137.159606	260.882251	1137.659606	1211.617749	11.125138	61.265824	326641.450755	784.082057	416.590901	3287.000000	351.889782	298.363858	9.252947	13.944084	14.025657	13.862511	37.873375	0.997742	253.848193	1012.829768	254.348193	459.670232	11.145650	61.417842	535226.233939	876.184202	610.860402	4952.000000	576.597496	296.869486	9.589391	14.274090	14.123435	14.424744	56.089408	0.996874	1916.919295	575.233011	1917.419295	897.266989	11.104695	61.308916	640887.266774	920.989675	695.868026	5872.000000	690.425786	297.583618	9.519043	14.310406	14.368918	14.251895	40.927063	0.996669	548.452527	832.440809	548.952527	640.059191	11.138619	61.380029	141651.816582	691.704033	204.786744	1583.000000	152.601045	296.173913	9.396155	14.554196	14.436915	14.671476	54.079944	0.997326	732.482166	748.304464	732.982166	724.195536	11.134168	61.361562	133069.159284	687.523522	193.548519	1518.000000	143.354976	298.439281	9.121354	14.593961	15.008148	14.179774	29.933183	0.987237	1236.375961	476.835316	1236.875961	995.664684	11.122106	61.303352	201490.282717	723.895501	278.341670	2153.000000	217.064832	299.411619	9.150010	14.659334	14.394644	14.924023	59.887506	0.994715	1550.123740	753.282944	1550.623740	719.217056	11.113498	61.348007	180008.923876	715.268677	251.666163	1962.000000	193.923033	300.562202	9.236512	14.194442	14.083986	14.304898	51.124671	0.994620
46	TIC_99869022.01-S001-R048-C001-g_out_lin.fts	46.000000	0.000000	58884.550822	2458884.550822	2458884.549780	2458884.554509	2458884.555340	1.108873	64.359934	-20.417621	180.000000	11.104787	61.463475	11.318754	19.037788	1.200000	26.000000	44.000000	56.000000	0.690485	0.225245	0.176653	0.324705	0.416967	0.070453	0.064774	0.093270	0.082603	0.000885	0.000550	0.000494	0.000680	0.000813	0.000380	0.000375	0.000375	0.000368	779.923989	409.372602	357.671623	477.746875	513.121116	185.235457	172.550115	249.029420	224.536567	2182723.482467	2116.684985	1087.598282	737.605874	1088.098282	734.894126	11.125378	61.352601	1507137.075138	1138.630588	1264.173334	1192.191794	11470.000000	1323.640073	298.561999	3265.000000	10.109977	15.722278	15.837355	15.607202	36.585888	0.997443	1241.390571	259.301729	1241.890571	1213.198271	11.122650	61.263070	401265.278833	879.017956	456.492699	3229.000000	352.410416	295.308366	10.008370	16.107072	16.149373	16.064772	42.332385	0.996809	1143.234810	265.225047	1143.734810	1207.274953	11.125110	61.265853	327695.815982	849.780800	385.623935	2684.000000	287.798184	295.450016	10.074582	15.907860	16.013587	15.802133	37.268173	0.997515	259.969699	1017.017959	260.469699	455.482041	11.145671	61.417351	535017.586740	934.816766	572.323482	4216.000000	469.878108	293.381295	10.101092	15.697854	15.644295	15.751413	48.333289	0.996545	1922.917201	579.599393	1923.417201	892.900607	11.104670	61.309071	642304.528271	976.608200	657.689059	4749.000000	564.102647	295.368875	10.406590	15.876306	15.892794	15.859818	43.789475	0.997582	554.494486	836.730253	554.994486	635.769747	11.138629	61.379699	143658.154251	762.966814	188.288863	1317.000000	126.167482	293.969047	10.409085	15.689107	15.808172	15.570042	38.997148	0.994676	738.574264	752.630927	739.074264	719.869073	11.134168	61.361317	132782.118390	758.808954	174.987548	1282.000000	116.615626	294.987993	10.006999	15.832818	15.745365	15.920271	48.819743	0.993095	1242.483245	481.122844	1242.983245	991.377156	11.122085	61.303330	203581.694466	793.304243	256.624991	1795.000000	178.795209	296.950885	10.042003	16.057662	16.126988	15.988337	30.872609	0.999667	1556.217965	757.555966	1556.717965	714.944034	11.113485	61.347983	180298.481045	783.713847	230.056521	1595.000000	158.346775	298.384992	10.388624	15.407951	15.565482	15.250420	36.420106	0.995198
47	TIC_99869022.01-S001-R049-C001-g_out_lin.fts	47.000000	0.000000	58884.553426	2458884.553426	2458884.552384	2458884.557113	2458884.557944	1.106234	64.647156	-20.417621	180.000000	11.104787	61.463475	11.973603	19.572331	1.200000	26.000000	44.000000	56.000000	0.692882	0.226366	0.177238	0.324891	0.417087	0.068932	0.064768	0.092311	0.082791	0.000901	0.000562	0.000502	0.000691	0.000827	0.000391	0.000385	0.000383	0.000378	769.179105	402.591568	352.720792	469.887933	504.520079	176.374437	168.268200	241.289859	219.133283	2186076.088843	2161.118269	1081.884068	734.981746	1082.384068	737.518254	11.125407	61.352668	1514692.343697	1203.469143	1278.933362	1184.340317	10559.000000	1258.605053	295.838331	3182.000000	10.487884	16.158335	16.321253	15.995416	31.896702	0.997915	1235.712164	256.747061	1236.212164	1215.752939	11.122700	61.262735	403512.231984	898.103100	449.293886	2971.000000	335.290883	292.869037	10.555701	16.346042	16.378215	16.313870	43.166887	0.996210	1137.557436	262.727150	1138.057436	1209.772850	11.125160	61.265560	329122.869182	864.544052	380.689530	2549.000000	273.478445	292.577298	10.598935	16.278882	16.321099	16.236666	42.330410	0.996893	254.203533	1014.500481	254.703533	457.999519	11.145689	61.417885	536071.293062	950.774461	563.825928	3787.000000	445.438337	291.523999	10.796082	16.263560	16.325593	16.201527	39.228158	0.998547	1917.344657	577.051653	1917.844657	895.448347	11.104700	61.308794	643421.154246	992.655054	648.182016	4382.000000	534.638680	292.785473	10.916734	16.240418	16.365945	16.114891	32.597502	0.998642	548.831429	834.220426	549.331429	638.279574	11.138652	61.380011	140973.960610	787.154995	179.093014	1268.000000	117.139655	292.121007	10.886749	15.866674	16.038023	15.695325	354.943791	0.999519	732.893165	750.092603	733.393165	722.407397	11.134196	61.361507	132974.579758	779.395573	170.612439	1200.000000	110.492721	293.123011	10.806863	16.787777	16.655835	16.919718	57.902511	0.998696	1236.778307	478.563538	1237.278307	993.936462	11.122126	61.303166	201798.293163	812.189780	248.461995	1627.000000	167.680488	294.496493	10.777352	16.494742	16.652268	16.337216	38.127326	0.993539	1550.539689	755.057219	1551.039689	717.442781	11.113510	61.347956	180987.828764	806.312894	224.463518	1508.000000	150.388425	295.902891	10.617375	15.697755	15.734249	15.661260	40.430076	0.999143
48	TIC_99869022.01-S001-R050-C001-g_out_lin.fts	48.000000	0.000000	58884.556019	2458884.556019	2458884.554977	2458884.559706	2458884.560537	1.103732	64.923577	-20.417621	180.000000	11.104787	61.463475	10.945468	18.082833	1.200000	26.000000	44.000000	56.000000	0.693683	0.225636	0.176261	0.324313	0.418134	0.069865	0.064976	0.092965	0.082683	0.000856	0.000526	0.000470	0.000651	0.000780	0.000356	0.000352	0.000353	0.000347	810.556401	428.775596	375.108289	498.514344	535.912816	196.025861	184.425647	263.204407	238.029712	2191560.110954	2025.728161	1075.930063	732.502127	1076.430063	739.997873	11.125361	61.352419	1520247.894430	1027.265726	1242.217713	1223.817595	12823.000000	1479.897417	292.492327	3247.000000	9.594043	14.760193	14.971995	14.548392	30.850472	0.996337	1229.746577	254.300480	1230.246577	1218.199520	11.122643	61.262663	403460.020826	844.257867	477.887191	3656.000000	392.751370	289.381333	9.465674	15.249437	15.309533	15.189340	37.911728	0.998964	1131.588804	260.191996	1132.088804	1212.308004	11.125097	61.265436	328401.304773	812.078601	404.395959	3045.000000	319.684865	290.004371	9.459620	14.825227	14.878088	14.772367	40.525161	0.997899	248.261317	1012.032037	248.761317	460.467963	11.145597	61.417276	536694.738160	901.629745	595.249592	4641.000000	522.449766	287.499683	9.693362	14.827745	14.915489	14.740001	40.079946	0.995204	1911.240333	574.440375	1911.740333	898.059625	11.104709	61.308863	646176.770244	944.672124	684.022270	5389.000000	629.025922	289.012000	9.908048	15.146785	15.245327	15.048243	39.270314	0.995711	542.762749	831.734344	543.262749	640.765656	11.138576	61.379549	143115.561958	717.990431	199.327952	1489.000000	139.316983	287.655914	9.503046	15.076181	15.052074	15.100288	47.104417	0.998101	726.883014	747.572563	727.383014	724.927437	11.134127	61.361124	133711.714993	714.478623	187.145858	1421.000000	130.162734	288.989781	9.643395	15.109592	15.492157	14.727028	27.440965	0.992261	1230.836535	476.020129	1231.336535	996.479871	11.122078	61.303023	203738.725484	750.812674	271.357600	2035.000000	198.331084	290.773720	9.476183	15.230336	15.216242	15.244431	46.969935	0.999274	1544.533885	752.438301	1545.033885	720.061699	11.113499	61.347846	181204.450615	742.613877	244.008975	1810.000000	176.394915	292.408377	9.792235	14.389710	14.540340	14.239079	37.801049	0.992912
49	TIC_99869022.01-S001-R051-C001-g_out_lin.fts	49.000000	0.000000	58884.559340	2458884.559340	2458884.558299	2458884.563028	2458884.563859	1.100707	65.263265	-19.977101	180.000000	11.104787	61.463475	10.140997	17.160084	1.200000	26.000000	44.000000	56.000000	0.690933	0.226382	0.176477	0.324706	0.416948	0.069701	0.064815	0.092462	0.083073	0.000828	0.000508	0.000451	0.000628	0.000752	0.000339	0.000335	0.000337	0.000331	833.980394	445.833170	391.663809	517.197975	554.140815	205.359423	193.503588	274.258640	250.887978	2191924.297958	1948.585307	1088.009718	737.602147	1088.509718	734.897853	11.125400	61.352702	1514472.175538	925.100006	1218.631749	1242.764417	14893.000000	1637.090223	289.061143	3166.000000	8.687701	14.115311	14.277766	13.952857	29.350101	0.998037	1241.856397	259.354933	1242.356397	1213.145067	11.122680	61.262887	404614.293463	814.266187	496.906663	4186.000000	437.373571	287.143750	8.619154	14.305769	14.592065	14.019474	25.410059	0.995989	1143.671446	265.286671	1144.171446	1207.213329	11.125137	61.265675	328799.109245	778.041050	422.598665	3392.000000	355.420070	287.006450	8.936680	14.277704	14.468098	14.087310	27.032780	0.997935	260.215279	1017.044229	260.715279	455.455771	11.145664	61.417620	537274.142571	871.100276	616.776458	5199.000000	580.774121	284.421792	9.071657	14.378202	14.469640	14.286765	34.146787	0.998817	1923.439086	579.557330	1923.939086	892.942670	11.104720	61.309079	644991.121383	916.987493	703.380500	6080.000000	697.212320	286.865583	9.222224	14.263210	14.373962	14.152458	36.478336	0.997193	554.811174	836.752872	555.311174	635.747128	11.138632	61.379860	142823.626294	683.753622	208.881711	1638.000000	154.387229	286.026985	8.922597	14.221058	14.410982	14.031135	29.697340	0.997249	738.903269	752.628520	739.403269	719.871480	11.134179	61.361423	133422.005002	679.269189	196.419928	1568.000000	144.224413	286.907482	8.914843	13.791796	13.733673	13.849919	305.545704	0.999324	1242.930267	481.113919	1243.430267	991.386081	11.122114	61.303274	202669.751861	716.672823	282.792573	2187.000000	219.078749	288.488889	8.837667	14.282348	14.398637	14.166059	31.904304	0.998639	1556.619814	757.605631	1557.119814	714.894369	11.113523	61.348114	182090.071352	707.500170	257.371064	1963.000000	196.832851	288.820594	9.110986	14.122509	13.975806	14.269213	274.771851	0.999556
50	TIC_99869022.01-S001-R052-C001-g_out_lin.fts	50.000000	0.000000	58884.561863	2458884.561863	2458884.560822	2458884.565551	2458884.566382	1.098545	65.509983	-19.977101	180.000000	11.104787	61.463475	10.104069	16.531351	1.200000	26.000000	44.000000	56.000000	0.694240	0.225488	0.175910	0.325215	0.418770	0.069676	0.064622	0.093365	0.082099	0.000814	0.000492	0.000437	0.000612	0.000736	0.000327	0.000321	0.000326	0.000319	853.207579	457.979121	402.854183	530.978153	568.883083	213.123662	201.100692	286.568187	257.523782	2195704.443346	1896.103572	1081.977235	735.289741	1082.477235	737.210259	11.125417	61.352306	1524346.770952	858.551974	1207.966579	1261.911378	15177.000000	1775.485721	287.388568	3164.000000	8.946162	13.507913	13.678843	13.336983	30.727601	0.997196	1235.798467	257.077873	1236.298467	1215.422127	11.122672	61.262542	404006.075942	792.012945	510.100344	4304.000000	470.566824	283.834103	8.859399	13.806974	14.007117	13.606831	29.281399	0.996912	1137.618439	262.991766	1138.118439	1209.508234	11.125133	61.265299	328465.780675	755.787457	434.600730	3546.000000	382.581126	283.927870	8.853415	13.707575	13.906737	13.508414	28.095190	0.997274	254.247807	1014.783088	254.747807	457.716912	11.145721	61.417004	538838.018839	852.294406	632.220528	5464.000000	627.612579	282.607165	9.156975	13.636597	13.675350	13.597844	41.709866	0.997540	1917.396875	577.252930	1917.896875	895.247070	11.104701	61.308914	648093.618843	899.613536	720.413370	6553.000000	754.868241	284.038125	9.118892	13.477220	13.593812	13.360628	33.531820	0.998029	548.867869	834.438791	549.367869	638.061209	11.138670	61.379316	143021.924037	659.544979	216.849386	1696.000000	166.585051	282.838180	8.796374	13.659963	14.071832	13.248093	5.677470	0.996224	732.959190	750.352509	733.459190	722.147491	11.134207	61.360937	133279.025011	652.686543	204.200663	1578.000000	155.236991	283.763254	9.012202	13.418544	13.739809	13.097278	30.795992	0.989881	1236.859144	478.867740	1237.359144	993.632260	11.122116	61.302934	205001.090083	693.115445	295.767598	2326.000000	238.775399	285.049541	8.922882	13.948561	14.182432	13.714690	11.421976	0.998677	1550.588803	755.224785	1551.088803	717.275215	11.113524	61.347834	180265.421666	682.466608	264.138083	2067.000000	209.964483	286.762958	9.129325	12.905223	13.129203	12.681243	31.729845	0.993969
51	TIC_99869022.01-S001-R053-C001-g_out_lin.fts	51.000000	0.000000	58884.564468	2458884.564468	2458884.563426	2458884.568155	2458884.568986	1.096435	65.753994	-20.417621	180.000000	11.104787	61.463475	8.991897	15.624868	1.200000	26.000000	44.000000	56.000000	0.692923	0.224855	0.176941	0.324236	0.420058	0.068926	0.064907	0.092814	0.082332	0.000790	0.000474	0.000421	0.000591	0.000714	0.000309	0.000305	0.000310	0.000304	876.707649	474.226202	420.488984	548.849449	588.411399	223.211260	212.500176	298.935592	270.998554	2197303.528932	1826.492822	1076.057898	733.181953	1076.557898	739.318047	11.125402	61.352594	1522561.969290	766.977422	1189.231647	1280.290491	18794.000000	1985.145748	284.896876	3151.000000	7.809261	13.034386	13.388531	12.680240	350.199058	0.996678	1229.860278	254.923930	1230.360278	1217.576070	11.122686	61.262889	403373.846996	764.450794	527.664893	5277.000000	525.926625	282.941519	7.730174	12.698131	12.835693	12.560569	26.643531	0.998687	1131.700079	260.846205	1132.200079	1211.653795	11.125148	61.265695	330342.180095	727.540669	454.053215	4507.000000	430.706525	282.398849	7.583590	12.890501	13.106485	12.674517	16.993235	0.998368	248.513469	1012.636300	249.013469	459.863700	11.145695	61.417613	538004.305441	825.731977	651.548348	6792.000000	701.460421	280.487273	7.900288	12.754823	12.873207	12.636439	31.578419	0.998310	1911.392166	575.153857	1911.892166	897.346143	11.104686	61.308831	649969.404550	875.695313	742.232367	7649.000000	847.442683	281.955823	8.169770	13.047684	13.176790	12.918577	29.978653	0.998438	543.056382	832.349568	543.556382	640.150432	11.138654	61.379843	141686.087593	623.635878	227.193612	2073.000000	184.733062	281.077321	7.776587	12.547758	12.807644	12.287872	10.704209	0.998022	727.043071	748.221353	727.543071	724.278647	11.134196	61.361391	133927.704257	620.305005	215.906212	1916.000000	174.617532	282.416949	7.974731	13.088675	12.861526	13.315825	66.603741	0.997431	1230.971825	476.696415	1231.471825	995.803585	11.122114	61.303209	203939.438200	660.820840	308.615325	2727.000000	265.900185	283.570951	7.877837	13.171780	13.140925	13.202635	310.443310	0.999125	1544.617930	753.207430	1545.117930	719.292570	11.113502	61.347896	180908.369072	650.404031	278.147675	2457.000000	235.871831	284.990479	8.000762	12.636407	12.995708	12.277106	19.337716	0.994703
