Label	BJD_TDB	rel_flux_T1	rel_flux_err_T1	AIR	JD_UTC	rel_flux_T1_dn	rel_flux_err_T1_dn
fl.debias.st.0477.TIC99869022.01.fits	2459259.040847000	0.684671000	0.001146000	1.490000000	1.036383000	1.001053864	0.001675561
fl.debias.st.0479.TIC99869022.01.fits	2459259.042062000	0.686715000	0.001149000	1.500000000	1.037598000	1.004089939	0.001680026
fl.debias.st.0481.TIC99869022.01.fits	2459259.043277000	0.686798000	0.001153000	1.510000000	1.038814000	1.004258861	0.001685955
fl.debias.st.0483.TIC99869022.01.fits	2459259.044527000	0.682266000	0.001148000	1.510000000	1.040064000	0.997632020	0.001678644
fl.debias.st.0485.TIC99869022.01.fits	2459259.045731000	0.688148000	0.001161000	1.520000000	1.041267000	1.006280536	0.001697733
fl.debias.st.0487.TIC99869022.01.fits	2459259.046969000	0.684896000	0.001156000	1.520000000	1.042506000	1.001525129	0.001690422
fl.debias.st.0489.TIC99869022.01.fits	2459259.048150000	0.685339000	0.001161000	1.530000000	1.043686000	1.002220399	0.001697814
fl.debias.st.0491.TIC99869022.01.fits	2459259.049365000	0.686038000	0.001176000	1.540000000	1.044902000	1.003290121	0.001719831
fl.debias.st.0493.TIC99869022.01.fits	2459259.050592000	0.676804000	0.001490000	1.540000000	1.046128000	0.989785940	0.002179037
fl.debias.st.0495.TIC99869022.01.fits	2459259.051807000	0.680912000	0.001483000	1.550000000	1.047344000	0.995840821	0.002168903
fl.debias.st.0497.TIC99869022.01.fits	2459259.053046000	0.685035000	0.001564000	1.560000000	1.048582000	1.001918214	0.002287474
fl.debias.st.0499.TIC99869022.01.fits	2459259.054226000	0.682421000	0.001517000	1.560000000	1.049763000	0.998095031	0.002218733
