Label	slice	Saturated	J.D.-2400000	JD_UTC	JD	JD-OBS	JD-HELIO	AIRMASS	OBJCTALT	CCD-TEMP	EXPTIME	OBJCTRA	OBJCTDEC	FWHM_Mean	Source_Radius	Sky_Rad(min)	Sky_Rad(max)	rel_flux_T1	rel_flux_C2	rel_flux_C3	rel_flux_C4	rel_flux_C5	rel_flux_T6	rel_flux_err_T1	rel_flux_err_C2	rel_flux_err_C3	rel_flux_err_C4	rel_flux_err_C5	rel_flux_err_T6	rel_flux_SNR_T1	rel_flux_SNR_C2	rel_flux_SNR_C3	rel_flux_SNR_C4	rel_flux_SNR_C5	rel_flux_SNR_T6	tot_C_cnts	tot_C_err	X(IJ)_T1	Y(IJ)_T1	X(FITS)_T1	Y(FITS)_T1	RA_T1	DEC_T1	Source-Sky_T1	N_Src_Pixels_T1	Source_Error_T1	Source_SNR_T1	Peak_T1	Mean_T1	Sky/Pixel_T1	N_Sky_Pixels_T1	FWHM_T1	Width_T1	X-Width_T1	Y-Width_T1	Angle_T1	Roundness_T1	X(IJ)_C2	Y(IJ)_C2	X(FITS)_C2	Y(FITS)_C2	RA_C2	DEC_C2	Source-Sky_C2	Source_Error_C2	Source_SNR_C2	Peak_C2	Mean_C2	Sky/Pixel_C2	FWHM_C2	Width_C2	X-Width_C2	Y-Width_C2	Angle_C2	Roundness_C2	X(IJ)_C3	Y(IJ)_C3	X(FITS)_C3	Y(FITS)_C3	RA_C3	DEC_C3	Source-Sky_C3	Source_Error_C3	Source_SNR_C3	Peak_C3	Mean_C3	Sky/Pixel_C3	FWHM_C3	Width_C3	X-Width_C3	Y-Width_C3	Angle_C3	Roundness_C3	X(IJ)_C4	Y(IJ)_C4	X(FITS)_C4	Y(FITS)_C4	RA_C4	DEC_C4	Source-Sky_C4	Source_Error_C4	Source_SNR_C4	Peak_C4	Mean_C4	Sky/Pixel_C4	FWHM_C4	Width_C4	X-Width_C4	Y-Width_C4	Angle_C4	Roundness_C4	X(IJ)_C5	Y(IJ)_C5	X(FITS)_C5	Y(FITS)_C5	RA_C5	DEC_C5	Source-Sky_C5	Source_Error_C5	Source_SNR_C5	Peak_C5	Mean_C5	Sky/Pixel_C5	FWHM_C5	Width_C5	X-Width_C5	Y-Width_C5	Angle_C5	Roundness_C5	X(IJ)_T6	Y(IJ)_T6	X(FITS)_T6	Y(FITS)_T6	RA_T6	DEC_T6	Source-Sky_T6	Source_Error_T6	Source_SNR_T6	Peak_T6	Mean_T6	Sky/Pixel_T6	FWHM_T6	Width_T6	X-Width_T6	Y-Width_T6	Angle_T6	Roundness_T6	BJD_TDB	rel_flux_T1_dfn	rel_flux_err_T1_dfn
TIC_99869022-01-S001-R053-C001-B1-E-sG.fts	53	0	59192.828738000	2459192.828738000	2459192.828333000	2459192.828333000	2459192.829978000	1.570483000	39.461900000	-19.937500000	70	11.125381000	61.352722000	5.218245000	9	16	24	0.454691000	1.202471000	0.193165000	0.241272000	0.108362000	0.121056000	0.000860000	0.002698000	0.000610000	0.000690000	0.000466000	0.000451000	528.448369000	445.744275000	316.583759000	349.547910000	232.621306000	268.714471000	683046.685869000	752.543036000	1229.808441000	817.574321000	1230.308441000	820.925679000	11.125378000	61.352517000	310575.117423000	254.469005000	477.829770000	649.970214000	13339.750977000	1220.483090000	58.668173000	885	4.317233000	6.294444000	6.618816000	5.970073000	25.141649000	0.974122000	152.772129000	826.409296000	153.272129000	812.090704000	11.152829000	61.355069000	372919.284869000	516.424555000	722.117648000	18125.623047000	1465.480187000	61.267779000	4.261200000	6.061974000	6.279564000	5.844385000	22.244443000	0.989900000	433.088336000	1168.187127000	433.588336000	470.312873000	11.145656000	61.417599000	110580.657716000	323.704671000	341.609707000	5304.247559000	434.554526000	60.097153000	4.303117000	6.128430000	6.332694000	5.924166000	29.001509000	0.984208000	2045.193183000	586.879527000	2045.693183000	1051.620473000	11.104672000	61.308696000	132767.054223000	343.772892000	386.205712000	6064.442871000	521.741555000	59.140895000	4.319075000	6.166624000	6.443643000	5.889605000	26.938544000	0.976867000	1243.366880000	343.273619000	1243.866880000	1295.226381000	11.125129000	61.265553000	66779.689061000	276.879370000	241.186944000	2989.951660000	262.427595000	56.261211000	4.429125000	6.311686000	6.717645000	5.905727000	22.627956000	0.966881000	1340.325197000	328.674378000	1340.825197000	1309.825622000	11.122668000	61.262731000	82686.968894000	293.918644000	281.326042000	3666.224854000	324.939255000	55.579642000	4.248352000	6.311874000	6.674859000	5.948889000	22.506273000	0.973705000	2459192.831465000	0.995294438	0.001882494
TIC_99869022-01-S001-R054-C001-B1-E-sG.fts	54	0	59192.829757000	2459192.829757000	2459192.829352000	2459192.829352000	2459192.830996000	1.564717000	39.637500000	-19.937500000	70	11.125381000	61.352722000	5.276456000	9	16	24	0.454764000	1.204321000	0.192626000	0.240372000	0.109078000	0.121619000	0.000862000	0.002709000	0.000611000	0.000690000	0.000470000	0.000452000	527.723848000	444.513393000	315.437577000	348.484633000	232.248475000	268.868992000	681275.789844000	752.477191000	1230.110909000	817.068434000	1230.610909000	821.431566000	11.125405000	61.352654000	309819.862583000	254.469005000	477.043621000	649.458139000	13178.291016000	1217.515126000	59.204326000	867	4.490137000	6.380937000	6.737113000	6.024760000	20.207598000	0.978634000	153.156942000	825.735942000	153.656942000	812.764058000	11.152851000	61.355113000	372212.022087000	516.372353000	720.820973000	16179.824219000	1462.700820000	62.413149000	4.354402000	6.157274000	6.431340000	5.883208000	12.921683000	0.990255000	433.600750000	1167.511142000	434.100750000	470.988858000	11.145678000	61.417671000	110035.783110000	323.351315000	340.297929000	4744.856445000	432.413304000	60.625824000	4.435441000	6.259154000	6.606015000	5.912294000	17.428582000	0.981869000	2045.439843000	586.361680000	2045.939843000	1052.138320000	11.104701000	61.308872000	132024.553834000	342.942582000	384.975681000	5973.139160000	518.823712000	58.497214000	4.464057000	6.189428000	6.504020000	5.874835000	21.818130000	0.980373000	1243.588881000	342.807985000	1244.088881000	1295.692015000	11.125154000	61.265682000	67003.430813000	278.237000000	240.814237000	2917.288574000	263.306845000	56.134897000	4.363783000	6.358246000	6.770699000	5.945793000	20.011468000	0.971538000	1340.651045000	328.187278000	1341.151045000	1310.312722000	11.122690000	61.262861000	82855.981461000	294.262679000	281.571492000	3740.968994000	325.603432000	55.255513000	4.332674000	6.349265000	6.748627000	5.949903000	17.609440000	0.976475000	2459192.832483000	0.995327573	0.001886632
TIC_99869022-01-S001-R055-C001-B1-E-sG.fts	55	0	59192.830938000	2459192.830938000	2459192.830532000	2459192.830532000	2459192.832177000	1.557971000	39.840800000	-19.968750000	70	11.125381000	61.352722000	5.178797000	9	16	24	0.457851000	1.191808000	0.193816000	0.244052000	0.108303000	0.122429000	0.000862000	0.002664000	0.000610000	0.000693000	0.000465000	0.000452000	531.345230000	447.324589000	317.524806000	352.252506000	233.154037000	270.802020000	686448.045530000	754.488546000	1228.744816000	817.359805000	1229.244816000	821.140195000	11.125390000	61.352605000	314290.897429000	254.469005000	480.147482000	654.571583000	14137.101562000	1235.085183000	59.856379000	842	4.383987000	6.216371000	6.565578000	5.867165000	16.760122000	0.981953000	151.573842000	826.118406000	152.073842000	812.381594000	11.152863000	61.355143000	373260.031546000	516.841335000	722.194620000	18060.644531000	1466.819237000	61.801485000	4.107731000	6.007367000	6.253798000	5.760936000	10.383974000	0.992327000	431.957055000	1167.986525000	432.457055000	470.513475000	11.145683000	61.417699000	111444.621209000	325.232496000	342.661396000	4943.410156000	437.949688000	61.508794000	4.322286000	6.154197000	6.496343000	5.812052000	13.637461000	0.984446000	2044.038819000	586.792232000	2044.538819000	1051.707768000	11.104671000	61.308801000	134663.853218000	345.473114000	389.795465000	5957.947754000	529.195504000	58.958876000	4.288995000	6.123012000	6.461735000	5.784290000	16.046166000	0.983049000	1242.206981000	343.165469000	1242.706981000	1295.334531000	11.125142000	61.265648000	67079.539556000	277.489010000	241.737644000	3093.753906000	263.605933000	56.529092000	4.427648000	6.212425000	6.625083000	5.799767000	16.105671000	0.975562000	1339.120940000	328.578430000	1339.620940000	1309.921570000	11.122681000	61.262828000	84041.285418000	296.276525000	283.658266000	3748.485596000	330.261383000	56.325112000	4.265676000	6.266729000	6.711940000	5.821518000	14.148107000	0.974221000	2459192.833664000	1.002261464	0.001886966
TIC_99869022-01-S001-R056-C001-B1-E-sG.fts	56	0	59192.831956000	2459192.831956000	2459192.831551000	2459192.831551000	2459192.833195000	1.552321000	40.016100000	-19.968750000	70	11.125381000	61.352722000	5.080441000	9	16	24	0.457389000	1.195000000	0.195345000	0.239475000	0.109820000	0.120442000	0.000865000	0.002686000	0.000616000	0.000688000	0.000470000	0.000452000	528.708338000	444.981772000	317.223019000	347.878685000	233.663244000	266.218498000	681385.341367000	752.571559000	1229.423885000	817.242061000	1229.923885000	821.257939000	11.125391000	61.352518000	311658.360672000	254.469005000	478.529199000	651.283895000	14890.240234000	1224.739967000	60.650371000	839	4.325641000	6.260418000	6.574117000	5.946719000	24.560408000	0.976669000	152.264905000	826.010144000	152.764905000	812.489856000	11.152854000	61.355061000	370959.147321000	515.648139000	719.403639000	18542.447266000	1457.777333000	62.729861000	4.159628000	6.021085000	6.259024000	5.783146000	21.686271000	0.988215000	432.678426000	1167.850332000	433.178426000	470.649668000	11.145676000	61.417586000	111353.094983000	325.018559000	342.605343000	5452.279297000	437.590012000	61.204761000	4.126544000	6.142011000	6.402270000	5.881751000	25.079950000	0.982564000	2044.856287000	586.576593000	2045.356287000	1051.923407000	11.104677000	61.308710000	131648.161069000	342.734273000	384.111458000	6070.163574000	517.344582000	59.765200000	4.249905000	6.177165000	6.478892000	5.875438000	24.629661000	0.977700000	1243.027827000	342.983205000	1243.527827000	1295.516795000	11.125141000	61.265584000	67424.937994000	278.149425000	242.405456000	3168.581787000	264.963263000	55.708183000	4.342545000	6.329284000	6.684334000	5.974234000	23.538869000	0.973029000	1339.988057000	328.381501000	1340.488057000	1310.118499000	11.122679000	61.262761000	82067.678660000	294.644992000	278.530709000	3715.057617000	322.505598000	57.421109000	4.099587000	6.303148000	6.712767000	5.893530000	19.777630000	0.971821000	2459192.834683000	1.000977466	0.001893018
TIC_99869022-01-S001-R057-C001-B1-E-sG.fts	57	0	59192.832975000	2459192.832975000	2459192.832569000	2459192.832569000	2459192.834213000	1.546710000	40.191400000	-19.968750000	70	11.125381000	61.352722000	5.242003000	9	16	24	0.455321000	1.189084000	0.195664000	0.242238000	0.108852000	0.119904000	0.000861000	0.002668000	0.000614000	0.000692000	0.000470000	0.000450000	528.732818000	445.766967000	318.601862000	349.874753000	231.825602000	266.286368000	683350.310047000	753.889481000	1229.769745000	816.920367000	1230.269745000	821.579633000	11.125395000	61.352669000	311143.953830000	254.469005000	477.984739000	650.949556000	12933.098633000	1222.718476000	60.122508000	867	4.460342000	6.338499000	6.707127000	5.969871000	20.685752000	0.976138000	152.608351000	825.741658000	153.108351000	812.758342000	11.152865000	61.355393000	371187.601173000	516.028364000	719.316276000	16861.986328000	1458.675100000	62.807163000	4.312146000	6.112636000	6.326605000	5.898666000	19.430252000	0.991936000	432.937848000	1167.568025000	433.437848000	470.931975000	11.145679000	61.417786000	111826.714082000	324.768347000	344.327627000	4993.448730000	439.451218000	61.148764000	4.232983000	6.165564000	6.420312000	5.910815000	24.888758000	0.983680000	2045.092738000	586.142561000	2045.592738000	1052.357439000	11.104684000	61.308768000	133254.086904000	344.483979000	386.822305000	6007.401855000	523.655472000	58.970833000	4.447577000	6.228559000	6.582529000	5.874588000	20.668988000	0.977231000	1243.201624000	342.624716000	1243.701624000	1295.875284000	11.125159000	61.265844000	67081.907887000	279.142232000	240.314435000	2864.809814000	263.615240000	57.367420000	4.418256000	6.383116000	6.820937000	5.945294000	18.388337000	0.970942000	1340.285941000	328.031809000	1340.785941000	1310.468191000	11.122694000	61.263011000	81936.443573000	294.123178000	278.578670000	3622.375000000	321.989877000	57.645155000	4.500273000	6.309891000	6.755333000	5.864450000	18.064632000	0.969745000	2459192.835701000	0.996485966	0.001884329
TIC_99869022-01-S001-R058-C001-B1-E-sG.fts	58	0	59192.834178000	2459192.834178000	2459192.833773000	2459192.833773000	2459192.835417000	1.540177000	40.398300000	-19.968750000	70	11.125381000	61.352722000	5.390302000	9	16	24	0.455273000	1.191255000	0.194702000	0.241098000	0.110034000	0.120739000	0.000862000	0.002674000	0.000613000	0.000691000	0.000470000	0.000452000	528.345045000	445.569003000	317.444442000	348.716761000	234.207611000	267.257971000	682915.745120000	753.569475000	1229.564868000	817.810436000	1230.064868000	820.689564000	11.125405000	61.352632000	310912.880023000	254.469005000	478.108927000	650.297165000	11915.826172000	1221.810413000	61.409909000	868	4.653496000	6.548682000	6.742413000	6.354951000	23.388367000	0.992549000	152.609510000	826.495132000	153.109510000	812.004868000	11.152861000	61.355098000	371260.686895000	515.998566000	719.499455000	15893.936523000	1458.962309000	63.021199000	4.388311000	6.308092000	6.495634000	6.120550000	13.257961000	0.995592000	432.941508000	1168.272038000	433.441508000	470.227962000	11.145688000	61.417649000	111295.557404000	324.634048000	342.833902000	4552.191895000	437.363904000	61.365497000	4.560573000	6.386967000	6.595172000	6.178763000	22.473555000	0.991532000	2045.132540000	587.061034000	2045.632540000	1051.438966000	11.104687000	61.308840000	132664.376531000	344.408829000	385.194470000	5411.889160000	521.338057000	60.596847000	4.526648000	6.414626000	6.658432000	6.170820000	23.437132000	0.987670000	1243.044540000	343.492960000	1243.544540000	1295.007040000	11.125154000	61.265658000	67695.124290000	278.581634000	242.999236000	2668.013916000	266.025028000	56.779854000	4.427122000	6.537496000	6.813038000	6.261955000	23.017052000	0.985309000	1340.068938000	328.971571000	1340.568938000	1309.528429000	11.122690000	61.262855000	82454.519944000	294.799080000	279.697345000	3428.318848000	324.025788000	58.076633000	4.543658000	6.481588000	6.742390000	6.220786000	21.019096000	0.988297000	2459192.836905000	0.996312670	0.001886388
TIC_99869022-01-S001-R059-C001-B1-E-sG.fts	59	0	59192.835185000	2459192.835185000	2459192.834780000	2459192.834780000	2459192.836424000	1.534708000	40.571300000	-19.968750000	70	11.125381000	61.352722000	5.208228000	9	16	24	0.455944000	1.192147000	0.194355000	0.242742000	0.108793000	0.121310000	0.000858000	0.002659000	0.000608000	0.000689000	0.000465000	0.000449000	531.651515000	448.270128000	319.434866000	352.257497000	233.882793000	270.259336000	689530.958683000	756.358992000	1230.464245000	817.662479000	1230.964245000	820.837521000	11.125393000	61.352556000	314387.237694000	254.469005000	480.372321000	654.465763000	14268.809570000	1235.463776000	61.719213000	885	4.281990000	6.175350000	6.457198000	5.893502000	25.661189000	0.978754000	153.334436000	826.332517000	153.834436000	812.167483000	11.152863000	61.355164000	374984.943495000	518.609789000	723.057974000	17930.921875000	1473.597712000	64.157389000	4.350729000	6.073730000	6.344157000	5.803303000	15.864833000	0.989082000	433.715018000	1168.152646000	434.215018000	470.347354000	11.145680000	61.417634000	112205.813786000	325.225930000	345.008819000	5188.998535000	440.940985000	61.911753000	4.295949000	6.133808000	6.405311000	5.862306000	19.139523000	0.987332000	2045.920906000	586.962890000	2046.420906000	1051.537110000	11.104676000	61.308698000	134684.736227000	345.721246000	389.576104000	5827.813965000	529.277569000	60.710155000	4.379114000	6.154833000	6.415733000	5.893933000	23.257828000	0.984877000	1244.096935000	343.418852000	1244.596935000	1295.081148000	11.125147000	61.265664000	67655.465175000	278.976211000	242.513385000	3074.254883000	265.869178000	57.313950000	4.205373000	6.197677000	6.545667000	5.849687000	22.227174000	0.975405000	1341.027356000	328.810733000	1341.527356000	1309.689267000	11.122685000	61.262835000	83646.719267000	295.592387000	282.979952000	3575.849121000	328.710836000	57.529011000	4.345911000	6.198877000	6.562339000	5.835414000	20.314256000	0.976289000	2459192.837912000	0.998031412	0.001878106
TIC_99869022-01-S001-R060-C001-B1-E-sG.fts	60	0	59192.836204000	2459192.836204000	2459192.835799000	2459192.835799000	2459192.837442000	1.529317000	40.746100000	-19.968750000	70	11.125381000	61.352722000	5.181449000	9	16	24	0.460109000	1.192574000	0.194484000	0.242011000	0.109154000	0.120295000	0.000859000	0.002650000	0.000607000	0.000685000	0.000464000	0.000446000	535.456258000	449.987584000	320.560931000	353.206870000	235.417092000	269.850392000	694376.634424000	758.719312000	1231.129249000	817.710650000	1231.629249000	820.789350000	11.125384000	61.352610000	319488.823478000	254.469005000	483.885004000	660.257749000	13660.227539000	1255.511741000	61.444841000	892	4.348111000	6.191504000	6.400433000	5.982575000	28.060755000	0.985375000	154.025271000	826.388997000	154.525271000	812.111003000	11.152839000	61.355106000	377681.941852000	520.209220000	726.019315000	17440.320312000	1484.196246000	64.090909000	4.122082000	6.045558000	6.298316000	5.792799000	16.422575000	0.990129000	434.346210000	1168.190338000	434.846210000	470.309662000	11.145666000	61.417644000	113057.500220000	326.569950000	346.196887000	5330.715332000	444.287902000	63.241593000	4.328399000	6.085749000	6.297460000	5.874038000	26.293343000	0.986918000	2046.550923000	587.032817000	2047.050923000	1051.467183000	11.104675000	61.308815000	135302.013389000	346.491797000	390.491245000	6041.538574000	531.703315000	61.096172000	4.259116000	6.157205000	6.404909000	5.909501000	22.661693000	0.986947000	1244.657238000	343.398126000	1245.157238000	1295.101874000	11.125134000	61.265649000	68335.178963000	279.880089000	244.158773000	3167.131592000	268.540284000	58.354020000	4.448340000	6.148661000	6.433101000	5.864222000	25.220213000	0.978986000	1341.661717000	328.840361000	1342.161717000	1309.659639000	11.122671000	61.262837000	83529.809721000	295.779565000	282.405614000	3683.120605000	328.251410000	58.744992000	4.374421000	6.153797000	6.483752000	5.823843000	20.645048000	0.979748000	2459192.838931000	1.007317288	0.001880610
TIC_99869022-01-S001-R061-C001-B1-E-sG.fts	61	0	59192.837396000	2459192.837396000	2459192.836991000	2459192.836991000	2459192.838634000	1.522969000	40.950500000	-19.968750000	70	11.125381000	61.352722000	5.100500000	9	16	24	0.457426000	1.198164000	0.193122000	0.241196000	0.109554000	0.121697000	0.000850000	0.002644000	0.000600000	0.000679000	0.000460000	0.000444000	538.264762000	453.085161000	321.644502000	355.483316000	238.273091000	274.044128000	702613.695826000	762.105328000	1230.840187000	817.758903000	1231.340187000	820.741097000	11.125401000	61.352627000	321393.593097000	254.469005000	484.760063000	662.995196000	14217.210938000	1262.997013000	62.324206000	890	4.296153000	6.143326000	6.408312000	5.878339000	25.049932000	0.981980000	153.714399000	826.490097000	154.214399000	812.009903000	11.152841000	61.355010000	382977.155244000	523.394456000	731.718020000	19398.125000000	1505.005120000	64.613469000	4.033027000	5.969086000	6.194093000	5.744079000	21.533171000	0.989381000	434.072632000	1168.278097000	434.572632000	470.221903000	11.145677000	61.417596000	113726.736202000	327.659232000	347.088454000	5497.252930000	446.917833000	63.691374000	4.308820000	6.018824000	6.251028000	5.786621000	24.834056000	0.985829000	2046.224124000	587.033146000	2046.724124000	1051.466854000	11.104700000	61.308906000	136535.936972000	347.502556000	392.906281000	6631.174805000	536.552328000	61.028793000	4.231047000	6.064186000	6.313406000	5.814966000	26.666104000	0.981120000	1244.338263000	343.428562000	1244.838263000	1295.071438000	11.125144000	61.265639000	69373.867408000	280.613927000	247.221755000	3367.865234000	272.622072000	58.773676000	4.351593000	6.132879000	6.454688000	5.811070000	21.113866000	0.980024000	1341.379900000	328.810248000	1341.879900000	1309.689752000	11.122681000	61.262826000	85506.158338000	297.912995000	287.017215000	3941.125732000	336.017969000	58.887152000	4.200911000	6.116332000	6.439214000	5.793451000	23.240641000	0.976621000	2459192.840123000	1.001764158	0.001861502
TIC_99869022-01-S001-R062-C001-B1-E-sG.fts	62	0	59192.838588000	2459192.838588000	2459192.838183000	2459192.838183000	2459192.839826000	1.516745000	41.154800000	-19.968750000	70	11.125381000	61.352722000	5.242378000	9	16	24	0.458574000	1.195350000	0.194247000	0.241772000	0.108840000	0.121039000	0.000853000	0.002644000	0.000604000	0.000681000	0.000461000	0.000445000	537.591502000	452.106010000	321.788834000	355.204277000	235.973448000	272.146864000	700453.307098000	761.551741000	1229.163874000	817.825602000	1229.663874000	820.674398000	11.125410000	61.352626000	321209.856329000	254.469005000	484.813022000	662.543789000	13454.936523000	1262.274973000	62.458605000	880	4.473714000	6.280267000	6.452899000	6.107636000	32.970965000	0.981841000	152.017656000	826.652197000	152.517656000	811.847803000	11.152872000	61.355039000	381391.121327000	522.415430000	730.053324000	16734.777344000	1498.772400000	65.423651000	4.425022000	6.133529000	6.265082000	6.001977000	29.386066000	0.993160000	432.291263000	1168.410309000	432.791263000	470.089691000	11.145704000	61.417598000	113930.193497000	327.913899000	347.439355000	5327.150391000	447.717369000	63.460207000	4.315438000	6.163232000	6.279496000	6.046969000	34.770959000	0.988357000	2044.685250000	587.100712000	2045.185250000	1051.399288000	11.104690000	61.308905000	136377.626953000	347.213439000	392.777501000	6017.532715000	535.930209000	61.016288000	4.360128000	6.240538000	6.411752000	6.069323000	31.365968000	0.985677000	1242.719767000	343.568661000	1243.219767000	1294.931339000	11.125152000	61.265676000	68754.365320000	280.995507000	244.681369000	3102.706543000	270.187583000	58.935458000	4.363805000	6.250970000	6.483930000	6.018011000	28.840414000	0.980618000	1339.757688000	328.983873000	1340.257688000	1309.516127000	11.122688000	61.262868000	84782.430088000	297.582575000	284.903879000	3688.515137000	333.173897000	59.672804000	4.415662000	6.272812000	6.528956000	6.016668000	25.906625000	0.982608000	2459192.841315000	1.004125779	0.001867789
TIC_99869022-01-S001-R063-C001-B1-E-sG.fts	63	0	59192.839606000	2459192.839606000	2459192.839201000	2459192.839201000	2459192.840845000	1.511489000	41.329100000	-19.968750000	70	11.125381000	61.352722000	4.873091000	9	16	24	0.455928000	1.191927000	0.193082000	0.242582000	0.110076000	0.122111000	0.000851000	0.002639000	0.000602000	0.000684000	0.000463000	0.000447000	535.849238000	451.582890000	320.680773000	354.545785000	237.733775000	272.907965000	699119.789288000	761.280714000	1229.210372000	817.625542000	1229.710372000	820.874458000	11.125412000	61.352632000	318748.497401000	254.469005000	483.086222000	659.816990000	16826.349609000	1252.602444000	62.297833000	854	3.990897000	5.864723000	6.154333000	5.575113000	18.989459000	0.984377000	152.292654000	826.230558000	152.792654000	812.269442000	11.152885000	61.355066000	380167.682047000	522.013928000	728.271147000	20707.355469000	1493.964588000	65.886895000	4.050169000	5.759019000	5.980797000	5.537241000	9.081065000	0.993449000	432.682756000	1168.108545000	433.182756000	470.391455000	11.145707000	61.417660000	113141.776730000	326.891364000	346.114304000	5960.155273000	444.619087000	64.388013000	4.044645000	5.789386000	6.037442000	5.541330000	19.415863000	0.987943000	2044.695362000	586.958047000	2045.195362000	1051.541953000	11.104682000	61.308854000	136485.253443000	348.169377000	392.008208000	7637.834473000	536.353154000	62.338342000	3.916113000	5.758372000	5.989889000	5.526855000	21.513759000	0.987940000	1242.818124000	343.357241000	1243.318124000	1295.142759000	11.125157000	61.265639000	69325.077068000	281.015846000	246.694548000	3786.093506000	272.430338000	58.950175000	4.068926000	5.949702000	6.271500000	5.627904000	18.480471000	0.981780000	1339.826994000	328.735549000	1340.326994000	1309.764451000	11.122692000	61.262818000	85370.467412000	298.685822000	285.820287000	4467.900879000	335.484738000	59.905752000	3.925416000	5.863537000	6.182377000	5.544697000	19.008803000	0.981056000	2459192.842334000	0.998223946	0.001863208
TIC_99869022-01-S001-R064-C001-B1-E-sG.fts	64	0	59192.840625000	2459192.840625000	2459192.840220000	2459192.840220000	2459192.841863000	1.506333000	41.503300000	-19.968750000	70	11.125381000	61.352722000	4.718318000	9	16	24	0.455971000	1.191447000	0.193758000	0.242840000	0.109409000	0.120886000	0.000851000	0.002636000	0.000603000	0.000684000	0.000462000	0.000444000	535.902551000	452.059197000	321.352573000	355.255932000	236.634228000	272.035793000	700551.514537000	761.987976000	1230.089045000	817.777038000	1230.589045000	820.722962000	11.125404000	61.352635000	319431.404530000	254.469005000	484.327042000	659.536588000	17640.976562000	1255.286099000	63.256116000	886	3.844069000	5.637684000	5.760184000	5.515184000	36.452340000	0.978166000	153.028671000	826.526671000	153.528671000	811.973329000	11.152851000	61.355076000	380876.141121000	522.086970000	729.526234000	20937.396484000	1496.748656000	66.011425000	3.852251000	5.602033000	5.802336000	5.401730000	25.294898000	0.987345000	433.407371000	1168.375851000	433.907371000	470.124149000	11.145682000	61.417674000	113705.979069000	327.772850000	346.904812000	6793.055176000	446.836262000	64.502036000	4.030939000	5.610927000	5.751762000	5.470092000	33.205732000	0.984282000	2045.560227000	587.232534000	2046.060227000	1051.267466000	11.104696000	61.308894000	136881.694888000	348.392029000	392.895599000	8080.480469000	537.911071000	62.329300000	3.927793000	5.603120000	5.732373000	5.473867000	32.770128000	0.987598000	1243.675726000	343.566715000	1244.175726000	1294.933285000	11.125148000	61.265647000	69087.699459000	281.493915000	245.432302000	4074.852051000	271.497503000	60.281921000	3.856284000	5.668620000	5.914036000	5.423203000	30.222308000	0.969301000	1340.671278000	328.931120000	1341.171278000	1309.568880000	11.122686000	61.262826000	84686.722544000	297.367318000	284.788265000	4906.560059000	332.797790000	59.603715000	3.925484000	5.657897000	5.882552000	5.433241000	30.698044000	0.972572000	2459192.843352000	0.998343375	0.001863255
TIC_99869022-01-S001-R065-C001-B1-E-sG.fts	65	0	59192.841829000	2459192.841829000	2459192.841424000	2459192.841424000	2459192.843067000	1.500259000	41.709000000	-19.937500000	70	11.125381000	61.352722000	4.549305000	9	16	24	0.457192000	1.200300000	0.191905000	0.241978000	0.109439000	0.121425000	0.000862000	0.002689000	0.000607000	0.000690000	0.000469000	0.000451000	530.318037000	446.400313000	316.142575000	350.863801000	233.288173000	269.201409000	687593.019785000	756.551430000	1228.596536000	817.560344000	1229.096536000	820.939656000	11.125394000	61.352650000	314362.158343000	254.469005000	481.403331000	653.012013000	19482.603516000	1235.365220000	63.214511000	875	3.733929000	5.529310000	5.695104000	5.363515000	32.776490000	0.979040000	151.395654000	826.300961000	151.895654000	812.199039000	11.152819000	61.355040000	375093.343252000	518.719060000	723.114634000	26261.222656000	1474.023696000	65.760308000	3.732708000	5.335773000	5.497184000	5.174363000	24.734799000	0.991348000	431.781118000	1168.118205000	432.281118000	470.381795000	11.145658000	61.417547000	110707.306728000	324.701259000	340.951270000	7128.910156000	435.052225000	65.033968000	3.720448000	5.375033000	5.542297000	5.207768000	29.310435000	0.985741000	2043.923127000	586.870681000	2044.423127000	1051.629319000	11.104707000	61.308986000	133965.853577000	345.329955000	387.935803000	8025.661621000	526.452538000	62.595639000	3.734544000	5.443121000	5.626465000	5.259778000	30.115549000	0.981632000	1242.148514000	343.236963000	1242.648514000	1295.263037000	11.125136000	61.265777000	67826.516227000	280.387085000	241.903140000	4345.137695000	266.541366000	60.012871000	3.976969000	5.555974000	5.743069000	5.368879000	32.588245000	0.974323000	1339.153102000	328.639008000	1339.653102000	1309.860992000	11.122676000	61.262971000	83491.173113000	296.226526000	281.849078000	5096.136719000	328.099578000	59.403581000	3.678913000	5.522620000	5.716625000	5.328615000	31.207659000	0.977036000	2459192.844556000	1.000378965	0.001886137
