pl_name,default_flag,soltype,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_imppar,pl_impparerr1,pl_impparerr2,pl_impparlim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_age,st_ageerr1,st_ageerr2,st_agelim,sy_jmag,sy_jmagerr1,sy_jmagerr2
Kepler-109 c,1,Published Confirmed,21.22265000,0.00002700,-0.00002700,0,0.154600,0.004200,-0.004200,0,8.20000,,,1,2.650,0.120,-0.120,0,0.236,0.011,-0.011,0,8.20000,,,1,0.02580,,,1,Mass,2.40000,,,1,0.098000,,,1,91.00,7.10,-7.10,0,859,16,-16,0,,,,,1.39,0.02,-0.02,0,1.09,0.09,-0.08,0,-0.020,0.065,-0.065,0,6.200,2.700,-2.200,0,11.3140000,0.0190000,-0.0190000
Kepler-1090 b,1,Published Confirmed,198.68017900,0.00217600,-0.00217600,0,,,,,,,,,2.250,0.210,-0.170,0,0.201,0.019,-0.015,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.82,0.07,-0.05,0,0.86,0.05,-0.05,0,-0.040,0.149,-0.165,0,4.370,6.130,-2.640,0,13.5960000,0.0230000,-0.0230000
Kepler-1090 c,1,Published Confirmed,42.42720032,,,0,,,,,,,,,3.293,,,0,0.294,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.01,0.16,-0.13,0,0.87,0.07,-0.04,0,0.180,0.150,-0.100,0,,,,0,13.5960000,0.0230000,-0.0230000
Kepler-1091 b,1,Published Confirmed,1.43474156,0.00000327,-0.00000327,0,,,,,,,,,1.460,0.360,-0.190,0,0.130,0.032,-0.017,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.03,0.25,-0.13,0,1.01,0.12,-0.08,0,0.000,0.134,-0.179,0,3.470,3.500,-1.800,0,13.4670000,0.0240000,-0.0240000
Kepler-1092 b,1,Published Confirmed,58.60179250,0.00060060,-0.00060060,0,,,,,,,,,2.070,0.370,-0.240,0,0.185,0.033,-0.021,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,0.18,-0.10,0,0.99,0.09,-0.07,0,-0.090,0.164,-0.195,0,3.800,3.020,-2.080,0,13.4990000,0.0270000,-0.0270000
Kepler-1093 b,1,Published Confirmed,25.08246260,0.00012110,-0.00012110,0,,,,,,,,,1.950,0.620,-0.250,0,0.174,0.055,-0.022,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.20,0.38,-0.15,0,1.13,0.14,-0.09,0,-0.010,0.132,-0.203,0,2.950,1.360,-1.260,0,12.8070000,0.0320000,-0.0320000
Kepler-1093 c,1,Published Confirmed,89.72229200,0.00108000,-0.00108000,0,,,,,,,,,1.960,0.720,-0.270,0,0.175,0.064,-0.024,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.20,0.38,-0.15,0,1.13,0.14,-0.09,0,-0.010,0.132,-0.203,0,2.950,1.360,-1.260,0,12.8070000,0.0320000,-0.0320000
Kepler-1094 b,1,Published Confirmed,78.10002310,0.00063880,-0.00063880,0,,,,,,,,,3.180,1.200,-0.460,0,0.284,0.107,-0.041,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.21,0.46,-0.17,0,1.14,0.16,-0.09,0,0.060,0.135,-0.148,0,3.090,1.420,-1.400,0,13.8430000,0.0240000,-0.0240000
Kepler-1095 b,1,Published Confirmed,4.27103091,0.00001480,-0.00001480,0,,,,,,,,,1.210,0.200,-0.120,0,0.108,0.018,-0.011,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.92,0.14,-0.09,0,0.94,0.07,-0.07,0,-0.090,0.158,-0.195,0,4.470,4.430,-2.710,0,13.3320000,0.0280000,-0.0280000
Kepler-1096 b,1,Published Confirmed,2.89221751,0.00000600,-0.00000600,0,,,,,,,,,1.240,0.370,-0.080,0,0.111,0.033,-0.007,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.63,0.02,-0.03,0,0.66,0.03,-0.03,0,-0.100,0.132,-0.098,0,3.800,5.300,-2.160,0,13.1750000,0.0250000,-0.0250000
Kepler-1097 b,1,Published Confirmed,187.74702900,0.00189400,-0.00189400,0,,,,,,,,,3.260,0.260,-0.260,0,0.291,0.023,-0.023,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.79,0.05,-0.05,0,0.82,0.04,-0.06,0,-0.110,0.170,-0.176,0,4.900,6.120,-3.100,0,13.8380000,0.0260000,-0.0260000
Kepler-1098 b,1,Published Confirmed,2.54307286,0.00000959,-0.00000959,0,,,,,,,,,1.300,0.240,-0.140,0,0.116,0.021,-0.012,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,0.18,-0.11,0,0.99,0.10,-0.07,0,-0.020,0.141,-0.173,0,3.980,3.150,-2.230,0,13.4790000,0.0220000,-0.0220000
Kepler-1099 b,1,Published Confirmed,2.16845259,0.00000280,-0.00000280,0,,,,,,,,,2.830,0.430,-0.510,0,0.252,0.038,-0.045,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,0.14,-0.08,0,1.01,0.05,-0.06,0,-0.020,0.143,-0.177,0,3.630,2.920,-1.960,0,14.0970000,0.0280000,-0.0280000
Kepler-11 b,1,Published Confirmed,10.30390000,0.00060000,-0.00100000,0,0.091000,0.001000,-0.001000,0,1.90000,1.40000,-1.00000,0,1.800,0.030,-0.050,0,0.161,0.003,-0.004,0,1.90000,1.40000,-1.00000,0,0.00600,0.00400,-0.00300,0,Mass,1.72000,1.25000,-0.91000,0,0.045000,0.068000,-0.042000,0,,,,,,,,,0.1160,0.0530,-0.1160,0,1.06,0.02,-0.02,0,0.96,0.03,-0.03,0,,,,,8.500,1.100,-1.400,0,12.5480000,0.0240000,-0.0240000
Kepler-11 c,1,Published Confirmed,13.02410000,0.00130000,-0.00080000,0,0.107000,0.001000,-0.001000,0,2.90000,2.90000,-1.60000,0,2.870,0.050,-0.060,0,0.256,0.004,-0.005,0,2.90000,2.90000,-1.60000,0,0.00900,0.00900,-0.00500,0,Mass,0.66000,0.66000,-0.35000,0,0.026000,0.063000,-0.013000,0,,,,,,,,,0.1560,0.0590,-0.1560,0,1.06,0.02,-0.02,0,0.96,0.03,-0.03,0,,,,,8.500,1.100,-1.400,0,12.5480000,0.0240000,-0.0240000
Kepler-11 d,1,Published Confirmed,22.68450000,0.00090000,-0.00090000,0,0.155000,0.001000,-0.001000,0,7.30000,0.80000,-1.50000,0,3.120,0.060,-0.070,0,0.278,0.005,-0.006,0,7.30000,0.80000,-1.50000,0,0.02300,0.00300,-0.00500,0,Mass,1.28000,0.14000,-0.27000,0,0.004000,0.007000,-0.002000,0,,,,,,,,,0.1810,0.0740,-0.0840,0,1.06,0.02,-0.02,0,0.96,0.03,-0.03,0,,,,,8.500,1.100,-1.400,0,12.5480000,0.0240000,-0.0240000
Kepler-11 e,1,Published Confirmed,31.99960000,0.00080000,-0.00120000,0,0.195000,0.002000,-0.002000,0,8.00000,1.50000,-2.10000,0,4.190,0.070,-0.090,0,0.374,0.006,-0.008,0,8.00000,1.50000,-2.10000,0,0.02500,0.00500,-0.00700,0,Mass,0.58000,0.11000,-0.16000,0,0.012000,0.006000,-0.006000,0,,,,,,,,,0.7630,0.0080,-0.0080,0,1.06,0.02,-0.02,0,0.96,0.03,-0.03,0,,,,,8.500,1.100,-1.400,0,12.5480000,0.0240000,-0.0240000
Kepler-11 f,1,Published Confirmed,46.68880000,0.00270000,-0.00320000,0,0.250000,0.002000,-0.002000,0,2.00000,0.80000,-0.90000,0,2.490,0.040,-0.070,0,0.222,0.004,-0.006,0,2.00000,0.80000,-0.90000,0,0.00600,0.00300,-0.00300,0,Mass,0.69000,0.29000,-0.32000,0,0.013000,0.011000,-0.009000,0,,,,,,,,,0.4630,0.0300,-0.0320,0,1.06,0.02,-0.02,0,0.96,0.03,-0.03,0,,,,,8.500,1.100,-1.400,0,12.5480000,0.0240000,-0.0240000
Kepler-11 g,1,Published Confirmed,118.38070000,0.00100000,-0.00060000,0,0.466000,0.004000,-0.004000,0,25.00000,,,1,3.330,0.060,-0.080,0,0.297,0.005,-0.007,0,25.00000,,,1,0.07900,,,1,Mass,4.00000,,,1,0.150000,,,1,,,,,,,,,0.2170,0.0920,-0.0870,0,1.06,0.02,-0.02,0,0.96,0.03,-0.03,0,,,,,8.500,1.100,-1.400,0,12.5480000,0.0240000,-0.0240000
Kepler-110 b,1,Published Confirmed,12.69111200,0.00003600,-0.00003600,0,0.107000,,,0,,,,,1.830,0.360,-0.360,0,0.163,0.032,-0.032,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.1300,0.2000,-0.2000,0,1.15,0.23,-0.23,0,,,,,,,,,,,,,11.9190000,0.0210000,-0.0210000
Kepler-110 c,1,Published Confirmed,31.71977500,0.00010400,-0.00010400,0,0.198000,,,0,,,,,2.210,0.440,-0.440,0,0.197,0.039,-0.039,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0100,0.2000,-0.2000,0,1.15,0.23,-0.23,0,,,,,,,,,,,,,11.9190000,0.0210000,-0.0210000
Kepler-1100 b,1,Published Confirmed,6.42200058,0.00002182,-0.00002182,0,,,,,,,,,1.750,0.820,-0.290,0,0.156,0.073,-0.026,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.34,0.63,-0.22,0,1.21,0.20,-0.11,0,0.050,0.135,-0.144,0,2.690,1.100,-0.966,0,12.7610000,0.0230000,-0.0230000
Kepler-1101 b,1,Published Confirmed,81.31510590,0.00056930,-0.00056930,0,,,,,,,,,2.470,0.370,-0.210,0,0.220,0.033,-0.019,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.91,0.13,-0.07,0,0.94,0.06,-0.06,0,-0.040,0.150,-0.178,0,4.270,4.540,-2.580,0,13.7930000,0.0220000,-0.0220000
Kepler-1102 b,1,Published Confirmed,51.32856230,0.00033260,-0.00033260,0,,,,,,,,,2.660,0.530,-0.230,0,0.237,0.047,-0.021,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.94,0.14,-0.07,0,0.96,0.05,-0.07,0,-0.080,0.162,-0.204,0,4.370,3.880,-2.610,0,13.8380000,0.0270000,-0.0270000
Kepler-1103 b,1,Published Confirmed,19.79191978,0.00009543,-0.00009543,0,,,,,,,,,2.270,0.610,-0.270,0,0.203,0.054,-0.024,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.15,0.31,-0.13,0,1.11,0.10,-0.08,0,-0.010,0.136,-0.183,0,3.310,1.450,-1.620,0,13.0940000,0.0240000,-0.0240000
Kepler-1104 b,1,Published Confirmed,5.03728015,0.00001378,-0.00001378,0,,,,,,,,,1.230,0.140,-0.100,0,0.110,0.012,-0.009,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.41,0.15,-0.10,0,1.30,0.06,-0.05,0,0.130,0.097,-0.099,0,2.040,0.576,-0.586,0,11.2150000,0.0210000,-0.0210000
Kepler-1105 b,1,Published Confirmed,4.42157218,0.00000977,-0.00000977,0,,,,,,,,,2.010,0.060,-0.250,0,0.179,0.005,-0.022,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.68,0.01,-0.02,0,0.71,0.02,-0.03,0,0.280,0.082,-0.109,0,8.710,3.910,-4.690,0,13.1470000,0.0270000,-0.0270000
Kepler-1106 b,1,Published Confirmed,1.25275217,0.00000215,-0.00000215,0,,,,,,,,,1.650,0.490,-0.230,0,0.147,0.044,-0.021,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.17,0.34,-0.16,0,1.11,0.14,-0.09,0,0.000,0.125,-0.171,0,3.090,1.730,-1.360,0,13.6000000,0.0250000,-0.0250000
Kepler-1107 b,1,Published Confirmed,0.57103852,0.00000042,-0.00000042,0,,,,,,,,,1.340,0.100,-0.080,0,0.120,0.009,-0.007,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.82,0.06,-0.04,0,0.86,0.04,-0.05,0,0.010,0.148,-0.162,0,4.470,6.030,-2.700,0,12.6830000,0.0230000,-0.0230000
Kepler-1108 b,1,Published Confirmed,4.51005748,0.00001330,-0.00001330,0,,,,,,,,,1.460,0.140,-0.110,0,0.130,0.012,-0.010,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.84,0.07,-0.06,0,0.88,0.05,-0.06,0,-0.090,0.158,-0.182,0,4.170,5.580,-2.570,0,13.6860000,0.0210000,-0.0210000
Kepler-1109 b,1,Published Confirmed,37.64673840,0.00021200,-0.00021200,0,,,,,,,,,2.190,0.440,-0.230,0,0.195,0.039,-0.021,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.06,0.21,-0.11,0,1.05,0.07,-0.07,0,0.040,0.141,-0.147,0,3.800,2.600,-2.110,0,13.0550000,0.0210000,-0.0210000
Kepler-111 b,1,Published Confirmed,3.34181500,0.00000600,-0.00000600,0,0.046000,,,0,,,,,1.580,0.200,-0.200,0,0.141,0.018,-0.018,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0100,0.1700,-0.1700,0,1.16,0.14,-0.14,0,,,,,,,,,,,,,12.4120000,0.0210000,-0.0210000
Kepler-111 c,1,Published Confirmed,224.78460800,0.00041100,-0.00041100,0,0.761000,,,0,,,,,7.300,0.910,-0.910,0,0.651,0.081,-0.081,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.7200,0.0300,-0.0300,0,1.16,0.14,-0.14,0,,,,,,,,,,,,,12.4120000,0.0210000,-0.0210000
Kepler-1110 b,1,Published Confirmed,9.69312032,0.00003024,-0.00003024,0,,,,,,,,,2.660,0.380,-0.260,0,0.237,0.034,-0.023,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.70,0.04,-0.05,0,0.73,0.05,-0.05,0,-0.160,0.185,-0.188,0,4.790,5.900,-2.860,0,14.3190000,0.0350000,-0.0350000
Kepler-1111 b,1,Published Confirmed,8.79617863,0.00002970,-0.00002970,0,,,,,,,,,2.000,0.540,-0.260,0,0.178,0.048,-0.023,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.15,0.31,-0.15,0,1.10,0.13,-0.09,0,0.020,0.136,-0.170,0,3.160,1.680,-1.400,0,13.6000000,0.0230000,-0.0230000
Kepler-1112 b,1,Published Confirmed,14.36267939,0.00005701,-0.00005701,0,,,,,,,,,3.020,1.280,-0.520,0,0.269,0.114,-0.046,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.54,0.65,-0.26,0,1.34,0.21,-0.13,0,0.040,0.125,-0.153,0,2.090,0.633,-0.493,0,13.6880000,0.0260000,-0.0260000
Kepler-1113 b,1,Published Confirmed,42.30049540,0.00020920,-0.00020920,0,,,,,,,,,2.810,1.130,-0.360,0,0.251,0.101,-0.032,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.17,0.47,-0.14,0,1.12,0.13,-0.07,0,0.180,0.146,-0.157,0,3.550,1.520,-1.820,0,13.5520000,0.0310000,-0.0310000
Kepler-1114 b,1,Published Confirmed,14.97435694,0.00005221,-0.00005221,0,,,,,,,,,1.350,0.080,-0.070,0,0.120,0.007,-0.006,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.83,0.04,-0.03,0,0.87,0.04,-0.04,0,-0.080,0.108,-0.119,0,4.270,3.770,-2.450,0,12.4380000,0.0270000,-0.0270000
Kepler-1115 b,1,Published Confirmed,23.55407250,0.00013560,-0.00013560,0,,,,,,,,,1.700,0.290,-0.200,0,0.152,0.026,-0.018,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.73,0.29,-0.20,0,1.60,0.10,-0.10,0,-0.510,0.106,-0.121,0,1.120,0.130,-0.082,0,11.5660000,0.0200000,-0.0200000
Kepler-1116 b,1,Published Confirmed,41.69778270,0.00020040,-0.00020040,0,,,,,,,,,2.540,0.540,-0.220,0,0.227,0.048,-0.020,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.93,0.20,-0.08,0,0.95,0.05,-0.06,0,0.010,0.139,-0.178,0,4.900,4.560,-3.110,0,13.9740000,0.0250000,-0.0250000
