pl_name,default_flag,soltype,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,pl_massj,pl_massjerr1,pl_massjerr2,pl_massjlim,pl_bmassprov,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_imppar,pl_impparerr1,pl_impparerr2,pl_impparlim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_lum,st_lumerr1,st_lumerr2,st_lumlim,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_age,st_ageerr1,st_ageerr2,st_agelim,st_rotp,st_rotperr1,st_rotperr2,st_rotplim,sy_dist,sy_disterr1,sy_disterr2,sy_jmag,sy_jmagerr1,sy_jmagerr2
HD 3167 b,1,Published Confirmed,0.95964100,0.00001100,-0.00001100,0,0.017960,0.000370,-0.000310,0,1.670,0.170,-0.100,0,0.149,0.015,-0.009,0,4.97000,0.24000,-0.23000,0,0.01564,0.00076,-0.00072,0,Mass,5.60000,1.20000,-1.30000,0,0.000000,,,0,1650.00,110.00,-110.00,0,1774,29,-29,0,83.400,4.600,-7.700,0,,,,,5261.00,60.00,-60.00,0,0.88,0.01,-0.01,0,0.84,0.05,-0.04,0,0.040,0.050,-0.050,0,,,,,,,,,7.800,4.300,-4.300,0,,,,,47.2899000,0.1485000,-0.1475000,7.5480000,0.0320000,-0.0320000
HD 3167 c,1,Published Confirmed,29.84540000,0.00120000,-0.00120000,0,0.177600,0.003700,-0.003100,0,3.000,0.450,-0.210,0,0.268,0.040,-0.019,0,11.13000,0.78000,-0.74000,0,0.03502,0.00245,-0.00233,0,Mass,2.11000,0.51000,-0.69000,0,0.060000,,,1,16.90,1.10,-1.10,0,564,9,-9,0,89.300,0.500,-1.000,0,,,,,5261.00,60.00,-60.00,0,0.88,0.01,-0.01,0,0.84,0.05,-0.04,0,0.040,0.050,-0.050,0,,,,,,,,,7.800,4.300,-4.300,0,,,,,47.2899000,0.1485000,-0.1475000,7.5480000,0.0320000,-0.0320000
HD 332231 b,1,Published Confirmed,18.71204000,0.00043000,-0.00043000,0,0.143600,0.003200,-0.003300,0,9.718,0.303,-0.280,0,0.867,0.027,-0.025,0,77.55052,6.67443,-6.67443,0,0.24400,0.02100,-0.02100,0,Mass,0.46400,0.05400,-0.05200,0,0.032000,0.030000,-0.022000,0,98.09,8.08,-7.20,0,876,17,-17,0,89.680,0.220,-0.280,0,0.1330,0.1200,-0.0920,0,6089.00,97.00,-96.00,0,1.28,0.04,-0.04,0,1.13,0.08,-0.08,0,0.036,0.059,-0.058,0,0.305,0.039,-0.041,0,4.28,0.03,-0.03,0,4.300,2.500,-1.900,0,,,,,80.6665000,0.1917000,-0.1908000,7.5090000,0.0270000,-0.0270000
HD 5278 b,1,Published Confirmed,14.33915600,0.00004900,-0.00004700,0,0.120200,0.001300,-0.001300,0,2.450,0.050,-0.050,0,0.219,0.004,-0.004,0,7.80000,1.50000,-1.40000,0,0.02454,0.00472,-0.00440,0,Mass,2.90000,0.60000,-0.50000,0,0.080000,0.090000,-0.050000,0,132.00,5.00,-5.00,0,943,13,-13,0,89.270,0.470,-0.480,0,0.2700,0.1700,-0.1800,0,6203.00,64.00,-64.00,0,1.19,0.02,-0.02,0,1.13,0.04,-0.04,0,-0.120,0.040,-0.040,0,0.280,0.015,-0.012,0,4.50,0.11,-0.11,0,3.000,1.100,-1.100,0,16.80,,,1,57.5846000,0.0947000,-0.0943000,6.9490000,0.0270000,-0.0270000
HD 63935 b,1,Published Confirmed,9.05881100,0.00001700,-0.00001600,0,,,,,2.990,0.140,-0.140,0,0.267,0.012,-0.012,0,10.80000,1.80000,-1.80000,0,0.03398,0.00566,-0.00566,0,Mass,2.20000,0.50000,-0.50000,0,0.000000,,,0,115.60,4.60,-4.60,0,911,27,-27,0,88.490,0.002,-0.002,0,0.4900,0.0200,-0.0200,0,5534.00,100.00,-100.00,0,0.96,0.04,-0.04,0,0.93,0.05,-0.05,0,0.070,0.060,-0.060,0,-0.098,0.001,-0.001,0,4.38,0.10,-0.10,0,6.800,1.800,-1.900,0,,,,,48.9739000,0.1057000,-0.1053000,7.3040000,0.0240000,-0.0240000
HD 63935 c,1,Published Confirmed,21.40230000,0.00189000,-0.00194000,0,,,,,2.900,0.130,-0.130,0,0.259,0.012,-0.012,0,11.10000,2.40000,-2.40000,0,0.03492,0.00755,-0.00755,0,Mass,2.50000,0.60000,-0.60000,0,0.000000,,,0,36.70,1.40,-1.40,0,684,21,-21,0,88.241,0.001,-0.001,0,0.3000,0.0300,-0.0400,0,5534.00,100.00,-100.00,0,0.96,0.04,-0.04,0,0.93,0.05,-0.05,0,0.070,0.060,-0.060,0,-0.098,0.001,-0.001,0,4.38,0.10,-0.10,0,6.800,1.800,-1.900,0,,,,,48.9739000,0.1057000,-0.1053000,7.3040000,0.0240000,-0.0240000
HD 73583 c,1,Published Confirmed,18.87974000,0.00086000,-0.00074000,0,0.124200,0.005500,-0.005400,0,2.390,0.100,-0.090,0,0.213,0.009,-0.008,0,9.70000,1.80000,-1.70000,0,0.03052,0.00566,-0.00535,0,Mass,3.88000,0.91000,-0.80000,0,0.080000,0.110000,-0.060000,0,10.20,1.20,-1.10,0,498,15,-15,0,89.720,0.200,-0.270,0,0.2100,0.2300,-0.1500,0,4511.00,110.00,-110.00,0,0.65,0.02,-0.02,0,0.73,0.02,-0.02,0,0.000,0.090,-0.090,0,,,,,4.62,0.12,-0.12,0,0.480,0.190,-0.190,0,12.20,0.20,-0.20,0,31.5666000,0.0321000,-0.0320000,7.6490000,0.0260000,-0.0260000
HD 80606 b,1,Published Confirmed,111.43670000,0.00040000,-0.00040000,0,,,,,11.994,0.336,-0.336,0,1.070,0.030,-0.030,0,1392.09540,235.19420,-235.19420,0,4.38000,0.74000,-0.74000,0,Mass,,,,,0.930000,0.000000,0.000000,0,,,,,,,,,89.290,0.020,-0.020,0,,,,,5561.00,24.00,-24.00,0,1.04,0.02,-0.02,0,1.15,0.27,-0.27,0,0.350,,,0,,,,,4.42,0.02,-0.02,0,,,,,,,,,66.4711000,0.1612000,-0.1604000,7.7020000,0.0300000,-0.0300000
HD 80653 b,1,Published Confirmed,0.71957300,0.00002100,-0.00002100,0,0.016610,0.000190,-0.000190,0,1.613,0.071,-0.071,0,0.144,0.006,-0.006,0,5.72000,0.36000,-0.35000,0,0.01800,0.00113,-0.00110,0,Mass,7.47000,1.20000,-1.00000,0,0.000000,,,0,6130.00,310.00,-310.00,0,2463,30,-30,0,82.100,2.400,-2.400,0,,,,,5959.00,61.00,-61.00,0,1.22,0.01,-0.01,0,1.18,0.04,-0.04,0,0.255,0.065,-0.065,0,,,,,,,,,2.670,1.200,-1.200,0,19.55,0.57,-0.50,0,109.8600000,0.8110000,-0.8000000,8.3150000,0.0230000,-0.0230000
HD 86226 c,1,Published Confirmed,3.98442000,0.00018000,-0.00018000,0,0.049000,0.001000,-0.001000,0,2.160,0.080,-0.080,0,0.193,0.007,-0.007,0,7.25000,1.19000,-1.12000,0,0.02281,0.00374,-0.00352,0,Mass,3.97000,0.78000,-0.73000,0,0.075000,0.065000,-0.048000,0,,,,,1311,28,-28,0,86.450,0.260,-0.160,0,0.6300,0.0600,-0.0800,0,5863.00,88.00,-88.00,0,1.05,0.03,-0.03,0,1.02,0.06,-0.07,0,0.018,0.057,-0.043,0,0.072,0.013,-0.011,0,4.40,0.03,-0.03,0,4.600,3.700,-2.700,0,,,,,45.6830000,0.1053000,-0.1048000,6.8390000,0.0190000,-0.0190000
HD 89345 b,1,Published Confirmed,11.81430000,0.00020000,-0.00020000,0,0.106600,0.001200,-0.001400,0,7.398,0.314,-0.336,0,0.660,0.028,-0.030,0,34.96130,5.40311,-5.72094,0,0.11000,0.01700,-0.01800,0,Mass,0.47100,0.09400,-0.08400,0,0.220000,0.095000,-0.130000,0,,,,,1089,15,-16,0,87.210,0.430,-0.220,0,0.6450,0.0890,-0.1500,0,5576.00,73.00,-76.00,0,1.75,0.05,-0.05,0,1.16,0.04,-0.04,0,0.421,0.046,-0.054,0,0.425,0.024,-0.027,0,4.02,0.03,-0.03,0,7.530,1.300,-0.990,0,,,,,132.3450000,0.8080000,-0.7990000,8.0910000,0.0200000,-0.0200000
HD 93963 A b,1,Published Confirmed,1.03913530,0.00000490,-0.00000490,0,0.020850,0.000370,-0.000370,0,1.350,0.042,-0.042,0,0.120,0.004,-0.004,0,7.80000,3.20000,-3.20000,0,0.02454,0.01007,-0.01007,0,Mass,,,,,,,,,2898.00,157.00,-147.00,0,2042,27,-27,0,86.210,1.690,-1.140,0,0.2840,0.0810,-0.1260,0,5987.00,64.00,-64.00,0,1.04,0.01,-0.01,0,1.11,0.04,-0.04,0,0.100,0.040,-0.040,0,0.098,0.020,-0.021,0,4.49,0.11,-0.11,0,1.400,0.800,-0.400,0,12.80,1.80,-1.80,0,82.3432000,0.3932000,-0.3896000,8.1080000,0.0340000,-0.0340000
HD 93963 A c,1,Published Confirmed,3.64513980,0.00001060,-0.00001420,0,0.048130,0.000850,-0.000850,0,3.228,0.059,-0.059,0,0.288,0.005,-0.005,0,19.20000,4.10000,-4.10000,0,0.06041,0.01290,-0.01290,0,Mass,,,,,,,,,543.80,29.40,-27.60,0,1344,18,-18,0,86.310,0.190,-0.190,0,0.6400,0.0260,-0.0260,0,5987.00,64.00,-64.00,0,1.04,0.01,-0.01,0,1.11,0.04,-0.04,0,0.100,0.040,-0.040,0,0.098,0.020,-0.021,0,4.49,0.11,-0.11,0,1.400,0.800,-0.400,0,12.80,1.80,-1.80,0,82.3432000,0.3932000,-0.3896000,8.1080000,0.0340000,-0.0340000
HD 95338 b,1,Published Confirmed,55.08700000,0.02000000,-0.02000000,0,0.262000,0.002000,-0.002000,0,3.890,0.190,-0.200,0,0.347,0.017,-0.018,0,42.44000,2.22000,-2.08000,0,0.13353,0.00698,-0.00654,0,Mass,3.98000,0.62000,-0.64000,0,0.197000,0.029000,-0.024000,0,7.42,0.22,-0.22,0,385,17,-17,0,89.570,0.090,-0.050,0,0.4300,0.0700,-0.1130,0,5212.00,16.00,-11.00,0,0.87,0.04,-0.04,0,0.83,0.02,-0.02,0,0.040,0.100,-0.100,0,-0.310,0.009,-0.009,0,4.54,0.21,-0.21,0,5.080,2.510,-2.510,0,,,,,36.9941000,0.0689000,-0.0687000,7.0990000,0.0240000,-0.0240000
HD 97658 b,1,Published Confirmed,9.48971160,0.00000080,-0.00000080,0,,,,,2.120,0.060,-0.060,0,0.189,0.005,-0.005,0,8.30000,1.10000,-1.10000,0,0.02611,0.00346,-0.00346,0,Mass,4.80000,0.70000,-0.70000,0,0.050000,0.040000,-0.030000,0,,,,,751,12,-12,0,89.050,0.410,-0.240,0,0.3900,0.1100,-0.1800,0,5212.00,43.00,-43.00,0,0.73,0.01,-0.01,0,0.85,0.08,-0.08,0,-0.230,0.030,-0.030,0,-0.455,0.009,-0.009,0,4.64,0.04,-0.04,0,3.900,2.600,-2.030,0,,,,,21.5618000,0.0254000,-0.0253000,6.2030000,0.0230000,-0.0230000
HIP 116454 b,1,Published Confirmed,9.09490000,0.00260000,-0.00260000,0,0.077650,0.000930,-0.000930,0,2.530,0.180,-0.180,0,0.226,0.016,-0.016,0,10.10000,1.20000,-1.10000,0,0.03178,0.00378,-0.00346,0,Mass,3.41000,0.94000,-0.72000,0,0.089000,,,1,51.40,4.30,-4.30,0,745,15,-15,0,88.430,0.400,-0.400,0,,,,,5089.00,50.00,-50.00,0,0.72,0.02,-0.02,0,0.76,0.03,-0.03,0,-0.160,0.080,-0.080,0,,,,,,,,,,,,,,,,,62.4491000,0.1831000,-0.1820000,8.6040000,0.0210000,-0.0210000
HIP 29442 b,1,Published Confirmed,13.63083000,0.00003000,-0.00003000,0,0.107000,0.001600,-0.001600,0,3.480,0.070,-0.080,0,0.310,0.006,-0.007,0,9.60000,0.80000,-0.80000,0,0.03020,0.00252,-0.00252,0,Mass,1.30000,0.20000,-0.20000,0,,,,,61.00,3.00,-3.00,0,777,18,-18,0,89.300,0.400,-0.300,0,,,,,5289.00,69.00,-69.00,0,0.98,0.03,-0.03,0,0.89,0.04,-0.04,0,0.240,0.050,-0.050,0,-0.155,0.018,-0.019,0,4.39,0.03,-0.03,0,11.700,3.700,-3.800,0,40.00,2.70,-2.40,0,68.1920000,0.1772000,-0.1763000,8.0560000,0.0290000,-0.0290000
HIP 29442 c,1,Published Confirmed,3.53796000,0.00003000,-0.00003000,0,0.043600,0.000600,-0.000700,0,1.580,0.100,-0.110,0,0.141,0.009,-0.010,0,4.50000,0.30000,-0.30000,0,0.01416,0.00094,-0.00094,0,Mass,6.30000,1.70000,-1.30000,0,,,,,373.00,19.00,-19.00,0,1217,29,-29,0,86.300,0.800,-0.600,0,,,,,5289.00,69.00,-69.00,0,0.98,0.03,-0.03,0,0.89,0.04,-0.04,0,0.240,0.050,-0.050,0,-0.155,0.018,-0.019,0,4.39,0.03,-0.03,0,11.700,3.700,-3.800,0,40.00,2.70,-2.40,0,68.1920000,0.1772000,-0.1763000,8.0560000,0.0290000,-0.0290000
HIP 29442 d,1,Published Confirmed,6.42975000,0.00009000,-0.00010000,0,0.064900,0.000900,-0.001000,0,1.370,0.110,-0.110,0,0.122,0.010,-0.010,0,5.10000,0.40000,-0.40000,0,0.01605,0.00126,-0.00126,0,Mass,11.00000,3.40000,-2.40000,0,,,,,167.00,9.00,-9.00,0,998,24,-24,0,88.900,0.700,-0.800,0,,,,,5289.00,69.00,-69.00,0,0.98,0.03,-0.03,0,0.89,0.04,-0.04,0,0.240,0.050,-0.050,0,-0.155,0.018,-0.019,0,4.39,0.03,-0.03,0,11.700,3.700,-3.800,0,40.00,2.70,-2.40,0,68.1920000,0.1772000,-0.1763000,8.0560000,0.0290000,-0.0290000
HIP 65 A b,1,Published Confirmed,0.98097340,0.00000310,-0.00000310,0,0.017820,0.000200,-0.000210,0,22.754,6.837,-5.492,0,2.030,0.610,-0.490,0,1021.18779,24.79074,-24.79074,0,3.21300,0.07800,-0.07800,0,Mass,0.48000,0.61000,-0.26000,0,0.000000,,,0,661.00,28.00,-29.00,0,1411,15,-15,0,77.180,0.920,-1.000,0,1.1690,0.0950,-0.0770,0,4590.00,49.00,-49.00,0,0.72,0.01,-0.01,0,0.78,0.03,-0.03,0,0.180,0.080,-0.080,0,-0.678,0.016,-0.018,0,4.61,0.01,-0.01,0,4.100,4.300,-2.800,0,13.20,1.90,-1.40,0,61.7856000,0.0806000,-0.0804000,8.9220000,0.0190000,-0.0190000
HIP 75056 A b,1,Published Confirmed,47000.00000000,30000.00000000,-30000.00000000,0,30.000000,15.000000,-15.000000,0,22.418,5.604,-5.604,0,2.000,0.500,-0.500,0,7945.71018,1589.14204,-1589.14204,0,25.00000,5.00000,-5.00000,0,Mass,,,,,0.500000,0.200000,-0.200000,0,,,,,2300,300,-300,0,23.000,11.000,-11.000,0,,,,,,,,,,,,,1.92,,,0,,,,,,,,,,,,,0.012,,,0,,,,,125.2120000,2.0750000,-2.0100000,7.3780000,0.0230000,-0.0230000
HIP 94235 b,1,Published Confirmed,7.71305700,0.00002100,-0.00002100,0,0.078700,0.000560,-0.000170,0,3.000,0.320,-0.280,0,0.268,0.029,-0.025,0,379.00000,,,1,1.19247,,,1,Mass,,,,,0.320000,0.200000,-0.200000,0,,,,,1060,50,-50,0,87.140,0.160,-0.170,0,,,,,5991.00,50.00,-50.00,0,1.08,0.11,-0.10,0,1.09,0.02,-0.01,0,0.000,,,0,,,,,4.46,0.05,-0.05,0,0.118,0.018,-0.016,0,2.24,0.11,-0.11,0,58.5146000,0.1263000,-0.1258000,7.2010000,0.0230000,-0.0230000
HIP 9618 b,1,Published Confirmed,20.77290700,0.00002300,-0.00002300,0,0.143800,0.002500,-0.003700,0,3.900,0.044,-0.044,0,0.348,0.004,-0.004,0,10.00000,3.10000,-3.10000,0,0.03146,0.00975,-0.00975,0,Mass,,,,,0.220000,0.250000,-0.150000,0,40.30,2.30,-1.50,0,663,9,-6,0,,,,,,,,,5609.00,33.00,-33.00,0,0.97,0.01,-0.01,0,1.02,0.04,-0.08,0,,,,,,,,,4.45,0.02,-0.03,0,,,,,,,,,67.5478000,0.1566000,-0.1559000,7.9220000,0.0210000,-0.0210000
HIP 9618 c,1,Published Confirmed,52.56349100,0.00007200,-0.00007200,0,0.266900,0.004600,-0.006900,0,3.343,0.039,-0.039,0,0.298,0.003,-0.003,0,18.30000,1.70000,-1.70000,1,0.05758,0.00535,-0.00535,1,Mass,,,,,0.230000,0.250000,-0.160000,0,11.70,0.65,-0.40,0,487,7,-5,0,,,,,,,,,5609.00,33.00,-33.00,0,0.97,0.01,-0.01,0,1.02,0.04,-0.08,0,,,,,,,,,4.45,0.02,-0.03,0,,,,,,,,,67.5478000,0.1566000,-0.1559000,7.9220000,0.0210000,-0.0210000
HIP 97166 b,1,Published Confirmed,10.28891000,0.00004000,-0.00004000,0,0.089000,0.001000,-0.001000,0,2.740,0.130,-0.130,0,0.244,0.012,-0.012,0,20.00000,1.50000,-1.50000,0,0.06293,0.00472,-0.00472,0,Mass,5.30000,0.90000,-0.90000,0,0.160000,0.030000,-0.030000,0,,,,,757,25,-25,0,,,,,0.8360,0.0270,-0.0270,0,5198.00,100.00,-100.00,0,0.84,0.04,-0.04,0,0.90,0.05,-0.05,0,0.270,0.090,-0.090,0,,,,,4.41,0.10,-0.10,0,3.330,3.280,-3.280,0,,,,,65.9501000,0.1014000,-0.1012000,8.3860000,0.0210000,-0.0210000
HR 8799 b,1,Published Confirmed,170000.00000000,,,0,68.000000,,,0,13.000,1.000,-1.000,0,1.200,0.100,-0.100,0,2000.00000,1000.00000,-600.00000,0,7.00000,4.00000,-2.00000,0,Mass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.50,0.30,-0.30,0,-0.470,,,0,0.692,0.035,-0.038,0,,,,,0.060,0.100,-0.030,0,,,,,41.2441000,0.1515000,-0.1505000,5.3830000,0.0270000,-0.0270000
HR 8799 c,1,Published Confirmed,69000.00000000,,,0,38.000000,,,0,13.000,1.000,0.000,0,1.200,0.100,0.000,0,3000.00000,1000.00000,-1000.00000,0,10.00000,3.00000,-3.00000,0,Mass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.50,0.30,-0.30,0,-0.470,,,0,0.692,0.035,-0.038,0,,,,,0.060,0.100,-0.030,0,,,,,41.2441000,0.1515000,-0.1505000,5.3830000,0.0270000,-0.0270000
HR 8799 d,1,Published Confirmed,37000.00000000,,,0,24.000000,,,0,13.000,1.000,0.000,0,1.200,0.100,0.000,0,3000.00000,1000.00000,-1000.00000,0,10.00000,3.00000,-3.00000,0,Mass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.50,0.30,-0.30,0,-0.470,,,0,0.692,0.035,-0.038,0,,,,,0.060,0.100,-0.030,0,,,,,41.2441000,0.1515000,-0.1505000,5.3830000,0.0270000,-0.0270000
K2-10 b,1,Published Confirmed,19.30440000,0.00120000,-0.00120000,0,,,,,3.840,0.350,-0.340,0,0.343,0.031,-0.030,0,27.00000,17.00000,-16.00000,0,0.08495,0.05349,-0.05034,0,Mass,2.60000,2.10000,-1.60000,0,0.310000,0.160000,-0.180000,0,,,,,,,,,,,,,0.4000,0.2700,-0.2700,0,5620.00,70.00,-70.00,0,0.98,0.08,-0.08,0,0.92,0.05,-0.05,0,-0.070,0.070,-0.070,0,,,,,4.50,0.08,-0.08,0,,,,,,,,,272.3600000,3.1120000,-3.0440000,11.0590000,0.0230000,-0.0230000
K2-100 b,1,Published Confirmed,1.67390350,0.00000040,-0.00000040,0,0.030100,0.001400,-0.001400,0,3.880,0.160,-0.160,0,0.346,0.014,-0.014,0,21.80000,6.20000,-6.20000,0,0.06859,0.01951,-0.01951,0,Mass,2.04000,0.66000,-0.61000,0,0.000000,,,0,1915.00,178.00,-165.00,0,1841,41,-41,0,81.270,0.370,-0.370,0,0.7910,0.0140,-0.0140,0,5945.00,110.00,-110.00,0,1.24,0.05,-0.05,0,1.15,0.05,-0.05,0,0.220,0.090,-0.090,0,,,,,4.33,0.10,-0.10,0,0.750,0.004,-0.007,0,,,,,188.9590000,2.4710000,-2.4100000,9.4630000,0.0260000,-0.0260000
K2-110 b,1,Published Confirmed,13.86375000,0.00026000,-0.00026000,0,0.102070,0.000830,-0.000830,0,2.592,0.098,-0.097,0,0.231,0.009,-0.009,0,15.90000,2.70000,-2.70000,0,0.05003,0.00850,-0.00850,0,Mass,5.02000,1.10000,-0.98000,0,0.130000,,,1,27.70,2.00,-2.00,0,638,11,-11,0,89.350,0.410,-0.240,0,,,,,5010.00,50.00,-50.00,0,0.71,0.02,-0.02,0,0.74,0.02,-0.02,0,-0.340,0.030,-0.030,0,,,,,,,,,8.000,3.000,-3.000,0,,,,,116.4740000,0.4310000,-0.4270000,10.1840000,0.0220000,-0.0220000
K2-111 b,1,Published Confirmed,5.35180000,0.00040000,-0.00040000,0,0.056500,0.000450,-0.000450,0,1.820,0.110,-0.090,0,0.162,0.010,-0.008,0,5.58000,0.74000,-0.73000,0,0.01756,0.00233,-0.00230,0,Mass,5.00000,1.10000,-1.00000,0,0.100000,,,1,490.00,30.00,-30.00,0,1309,19,-19,0,86.430,0.370,-0.210,0,,,,,5775.00,70.00,-70.00,0,1.25,0.02,-0.02,0,0.84,0.02,-0.02,0,-0.460,0.050,-0.050,0,,,,,,,,,13.500,0.400,-0.900,0,,,,,200.3940000,2.7630000,-2.6900000,9.7680000,0.0230000,-0.0230000
K2-114 b,1,Published Confirmed,11.39093110,0.00000340,-0.00000340,0,0.094300,0.001400,-0.001200,0,10.447,0.347,-0.347,0,0.932,0.031,-0.031,0,638.83510,38.13941,-38.13941,0,2.01000,0.12000,-0.12000,0,Mass,3.08000,0.37000,-0.33000,0,0.081000,0.031000,-0.030000,0,40.00,3.30,-3.10,0,701,14,-14,0,89.210,0.220,-0.140,0,0.3610,0.0670,-0.1000,0,4920.00,68.00,-69.00,0,0.82,0.02,-0.02,0,0.86,0.04,-0.03,0,0.410,0.036,-0.037,0,-0.445,0.037,-0.038,0,4.54,0.03,-0.03,0,7.200,4.300,-4.500,0,,,,,475.7580000,8.2520000,-7.9800000,12.8350000,0.0240000,-0.0240000
K2-12 b,1,Published Confirmed,8.28246000,0.00052000,-0.00052000,0,0.079200,0.001600,-0.001300,0,2.440,0.300,-0.140,0,0.218,0.027,-0.012,0,5.20000,,,1,0.01636,,,1,Mass,1.60000,,,1,0.500000,,,1,185.00,12.00,-12.00,0,1026,15,-15,0,87.600,1.800,-5.400,0,,,,,5672.00,63.00,-63.00,0,1.12,0.01,-0.01,0,0.96,0.06,-0.05,0,0.000,0.070,-0.070,0,,,,,,,,,8.900,3.000,-3.300,0,,,,,326.3810000,6.2820000,-6.0530000,10.9830000,0.0230000,-0.0230000
K2-131 b,1,Published Confirmed,0.36930380,0.00000910,-0.00000910,0,0.009360,0.000140,-0.000140,0,1.690,0.085,-0.058,0,0.151,0.008,-0.005,0,7.90000,1.30000,-1.30000,0,0.02486,0.00409,-0.00409,0,Mass,8.80000,1.90000,-1.70000,0,0.000000,,,0,4070.00,280.00,-280.00,0,2223,37,-37,0,85.000,9.000,-10.000,0,,,,,5120.00,71.00,-71.00,0,0.76,0.01,-0.01,0,0.80,0.03,-0.03,0,-0.040,0.070,-0.070,0,,,,,,,,,5.300,4.900,-3.700,0,9.19,0.07,-0.07,0,152.5090000,1.0790000,-1.0630000,10.5700000,0.0260000,-0.0260000
K2-132 b,1,Published Confirmed,9.17510000,0.00230000,-0.00270000,0,,,,,14.572,0.785,-0.785,0,1.300,0.070,-0.070,0,155.73670,19.06980,-19.06980,0,0.49000,0.06000,-0.06000,0,Mass,,,,,,,,0,,,,,,,,,,,,,0.8480,0.0070,-0.0080,0,4840.00,90.00,-90.00,0,3.85,0.13,-0.13,0,1.08,0.08,-0.08,0,-0.010,0.080,-0.080,0,,,,,3.30,0.01,-0.01,0,8.500,4.500,-2.800,0,,,,,609.8180000,17.9420000,-16.9620000,10.1530000,0.0220000,-0.0220000
K2-136 b,1,Published Confirmed,7.97520000,0.00079000,-0.00079000,0,0.070700,0.001200,-0.001200,0,1.014,0.050,-0.049,0,0.090,0.004,-0.004,0,4.30000,,,1,0.01353,,,1,Mass,24.00000,,,1,0.140000,0.120000,-0.110000,0,33.50,1.60,-1.50,0,610,,,0,,,,,0.2200,0.1500,-0.1400,0,4500.00,125.00,-75.00,0,0.68,0.03,-0.03,0,0.74,0.04,-0.04,0,-0.020,0.080,-0.080,0,-0.777,0.014,-0.013,0,4.68,0.10,-0.10,0,0.650,0.070,-0.070,0,,,,,59.2474000,0.1877000,-0.1865000,9.0960000,0.0220000,-0.0220000
K2-136 c,1,Published Confirmed,17.30713000,0.00027000,-0.00027000,0,0.118500,0.002000,-0.002100,0,3.000,0.130,-0.130,0,0.268,0.012,-0.012,0,18.10000,1.90000,-1.80000,0,0.05695,0.00598,-0.00566,0,Mass,3.69000,0.67000,-0.56000,0,0.047000,0.062000,-0.034000,0,11.91,0.57,-0.53,0,470,,,0,,,,,0.3100,0.1100,-0.1400,0,4500.00,125.00,-75.00,0,0.68,0.03,-0.03,0,0.74,0.04,-0.04,0,-0.020,0.080,-0.080,0,-0.777,0.014,-0.013,0,4.68,0.10,-0.10,0,0.650,0.070,-0.070,0,,,,,59.2474000,0.1877000,-0.1865000,9.0960000,0.0220000,-0.0220000
K2-136 d,1,Published Confirmed,25.57500000,0.00240000,-0.00230000,0,0.153800,0.002600,-0.002700,0,1.565,0.077,-0.076,0,0.140,0.007,-0.007,0,3.00000,,,1,0.00944,,,1,Mass,4.30000,,,1,0.071000,0.063000,-0.049000,0,7.07,0.34,-0.32,0,420,,,0,,,,,0.6770,0.0420,-0.0490,0,4500.00,125.00,-75.00,0,0.68,0.03,-0.03,0,0.74,0.04,-0.04,0,-0.020,0.080,-0.080,0,-0.777,0.014,-0.013,0,4.68,0.10,-0.10,0,0.650,0.070,-0.070,0,,,,,59.2474000,0.1877000,-0.1865000,9.0960000,0.0220000,-0.0220000
K2-138 b,1,Published Confirmed,2.35309000,0.00022000,-0.00022000,0,0.033850,0.000230,-0.000290,0,1.510,0.110,-0.084,0,0.135,0.010,-0.007,0,3.10000,1.05000,-1.05000,0,0.00975,0.00330,-0.00330,0,Mass,4.90000,2.00000,-1.70000,0,0.048000,0.054000,-0.033000,0,,,,,,,,,87.200,1.200,-1.000,0,0.4190,0.1640,-0.1810,0,5356.30,41.80,-13.10,0,0.86,0.03,-0.02,0,0.94,0.02,-0.02,0,0.140,0.040,-0.040,0,,,,,4.54,0.02,-0.04,0,2.800,3.800,-1.700,0,,,,,202.5850000,2.0280000,-1.9890000,10.7560000,0.0210000,-0.0210000
