pl_name,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_imppar,pl_impparerr1,pl_impparerr2,pl_impparlim,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,pl_ratrorlim,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim
K2-24 c,1,2,Transit,2016,K2,Published Confirmed,42.36330000,0.00060000,-0.00060000,0,0.247000,0.004000,-0.004000,0,7.820,0.720,-0.720,0,0.698,0.064,-0.064,0,27.00000,6.90000,-6.90000,0,0.08495,0.02171,-0.02171,0,0.31000,0.12000,-0.12000,0,0.000000,,,0,24.00,5.00,-5.00,0,606,139,-139,0,0.2200,0.1700,-0.1600,0,,,,,0.05940,0.00100,-0.00040,0,G3,5743.00,60.00,-60.00,0,1.21,0.11,-0.11,0,1.12,0.05,-0.05,0,0.420,0.040,-0.040,0
K2-25 b,1,1,Transit,2015,K2,Published Confirmed,3.48456408,0.00000060,-0.00000050,0,0.028700,0.001200,-0.001200,0,3.440,0.120,-0.120,0,0.306,0.011,-0.011,0,24.50000,5.70000,-5.20000,0,0.07709,0.01793,-0.01636,0,,,,,0.428000,0.050000,-0.049000,0,9.91,0.95,-0.86,0,494,11,-11,0,0.6280,0.0320,-0.0370,0,1.155000,0.038000,-0.039000,0,0.10750,0.00180,-0.00180,0,M4.5 V,3207.00,58.00,-58.00,0,0.29,0.01,-0.01,0,0.26,0.01,-0.01,0,0.150,0.030,-0.030,0
K2-260 b,1,1,Transit,2018,K2,Published Confirmed,2.62666570,0.00000180,-0.00000180,0,0.040400,0.001300,-0.001600,0,17.396,0.538,-0.639,0,1.552,0.048,-0.057,0,451.31860,98.52730,-101.70560,0,1.42000,0.31000,-0.32000,0,0.50000,0.12000,-0.12000,0,0.000000,,,0,,,,,1957,78,-77,0,0.1220,0.0900,-0.0820,0,0.947000,0.006200,-0.004800,0,0.09731,0.00032,-0.00025,0,F6 V,6367.00,250.00,-250.00,0,1.69,0.03,-0.03,0,1.39,0.05,-0.06,0,-0.140,0.150,-0.150,0
K2-261 b,1,1,Transit,2018,K2,Published Confirmed,11.63344000,0.00012000,-0.00012000,0,0.102000,0.019000,-0.020000,0,9.528,0.291,-0.247,0,0.850,0.026,-0.022,0,70.87609,9.85273,-9.85273,0,0.22300,0.03100,-0.03100,0,0.48300,0.07600,-0.08100,0,0.390000,0.150000,-0.150000,0,,,,,1080,110,-100,0,0.2700,0.1800,-0.1800,0,0.280100,0.010200,-0.005400,0,0.05293,0.00096,-0.00051,0,G7 IV/V,5537.00,71.00,-71.00,0,1.65,0.04,-0.04,0,1.10,0.01,-0.02,0,0.360,0.060,-0.060,0
K2-261 b,1,1,Transit,2018,K2,Published Confirmed,11.63347800,0.00001700,-0.00001700,0,0.103400,0.001500,-0.001600,0,9.528,0.392,-0.381,0,0.850,0.035,-0.034,0,59.75174,7.94571,-7.94571,0,0.18800,0.02500,-0.02500,0,0.38000,0.07100,-0.06300,0,0.286000,0.064000,-0.069000,0,180.00,15.00,-10.00,0,1046,21,-22,0,0.3500,0.1500,-0.2100,0,0.281400,0.012000,-0.007800,0,0.05304,0.00110,-0.00074,0,,5445.00,77.00,-76.00,0,1.64,0.06,-0.06,0,1.09,0.05,-0.05,0,0.360,0.059,-0.059,0
K2-261 b,1,1,Transit,2018,K2,Published Confirmed,11.63347800,0.00001700,-0.00001700,0,0.108700,0.001200,-0.001200,0,9.505,0.392,-0.359,0,0.848,0.035,-0.032,0,67.69745,8.26354,-8.89920,0,0.21300,0.02600,-0.02800,0,0.43000,0.07400,-0.06800,0,0.248000,0.065000,-0.063000,0,180.00,10.00,-13.00,0,1030,21,-21,0,0.3300,0.1600,-0.2100,0,0.280400,0.012000,-0.007200,0,0.05295,0.00110,-0.00068,0,,5503.00,73.00,-74.00,0,1.64,0.06,-0.06,0,1.27,0.04,-0.04,0,0.384,0.057,-0.058,0
K2-263 b,1,1,Transit,2018,K2,Published Confirmed,50.81894700,0.00009400,-0.00009400,0,0.257300,0.002900,-0.002900,0,2.410,0.120,-0.120,0,0.215,0.011,-0.011,0,14.80000,3.10000,-3.10000,0,0.04657,0.00975,-0.00975,0,5.70000,1.60000,-1.40000,0,0.140000,,,1,,,,,470,10,-10,0,0.8400,0.0300,-0.0600,0,,,,,0.02600,0.00130,-0.00100,0,G9 V,5368.00,44.00,-44.00,0,0.85,0.02,-0.02,0,0.88,0.03,-0.03,0,-0.080,0.050,-0.050,0
K2-265 b,2,1,Transit,2018,K2,Published Confirmed,2.36917200,0.00008900,-0.00008900,0,0.033760,0.000210,-0.000210,0,1.710,0.110,-0.110,0,0.153,0.010,-0.010,0,6.54000,0.84000,-0.84000,0,0.02058,0.00264,-0.00264,0,7.10000,1.80000,-1.80000,0,0.084000,0.079000,-0.079000,0,,,,,,,,,0.3000,0.2000,-0.2000,0,,,,,0.01604,0.00041,-0.00041,0,G8 V,5477.00,27.00,-27.00,0,0.98,0.05,-0.05,0,0.92,0.02,-0.02,0,0.078,0.020,-0.020,0
K2-266 b,2,4,Transit,2018,K2,Published Confirmed,0.65852400,0.00001700,-0.00001700,0,0.013060,0.000200,-0.000210,0,3.300,1.800,-1.300,0,0.294,0.161,-0.116,0,11.26782,11.37120,-11.37120,0,0.03545,0.03578,-0.03578,0,1.77000,1.90000,-0.88000,0,,,,,879.50,43.40,-40.40,0,1515,18,-18,0,1.0110,0.0270,-0.0240,0,0.180000,0.250000,-0.120000,0,0.04300,0.02300,-0.01700,0,,4285.00,49.00,-57.00,0,0.70,0.02,-0.02,0,0.69,0.03,-0.03,0,-0.120,0.400,-0.420,0
K2-266 c,2,4,Transit,2018,K2,Published Confirmed,7.81400000,0.00190000,-0.00160000,0,0.067900,0.001100,-0.001100,0,0.705,0.096,-0.085,0,0.063,0.009,-0.008,0,0.29013,0.17008,-0.17008,0,0.00091,0.00054,-0.00054,0,4.51000,0.81000,-0.67000,0,0.042000,0.043000,-0.030000,0,32.40,1.60,-1.50,0,664,8,-8,0,0.6000,0.1400,-0.2800,0,0.008500,0.002300,-0.001900,0,0.00920,0.00120,-0.00110,0,,4285.00,49.00,-57.00,0,0.70,0.02,-0.02,0,0.69,0.03,-0.03,0,-0.120,0.400,-0.420,0
K2-266 d,2,4,Transit,2018,K2,Published Confirmed,14.69700000,0.00034000,-0.00035000,0,0.103500,0.001600,-0.001700,0,2.930,0.140,-0.120,0,0.261,0.012,-0.011,0,8.90000,5.70000,-3.80000,0,0.02800,0.01793,-0.01196,0,2.03000,0.64000,-0.43000,0,0.047000,0.043000,-0.032000,0,13.95,0.68,-0.63,0,538,6,-6,0,0.2900,0.1200,-0.1700,0,0.146500,0.005500,-0.004300,0,0.03827,0.00071,-0.00057,0,,4285.00,49.00,-57.00,0,0.70,0.02,-0.02,0,0.69,0.03,-0.03,0,-0.120,0.400,-0.420,0
K2-266 e,2,4,Transit,2018,K2,Published Confirmed,19.48200000,0.00120000,-0.00120000,0,0.124900,0.001900,-0.002000,0,2.730,0.140,-0.110,0,0.244,0.012,-0.010,0,14.30000,6.40000,-5.00000,0,0.04499,0.02014,-0.01573,0,2.21000,0.70000,-0.47000,0,0.043000,0.036000,-0.030000,0,9.58,0.47,-0.44,0,490,6,-6,0,0.3600,0.1000,-0.1600,0,0.127000,0.004800,-0.004300,0,0.03564,0.00067,-0.00061,0,,4285.00,49.00,-57.00,0,0.70,0.02,-0.02,0,0.69,0.03,-0.03,0,-0.120,0.400,-0.420,0
K2-27 b,3,1,Transit,2016,K2,Published Confirmed,6.77131500,0.00008500,-0.00008500,0,0.067020,0.000710,-0.000710,0,4.480,0.230,-0.230,0,0.400,0.021,-0.021,0,30.90000,4.60000,-4.60000,0,0.09722,0.01447,-0.01447,0,1.87000,0.41000,-0.41000,0,0.251000,0.088000,-0.088000,0,116.00,16.00,-12.00,0,902,28,-28,0,,,,,,,,,,,,,,5248.00,60.00,-60.00,0,0.89,0.04,-0.04,0,0.87,0.03,-0.02,0,0.130,0.040,-0.040,0
K2-27 b,3,1,Transit,2016,K2,Published Confirmed,6.77145000,0.00013000,-0.00013000,0,,,,,4.450,0.330,-0.330,0,0.397,0.029,-0.029,0,29.10000,7.50000,-7.40000,0,0.09156,0.02360,-0.02328,0,1.80000,0.70000,-0.55000,0,0.160000,0.100000,-0.090000,0,,,,,,,,,0.3000,0.2100,-0.2000,0,,,,,0.04780,0.00130,-0.00080,0,,5320.00,70.00,-70.00,0,0.85,0.06,-0.06,0,0.89,0.05,-0.05,0,0.140,0.070,-0.070,0
K2-280 b,1,1,Transit,2018,K2,Published Confirmed,19.89526000,0.00028000,-0.00028000,0,0.146100,0.009900,-0.009700,0,7.500,0.440,-0.440,0,0.669,0.039,-0.039,0,37.10000,5.60000,-5.60000,0,0.11673,0.01762,-0.01762,0,0.48000,0.13000,-0.10000,0,0.350000,0.050000,-0.040000,0,,,,,787,17,-17,0,0.2700,0.1600,-0.1700,0,,,,,0.05354,0.00094,-0.00056,0,,5500.00,100.00,-100.00,0,1.28,0.07,-0.07,0,1.03,0.03,-0.03,0,0.330,0.080,-0.080,0
K2-285 b,1,4,Transit,2018,K2,Published Confirmed,3.47174500,0.00004400,-0.00004600,0,0.038170,0.000950,-0.000920,0,2.590,0.060,-0.060,0,0.231,0.005,-0.005,0,9.68000,1.21000,-1.37000,0,0.03046,0.00381,-0.00431,0,3.07000,0.45000,-0.45000,0,0.000000,,,0,234.31,19.58,-18.28,0,1089,22,-22,0,0.5700,0.0800,-0.1500,0,0.097000,0.004000,-0.003000,0,0.03013,0.00022,-0.00022,0,K2 V,4975.00,95.00,-95.00,0,0.79,0.02,-0.02,0,0.83,0.02,-0.02,0,0.000,0.050,-0.050,0
K2-285 c,1,4,Transit,2018,K2,Published Confirmed,7.13804800,0.00007200,-0.00006300,0,0.082400,0.001800,-0.001800,0,3.530,0.080,-0.080,0,0.315,0.007,-0.007,0,15.68000,2.28000,-2.13000,0,0.04933,0.00717,-0.00670,0,1.95000,0.32000,-0.28000,0,0.000000,,,0,50.35,4.05,-3.83,0,741,14,-14,0,0.0500,0.0400,-0.0400,0,0.210000,0.030000,-0.020000,0,0.04115,0.00030,-0.00032,0,K2 V,4975.00,95.00,-95.00,0,0.79,0.02,-0.02,0,0.83,0.02,-0.02,0,0.000,0.050,-0.050,0
K2-285 d,1,4,Transit,2018,K2,Published Confirmed,10.45582000,0.00025000,-0.00023000,0,0.117800,0.002900,-0.002900,0,2.480,0.060,-0.060,0,0.221,0.005,-0.005,0,6.50000,,,1,0.02045,,,1,,,,,0.000000,,,0,24.61,2.07,-1.93,0,620,13,-12,0,0.2000,0.0400,-0.0500,0,0.100000,0.007000,-0.004000,0,0.02890,0.00032,-0.00029,0,K2 V,4975.00,95.00,-95.00,0,0.79,0.02,-0.02,0,0.83,0.02,-0.02,0,0.000,0.050,-0.050,0
K2-285 e,1,4,Transit,2018,K2,Published Confirmed,14.76289000,0.00065000,-0.00061000,0,0.180410,0.004200,-0.004300,0,1.950,0.050,-0.050,0,0.174,0.004,-0.004,0,10.70000,,,1,0.03367,,,1,,,,,0.000000,,,0,10.50,0.87,-0.81,0,501,10,-10,0,0.1700,0.0400,-0.0700,0,0.068000,0.009000,-0.006000,0,0.02270,0.00035,-0.00035,0,K2 V,4975.00,95.00,-95.00,0,0.79,0.02,-0.02,0,0.83,0.02,-0.02,0,0.000,0.050,-0.050,0
K2-287 b,1,1,Transit,2018,K2,Published Confirmed,14.89329100,0.00002500,-0.00002500,0,0.120600,0.000800,-0.000800,0,9.494,0.146,-0.146,0,0.847,0.013,-0.013,0,100.11645,8.58141,-8.58141,0,0.31500,0.02700,-0.02700,0,,,,,0.478000,0.025000,-0.026000,0,,,,,804,8,-7,0,,,,,,,,,0.08014,0.00086,-0.00098,0,,5695.00,58.00,-58.00,0,1.07,0.01,-0.01,0,1.06,0.02,-0.02,0,0.200,0.040,-0.040,0
K2-29 b,2,1,Transit,2016,K2,Published Confirmed,3.25892630,0.00000150,-0.00000150,0,0.040970,0.000640,-0.000640,0,11.209,0.796,-0.751,0,1.000,0.071,-0.067,0,194.82979,8.58141,-8.26358,0,0.61300,0.02700,-0.02600,0,0.76000,0.17000,-0.14000,0,0.084000,0.032000,-0.023000,0,,,,,1076,31,-30,0,0.4520,0.0960,-0.1500,0,1.884000,0.066000,-0.070000,0,0.13730,0.00240,-0.00260,0,K1 V,5222.00,40.00,-40.00,0,0.75,0.04,-0.04,0,0.86,0.04,-0.04,0,0.000,0.050,-0.050,0
K2-29 b,2,1,Transit,2016,K2,Published Confirmed,3.25883210,0.00000190,-0.00000190,0,0.042170,0.000240,-0.000240,0,13.339,0.224,-0.224,0,1.190,0.020,-0.020,0,232.01590,12.71320,-12.71320,0,0.73000,0.04000,-0.04000,0,0.53000,0.04000,-0.04000,0,0.066000,0.022000,-0.022000,0,,,,,1171,10,-10,0,0.5800,0.0200,-0.0200,0,,,,,0.14188,0.00062,-0.00062,0,G7 V,5358.00,38.00,-38.00,0,0.86,0.01,-0.01,0,0.94,0.02,-0.02,0,0.160,0.030,-0.030,0
K2-290 b,3,2,Transit,2019,K2,Published Confirmed,9.21165000,0.00033000,-0.00034000,0,0.092300,0.006600,-0.006600,0,3.060,0.160,-0.160,0,0.273,0.014,-0.014,0,10.90000,,,1,0.03430,,,1,4.10000,,,1,0.000000,,,0,,,,,1230,38,-38,0,0.4380,0.0230,-0.0230,0,,,,,0.01900,0.00028,-0.00028,0,,6302.00,120.00,-120.00,0,1.51,0.07,-0.07,0,1.19,0.07,-0.08,0,-0.060,0.100,-0.100,0
K2-290 c,3,2,Transit,2019,K2,Published Confirmed,48.36685000,0.00041000,-0.00040000,0,0.305000,0.017000,-0.017000,0,11.276,0.560,-0.560,0,1.006,0.050,-0.050,0,246.00042,14.93801,-14.93801,0,0.77400,0.04700,-0.04700,0,1.01000,0.16000,-0.16000,0,0.000000,,,0,,,,,676,16,-16,0,0.4740,0.0120,-0.0120,0,,,,,0.06848,0.00042,-0.00047,0,,6302.00,120.00,-120.00,0,1.51,0.07,-0.07,0,1.19,0.07,-0.08,0,-0.060,0.100,-0.100,0
K2-291 b,1,1,Transit,2019,K2,Published Confirmed,2.22500000,,,0,,,,,1.582,0.037,-0.042,0,0.141,0.003,-0.004,0,6.40000,1.10000,-1.10000,0,0.02014,0.00346,-0.00346,0,8.90000,2.20000,-2.30000,0,,,,,,,,,,,,,,,,,,,,,0.01603,0.00031,-0.00037,0,,5520.00,60.00,-60.00,0,0.90,0.01,-0.01,0,0.93,0.05,-0.05,0,0.080,0.040,-0.040,0
K2-291 b,1,1,Transit,2019,K2,Published Confirmed,2.22517700,0.00006600,-0.00006800,0,0.032610,0.000440,-0.000440,0,1.589,0.095,-0.072,0,0.142,0.008,-0.006,0,6.49000,1.16000,-1.16000,0,0.02042,0.00365,-0.00365,0,8.84000,2.50000,-2.03000,0,0.000000,,,0,633.00,59.00,-56.00,0,,,,,0.6460,0.0210,-0.0260,0,,,,,0.01614,0.00062,-0.00033,0,,5520.00,60.00,-60.00,0,0.90,0.04,-0.03,0,0.93,0.04,-0.04,0,0.080,0.040,-0.050,0
K2-292 b,1,1,Transit,2019,K2,Published Confirmed,16.98410000,0.00080000,-0.00080000,0,0.130000,0.010000,-0.010000,0,2.630,0.110,-0.100,0,0.235,0.010,-0.009,0,24.50000,4.40000,-4.40000,0,0.07709,0.01384,-0.01384,0,7.40000,1.60000,-1.50000,0,0.040000,0.060000,-0.030000,0,67.00,12.00,-9.00,0,795,33,-28,0,0.6800,0.0600,-0.0800,0,,,,,0.02200,0.00060,-0.00050,0,G3 V,5725.00,65.00,-65.00,0,1.09,0.03,-0.03,0,1.00,0.03,-0.03,0,0.070,0.050,-0.050,0
K2-295 b,1,1,Transit,2018,K2,Published Confirmed,4.02486700,0.00001500,-0.00001500,0,0.045100,0.000600,-0.001400,0,10.054,0.123,-0.056,0,0.897,0.011,-0.005,0,106.47305,19.70546,-19.70546,0,0.33500,0.06200,-0.06200,0,0.61200,0.11500,-0.11500,0,0.000000,,,0,,,,,852,14,-6,0,0.1700,0.1400,-0.1100,0,,,,,0.13040,0.00140,-0.00070,0,K5 V,4444.00,70.00,-70.00,0,0.70,0.02,-0.02,0,0.74,0.04,-0.04,0,0.140,0.120,-0.120,0
K2-3 b,1,3,Transit,2015,K2,Published Confirmed,10.05429000,0.00022000,-0.00022000,0,0.077500,0.003900,-0.003900,0,2.078,0.180,-0.093,0,0.185,0.016,-0.008,0,8.40000,2.10000,-2.10000,0,0.02643,0.00661,-0.00661,0,4.32000,2.00000,-0.76000,0,0.060000,0.060000,-0.060000,0,,,,,,,,,0.2100,0.2100,-0.1200,0,,,,,0.03477,0.00064,-0.00064,0,,,,,,0.55,0.04,-0.04,0,0.61,0.09,-0.09,0,,,,
K2-3 b,1,3,Transit,2015,K2,Published Confirmed,10.05454000,0.00003000,-0.00003000,0,0.077700,0.002400,-0.002600,0,2.290,0.230,-0.230,0,0.204,0.021,-0.021,0,6.60000,1.10000,-1.10000,0,0.02077,0.00346,-0.00346,0,3.00000,1.30000,-0.90000,0,,,,,,,,,,,,,,,,,,,,,,,,,,3835.00,70.00,-70.00,0,0.60,0.06,-0.06,0,0.62,0.06,-0.06,0,-0.010,0.090,-0.090,0
K2-3 b,1,3,Transit,2015,K2,Published Confirmed,10.05403000,0.00260000,-0.00250000,0,,,,,2.140,0.270,-0.260,0,0.191,0.024,-0.023,0,8.10000,2.00000,-1.90000,0,0.02549,0.00629,-0.00598,0,4.50000,2.00000,-2.00000,0,0.000000,,,0,,,,,,,,,,,,,,,,,,,,,,3896.00,189.00,-189.00,0,0.56,0.07,-0.07,0,0.60,0.09,-0.09,0,-0.320,0.130,-0.130,0
K2-3 c,1,3,Transit,2015,K2,Published Confirmed,24.64638000,0.00017000,-0.00017000,0,0.141300,0.004400,-0.004700,0,1.770,0.180,-0.180,0,0.158,0.016,-0.016,0,3.10000,1.30000,-1.20000,0,0.00975,0.00409,-0.00378,0,3.10000,1.90000,-1.30000,0,,,,,,,,,,,,,,,,,,,,,,,,,,3835.00,70.00,-70.00,0,0.60,0.06,-0.06,0,0.62,0.06,-0.06,0,-0.010,0.090,-0.090,0
K2-3 c,1,3,Transit,2015,K2,Published Confirmed,24.64910000,0.00330000,-0.00330000,0,0.140500,0.006700,-0.006700,0,1.644,0.160,-0.065,0,0.147,0.014,-0.006,0,2.10000,2.10000,-1.30000,0,0.00661,0.00661,-0.00409,0,1.82000,3.00000,-0.96000,0,0.040000,0.040000,-0.040000,0,,,,,,,,,0.3100,0.1400,-0.2100,0,,,,,0.02770,0.00070,-0.00070,0,,,,,,0.55,0.04,-0.04,0,0.61,0.09,-0.09,0,,,,
K2-3 c,1,3,Transit,2015,K2,Published Confirmed,24.64540000,0.00130000,-0.00130000,0,,,,,1.720,0.230,-0.220,0,0.153,0.021,-0.020,0,4.20000,,,1,0.01321,,,1,4.50000,,,1,0.000000,,,0,,,,,,,,,,,,,,,,,,,,,,3896.00,189.00,-189.00,0,0.56,0.07,-0.07,0,0.60,0.09,-0.09,0,-0.320,0.130,-0.130,0
K2-3 d,1,3,Transit,2015,K2,Published Confirmed,44.56310000,0.00630000,-0.00550000,0,,,,,1.520,0.210,-0.200,0,0.136,0.019,-0.018,0,7.50000,3.00000,-3.00000,0,0.02360,0.00944,-0.00944,0,11.70000,6.70000,-6.70000,0,0.000000,,,0,,,,,,,,,,,,,,,,,,,,,,3896.00,189.00,-189.00,0,0.56,0.07,-0.07,0,0.60,0.09,-0.09,0,-0.320,0.130,-0.130,0
K2-3 d,1,3,Transit,2015,K2,Published Confirmed,44.57050000,0.00590000,-0.00590000,0,0.208600,0.010000,-0.010000,0,1.530,0.110,-0.110,0,0.136,0.010,-0.010,0,11.10000,3.50000,-3.50000,0,0.03492,0.01101,-0.01101,0,17.50000,6.30000,-6.30000,0,0.045000,0.045000,-0.045000,0,,,,,,,,,0.3590,0.0890,-0.2700,0,,,,,0.02495,0.00074,-0.00074,0,,,,,,0.55,0.04,-0.04,0,0.61,0.09,-0.09,0,,,,
K2-3 d,1,3,Transit,2015,K2,Published Confirmed,44.55764000,0.00042000,-0.00042000,0,0.209700,0.006500,-0.007000,0,1.650,0.170,-0.170,0,0.147,0.015,-0.015,0,1.80000,,,1,0.00566,,,1,2.40000,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,3835.00,70.00,-70.00,0,0.60,0.06,-0.06,0,0.62,0.06,-0.06,0,-0.010,0.090,-0.090,0
K2-30 b,1,1,Transit,2016,K2,Published Confirmed,4.09849000,0.00002000,-0.00002000,0,0.041900,0.001600,-0.001200,0,11.982,0.258,-0.213,0,1.069,0.023,-0.019,0,187.20187,7.31009,-6.99226,0,0.58900,0.02300,-0.02200,0,0.59800,0.03900,-0.04300,0,0.080000,,,1,,,,,1203,18,-19,0,,,,,,,,,0.13097,0.00090,-0.00090,0,G,5575.00,50.00,-50.00,0,0.84,0.02,-0.01,0,0.92,0.01,-0.01,0,0.060,0.040,-0.040,0
K2-30 b,1,1,Transit,2016,K2,Published Confirmed,4.09850300,0.00001100,-0.00001100,0,0.048390,0.000760,-0.000760,0,11.646,0.560,-0.572,0,1.039,0.050,-0.051,0,184.02357,8.89924,-8.58141,0,0.57900,0.02800,-0.02700,0,0.64000,0.09800,-0.08000,0,0.000000,,,0,,,,,1092,19,-20,0,0.6620,0.0300,-0.0360,0,1.603000,0.037000,-0.041000,0,0.12660,0.00150,-0.00160,0,G6 V,5425.00,40.00,-40.00,0,0.84,0.03,-0.03,0,0.90,0.04,-0.04,0,-0.150,0.050,-0.050,0
K2-30 b,1,1,Transit,2016,K2,Published Confirmed,4.09850700,0.00002800,-0.00002800,0,0.049860,0.000350,-0.000350,0,13.406,0.673,-0.673,0,1.196,0.060,-0.060,0,198.00809,9.85273,-9.85273,0,0.62300,0.03100,-0.03100,0,0.48300,0.07700,-0.07700,0,0.027000,0.036000,-0.020000,0,,,,,1185,44,-28,0,0.7210,0.0360,-0.0360,0,,,,,0.13020,0.00260,-0.00260,0,G8 V,5581.00,38.00,-38.00,0,0.94,0.04,-0.04,0,0.98,0.02,-0.02,0,0.136,0.029,-0.029,0
K2-31 b,2,1,Transit,2016,K2,Published Confirmed,1.25785000,0.00000200,-0.00000200,0,0.022000,0.001800,-0.001800,0,11.882,3.923,-3.923,0,1.060,0.350,-0.350,0,563.83042,25.10857,-25.10857,0,1.77400,0.07900,-0.07900,0,,,,,0.000000,,,0,,,,,,,,,0.9750,0.0750,-0.0750,0,,,,,0.13500,0.04500,-0.04500,0,G7 V,5280.00,70.00,-70.00,0,0.78,0.07,-0.07,0,0.91,0.06,-0.06,0,0.080,0.050,-0.050,0
K2-32 b,2,4,Transit,2016,K2,Published Confirmed,8.99200000,0.00008000,-0.00008000,0,0.079500,0.000660,-0.000620,0,5.299,0.191,-0.191,0,0.473,0.017,-0.017,0,15.00000,1.80000,-1.70000,0,0.04720,0.00566,-0.00535,0,0.55000,0.10000,-0.08000,0,0.030000,0.032000,-0.021000,0,,,,,837,13,-14,0,0.3400,0.1000,-0.1700,0,,,,,0.05642,0.00071,-0.00066,0,,5271.00,39.00,-35.00,0,0.86,0.02,-0.02,0,0.83,0.02,-0.02,0,-0.060,0.030,-0.030,0
K2-32 b,2,4,Transit,2016,K2,Published Confirmed,8.99213000,0.00016000,-0.00016000,0,0.080360,0.000880,-0.000880,0,5.130,0.280,-0.280,0,0.458,0.025,-0.025,0,16.50000,2.70000,-2.70000,0,0.05191,0.00850,-0.00850,0,0.67000,0.16000,-0.16000,0,0.000000,,,0,77.70,10.80,-8.30,0,817,25,-25,0,,,,,,,,,,,,,,5275.00,60.00,-60.00,0,0.84,0.04,-0.04,0,0.86,0.03,-0.03,0,-0.020,0.040,-0.040,0
K2-32 b,2,4,Transit,2016,K2,Published Confirmed,8.99218000,0.00020000,-0.00020000,0,,,,,5.380,0.350,-0.350,0,0.480,0.031,-0.031,0,21.10000,5.90000,-5.90000,0,0.06639,0.01856,-0.01856,0,0.74000,0.25000,-0.25000,0,0.000000,,,0,,,,,,,,,,,,,,,,,,,,,,5315.00,60.00,-60.00,0,0.87,0.05,-0.05,0,0.87,0.04,-0.04,0,0.000,0.040,-0.040,0
K2-32 c,2,4,Transit,2016,K2,Published Confirmed,20.65614000,0.00598000,-0.00598000,0,,,,,3.480,0.970,-0.420,0,0.310,0.087,-0.037,0,8.10000,,,1,0.02549,,,1,1.10000,,,1,0.000000,,,0,,,,,,,,,,,,,,,,,,,,,,5315.00,60.00,-60.00,0,0.87,0.05,-0.05,0,0.87,0.04,-0.04,0,0.000,0.040,-0.040,0
K2-32 c,2,4,Transit,2016,K2,Published Confirmed,20.66093000,0.00080000,-0.00079000,0,0.138430,0.001150,-0.001080,0,3.134,0.123,-0.102,0,0.280,0.011,-0.009,0,8.10000,2.40000,-2.40000,0,0.02549,0.00755,-0.00755,0,1.43000,0.48000,-0.45000,0,0.049000,0.046000,-0.035000,0,,,,,634,9,-11,0,0.3700,0.1100,-0.1700,0,,,,,0.03342,0.00061,-0.00049,0,,5271.00,39.00,-35.00,0,0.86,0.02,-0.02,0,0.83,0.02,-0.02,0,-0.060,0.030,-0.030,0
K2-32 c,2,4,Transit,2016,K2,Published Confirmed,20.66020000,0.00170000,-0.00170000,0,0.139900,0.001500,-0.001500,0,3.010,0.250,-0.250,0,0.269,0.022,-0.022,0,12.10000,,,1,0.03807,,,1,2.70000,,,1,0.000000,,,0,25.60,3.60,-2.70,0,619,19,-19,0,,,,,,,,,,,,,,5275.00,60.00,-60.00,0,0.84,0.04,-0.04,0,0.86,0.03,-0.03,0,-0.020,0.040,-0.040,0
K2-32 d,2,4,Transit,2016,K2,Published Confirmed,31.71701000,0.00101000,-0.00096000,0,0.184220,0.001520,-0.001440,0,3.484,0.112,-0.129,0,0.311,0.010,-0.012,0,6.70000,2.50000,-2.50000,0,0.02108,0.00787,-0.00787,0,0.87000,0.35000,-0.34000,0,0.050000,0.053000,-0.035000,0,,,,,550,8,-9,0,0.4600,0.0800,-0.1000,0,,,,,0.03704,0.00062,-0.00054,0,,5271.00,39.00,-35.00,0,0.86,0.02,-0.02,0,0.83,0.02,-0.02,0,-0.060,0.030,-0.030,0
K2-32 d,2,4,Transit,2016,K2,Published Confirmed,31.71922000,0.00236000,-0.00236000,0,,,,,3.750,0.400,-0.400,0,0.335,0.036,-0.036,0,35.00000,,,1,0.11012,,,1,3.60000,,,1,0.000000,,,0,,,,,,,,,,,,,,,,,,,,,,5315.00,60.00,-60.00,0,0.87,0.05,-0.05,0,0.87,0.04,-0.04,0,0.000,0.040,-0.040,0
