pl_name,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_imppar,pl_impparerr1,pl_impparerr2,pl_impparlim,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,pl_ratrorlim,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim
KOI-94 c,2,4,Transit,2013,Kepler,Published Confirmed,10.42400000,,,0,,,,,3.800,0.700,-0.600,0,0.339,0.062,-0.054,0,7.80000,3.00000,-2.40000,0,0.02454,0.00944,-0.00755,0,0.80000,0.60000,-0.40000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.10,0.10,-0.10,0,,,,
KOI-94 c,2,4,Transit,2013,Kepler,Published Confirmed,10.42364800,0.00001600,-0.00001600,0,0.101300,0.001300,-0.001300,0,4.320,0.410,-0.410,0,0.385,0.037,-0.037,0,15.60000,5.70000,-15.60000,0,0.04900,0.01800,-0.04900,0,0.91000,0.36000,-0.91000,0,0.430000,0.230000,-0.230000,0,,,,,1012,,,0,0.4100,0.0180,-0.0180,0,,,,,0.02599,0.00047,-0.00047,0,,6182.00,58.00,-58.00,0,1.52,0.14,-0.14,0,1.28,0.05,-0.05,0,0.023,0.002,-0.002,0
KOI-94 d,2,4,Transit,2013,Kepler,Published Confirmed,22.34298900,0.00000670,-0.00000670,0,0.168400,0.002200,-0.002200,0,11.270,1.060,-1.060,0,1.005,0.095,-0.095,0,106.00000,11.00000,-11.00000,0,0.33400,0.03500,-0.03500,0,0.36300,0.10100,-0.10100,0,0.022000,0.038000,-0.038000,0,,,,,806,,,0,0.0550,0.0510,-0.0510,0,,,,,0.06802,0.00008,-0.00008,0,,6182.00,58.00,-58.00,0,1.52,0.14,-0.14,0,1.28,0.05,-0.05,0,0.023,0.002,-0.002,0
KOI-94 d,2,4,Transit,2013,Kepler,Published Confirmed,22.34300000,,,0,,,,,10.100,1.700,-1.600,0,0.901,0.152,-0.143,0,58.40000,11.90000,-0.60000,0,0.18375,0.03744,-0.00189,0,0.30000,0.20000,-0.10000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.10,0.10,-0.10,0,,,,
KOI-94 e,2,4,Transit,2013,Kepler,Published Confirmed,54.32031000,0.00012000,-0.00012000,0,0.304600,0.004000,-0.004000,0,6.560,0.620,-0.620,0,0.585,0.055,-0.055,0,35.00000,18.00000,-28.00000,0,0.11000,0.05700,-0.08800,0,0.60000,0.26000,-0.56000,0,0.019000,0.230000,-0.230000,0,,,,,584,,,0,0.1800,0.1100,-0.1100,0,,,,,0.03960,0.00024,-0.00024,0,,6182.00,58.00,-58.00,0,1.52,0.14,-0.14,0,1.28,0.05,-0.05,0,0.023,0.002,-0.002,0
KPS-1 b,1,1,Transit,2018,Acton Sky Portal Observatory,Published Confirmed,1.70629100,0.00005900,-0.00005900,0,0.026900,0.001000,-0.001000,0,11.545,1.457,-1.345,0,1.030,0.130,-0.120,0,346.43470,27.33338,-27.65121,0,1.09000,0.08600,-0.08700,0,1.31000,0.49000,-0.36000,0,0.000000,,,0,729.00,130.00,-110.00,0,1459,56,-56,0,0.7540,0.0400,-0.0490,0,,,,,0.11430,0.00370,-0.00340,0,K1 V,5165.00,90.00,-90.00,0,0.91,0.09,-0.08,0,0.89,0.09,-0.10,0,0.220,0.130,-0.130,0
Kepler-10 b,1,2,Transit,2011,Kepler,Published Confirmed,0.83749120,0.00000030,-0.00000030,0,0.016870,0.000140,-0.000140,0,1.460,0.020,-0.020,0,0.130,0.002,-0.002,0,4.60000,1.26000,-1.26000,0,0.01447,0.00396,-0.00396,0,8.15000,2.26000,-2.26000,0,0.000000,,,0,,,,,2160,,,0,,,,,,,,,0.01254,0.00013,-0.00013,0,,5643.00,75.00,-75.00,0,1.06,0.01,-0.01,0,0.91,0.02,-0.02,0,-0.150,0.070,-0.070,0
Kepler-10 b,1,2,Transit,2011,Kepler,Published Confirmed,0.83749500,0.00000400,-0.00000500,0,0.016840,0.000320,-0.000340,0,1.416,0.033,-0.036,0,0.126,0.003,-0.003,0,4.56000,1.17000,-1.29000,0,0.01400,0.00400,-0.00400,0,8.80000,2.10000,-2.90000,0,0.000000,,,0,,,,,1833,,,0,0.3390,0.0730,-0.0790,0,,,,,0.01232,0.00013,-0.00016,0,,5627.00,44.00,-44.00,0,1.06,0.02,-0.02,0,0.90,0.06,-0.06,0,-0.150,0.040,-0.040,0
Kepler-10 b,1,2,Transit,2011,Kepler,Published Confirmed,0.83749070,0.00000020,-0.00000020,0,0.016850,0.000130,-0.000130,0,1.470,0.030,-0.030,0,0.131,0.003,-0.002,0,3.33000,0.49000,-0.49000,0,0.01000,0.00200,-0.00200,0,5.80000,0.80000,-0.80000,0,0.000000,,,0,,,,,2169,96,-44,0,0.3100,0.1900,-0.1900,0,,,,,0.01261,0.00026,-0.00013,0,,5708.00,28.00,-28.00,0,1.06,0.01,-0.01,0,0.91,0.02,-0.02,0,-0.150,0.040,-0.040,0
Kepler-10 b,1,2,Transit,2011,Kepler,Published Confirmed,0.83749070,0.00000020,-0.00000020,0,0.016850,0.000130,-0.000130,0,1.470,0.030,-0.030,0,0.131,0.003,-0.003,0,3.72000,0.42000,-0.42000,0,0.01170,0.00132,-0.00132,0,6.46000,0.72000,-0.72000,0,,,,,,,,,,,,,,,,,,,,,,,,,,5708.00,28.00,-28.00,0,1.06,0.01,-0.01,0,0.91,0.02,-0.02,0,-0.150,0.040,-0.040,0
Kepler-10 b,1,2,Transit,2011,Kepler,Published Confirmed,0.83749100,0.00000200,-0.00000200,0,0.017200,0.000810,-0.001680,0,1.481,0.049,-0.029,0,0.132,0.004,-0.003,0,4.60853,1.27132,-1.46202,0,0.01450,0.00400,-0.00460,0,8.00000,3.00000,-3.00000,0,,,,,,,,,2130,120,-60,0,0.3000,0.2100,-0.2000,0,,,,,0.01247,0.00031,-0.00014,0,,5627.00,44.00,-44.00,0,1.06,0.01,-0.01,0,0.91,0.02,-0.02,0,-0.150,0.040,-0.040,0
Kepler-10 b,1,2,Transit,2011,Kepler,Published Confirmed,0.83700000,,,0,,,,,1.489,0.023,-0.021,0,0.133,0.002,-0.002,0,3.57000,0.51000,-0.53000,0,0.01123,0.00160,-0.00167,0,6.00000,1.10000,-1.10000,0,,,,,,,,,,,,,,,,,,,,,0.01268,0.00004,-0.00004,0,,5708.00,28.00,-28.00,0,1.07,0.02,-0.01,0,0.91,0.05,-0.04,0,-0.150,0.040,-0.040,0
Kepler-10 c,1,2,Transit,2011,Kepler,Published Confirmed,45.29430100,0.00004800,-0.00004800,0,,,,,2.350,0.090,-0.040,0,0.210,0.008,-0.004,0,17.20000,1.90000,-1.90000,0,0.05400,0.00600,-0.00600,0,7.10000,1.00000,-1.00000,0,0.000000,,,0,,,,,584,50,-17,0,0.3600,0.2500,-0.2000,0,,,,,0.02019,0.00081,-0.00025,0,,5708.00,28.00,-28.00,0,1.06,0.01,-0.01,0,0.91,0.02,-0.02,0,-0.150,0.040,-0.040,0
Kepler-10 c,1,2,Transit,2011,Kepler,Published Confirmed,45.29485000,0.00065000,-0.00076000,0,0.240700,0.004400,-0.005300,0,2.227,0.052,-0.053,0,0.199,0.005,-0.005,0,20.00000,,,1,0.06300,,,1,10.00000,,,1,0.000000,,,0,,,,,485,,,0,0.2990,0.0890,-0.0730,0,0.034400,0.008500,-0.008500,0,0.01938,0.00020,-0.00024,0,,5627.00,44.00,-44.00,0,1.06,0.02,-0.02,0,0.90,0.06,-0.06,0,-0.150,0.040,-0.040,0
Kepler-10 c,1,2,Transit,2011,Kepler,Published Confirmed,45.29430100,0.00004800,-0.00004800,0,0.241000,0.001900,-0.001900,0,2.350,0.060,-0.060,0,0.210,0.005,-0.005,0,13.98000,1.79000,-1.79000,0,0.04399,0.00563,-0.00563,0,5.94000,0.75000,-0.75000,0,0.000000,,,0,,,,,,,,,,,,,,,,,,,,,,5708.00,28.00,-28.00,0,1.06,0.01,-0.01,0,0.91,0.02,-0.02,0,-0.150,0.040,-0.040,0
Kepler-100 b,1,3,Transit,2014,Kepler,Published Confirmed,6.88705000,,,0,,,,,1.320,0.040,-0.040,0,0.118,0.004,-0.004,0,7.34000,3.20000,-3.20000,0,0.02300,0.01000,-0.01000,0,14.25000,6.33000,-6.33000,0,,,,,,,,,,,,,0.5400,0.0200,-0.0200,0,,,,,0.00809,,,0,,5825.00,75.00,-75.00,0,1.49,0.04,-0.04,0,1.08,0.06,-0.06,0,0.020,0.100,-0.100,0
Kepler-100 c,1,3,Transit,2014,Kepler,Published Confirmed,12.81590000,,,0,,,,,2.200,0.050,-0.050,0,0.196,0.004,-0.004,0,7.05000,,,1,0.02218,,,1,,,,,,,,,,,,,,,,,0.0500,0.0400,-0.0400,0,,,,,0.01355,,,0,,5825.00,75.00,-75.00,0,1.49,0.04,-0.04,0,1.08,0.06,-0.06,0,0.020,0.100,-0.100,0
Kepler-100 d,1,3,Transit,2014,Kepler,Published Confirmed,35.33310000,,,0,,,,,1.610,0.050,-0.050,0,0.144,0.004,-0.004,0,3.00000,,,1,0.00944,,,1,,,,,,,,,,,,,,,,,0.7500,0.0100,-0.0100,0,,,,,0.00993,,,0,,5825.00,75.00,-75.00,0,1.49,0.04,-0.04,0,1.08,0.06,-0.06,0,0.020,0.100,-0.100,0
Kepler-101 b,1,2,Transit,2014,Kepler,Published Confirmed,3.48768120,0.00000700,-0.00000700,0,0.047400,0.001000,-0.000800,0,5.770,0.850,-0.790,0,0.510,0.080,-0.070,0,51.10000,5.10000,-4.70000,0,0.16000,0.02000,-0.01000,0,1.45000,0.83000,-0.48000,0,0.086000,0.080000,-0.059000,0,,,,,1513,103,-145,0,0.5200,0.0900,-0.1800,0,,,,,0.03401,0.00061,-0.00082,0,G3 IV,5667.00,50.00,-50.00,0,1.56,0.20,-0.20,0,1.17,0.07,-0.05,0,0.330,0.070,-0.070,0
Kepler-101 c,1,2,Transit,2014,Kepler,Published Confirmed,6.02976000,0.00007500,-0.00007500,0,0.068400,0.001400,-0.001400,0,1.250,0.190,-0.170,0,0.112,0.017,-0.015,0,3.78000,,,1,0.01000,,,1,10.50000,,,1,0.000000,,,0,,,,,1413,238,-210,0,0.7500,0.1300,-0.3600,0,,,,,0.00732,0.00063,-0.00054,0,G3 IV,5667.00,50.00,-50.00,0,1.56,0.20,-0.20,0,1.17,0.07,-0.05,0,0.330,0.070,-0.070,0
Kepler-102 b,1,5,Transit,2014,Kepler,Published Confirmed,5.28696000,,,0,,,,,0.470,0.020,-0.020,0,0.042,0.002,-0.002,0,4.30000,,,1,0.01353,,,1,,,,,,,,,,,,,,,,,0.0600,0.0600,-0.0600,0,,,,,0.00580,,,0,,4903.00,74.00,-74.00,0,0.74,0.02,-0.02,0,0.80,0.06,-0.06,0,0.080,0.070,-0.070,0
Kepler-102 c,1,5,Transit,2014,Kepler,Published Confirmed,7.07142000,,,0,,,,,0.580,0.020,-0.020,0,0.052,0.002,-0.002,0,3.00000,,,1,0.00944,,,1,,,,,,,,,,,,,,,,,0.0600,0.0500,-0.0500,0,,,,,0.00723,,,0,,4903.00,74.00,-74.00,0,0.74,0.02,-0.02,0,0.80,0.06,-0.06,0,0.080,0.070,-0.070,0
Kepler-102 d,1,5,Transit,2014,Kepler,Published Confirmed,10.31200000,,,0,,,,,1.170,0.050,-0.070,0,0.104,0.004,-0.006,0,2.60000,1.30000,-1.10000,0,0.00800,0.00400,-0.00300,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.76,,,0,0.73,,,0,,,,
Kepler-102 d,1,5,Transit,2014,Kepler,Published Confirmed,10.31170000,,,0,,,,,1.180,0.040,-0.040,0,0.105,0.004,-0.004,0,3.80000,1.80000,-1.80000,0,0.01200,0.00600,-0.00600,0,13.27000,6.46000,-6.46000,0,,,,,,,,,,,,,0.2200,0.0500,-0.0500,0,,,,,0.01468,,,0,,4903.00,74.00,-74.00,0,0.74,0.02,-0.02,0,0.80,0.06,-0.06,0,0.080,0.070,-0.070,0
Kepler-102 e,1,5,Transit,2013,Kepler,Published Confirmed,16.14570000,,,0,,,,,2.220,0.070,-0.070,0,0.198,0.006,-0.006,0,8.93000,2.00000,-2.00000,0,0.02800,0.00600,-0.00600,0,4.68000,1.12000,-1.12000,0,,,,,,,,,,,,,0.3000,0.0300,-0.0300,0,,,,,0.02764,,,0,,4903.00,74.00,-74.00,0,0.74,0.02,-0.02,0,0.80,0.06,-0.06,0,0.080,0.070,-0.070,0
Kepler-102 f,1,5,Transit,2014,Kepler,Published Confirmed,27.45360000,,,0,,,,,0.880,0.030,-0.030,0,0.079,0.003,-0.003,0,5.20000,,,1,0.01636,,,1,,,,,,,,,,,,,,,,,0.5700,0.0300,-0.0300,0,,,,,0.01096,,,0,,4903.00,74.00,-74.00,0,0.74,0.02,-0.02,0,0.80,0.06,-0.06,0,0.080,0.070,-0.070,0
Kepler-103 b,1,2,Transit,2014,Kepler,Published Confirmed,15.96540000,,,0,,,,,3.370,0.090,-0.090,0,0.301,0.008,-0.008,0,9.70000,8.60000,-8.60000,0,0.03100,0.02700,-0.02700,0,1.38000,1.40000,-1.40000,0,,,,,,,,,,,,,0.7200,0.0100,-0.0100,0,,,,,0.02150,,,0,,5845.00,88.00,-88.00,0,1.44,0.04,-0.04,0,1.09,0.07,-0.07,0,0.070,0.110,-0.110,0
Kepler-103 c,1,2,Transit,2014,Kepler,Published Confirmed,179.61200000,,,0,,,,,5.140,0.140,-0.140,0,0.459,0.012,-0.012,0,36.10000,25.20000,-25.20000,0,0.11400,0.07900,-0.07900,0,1.47000,1.20000,-1.20000,0,,,,,,,,,,,,,0.4400,0.0200,-0.0200,0,,,,,0.03277,,,0,,5845.00,88.00,-88.00,0,1.44,0.04,-0.04,0,1.09,0.07,-0.07,0,0.070,0.110,-0.110,0
Kepler-104 b,2,3,Transit,2014,Kepler,Published Confirmed,11.42800000,,,0,,,,,3.130,0.520,-0.700,0,0.279,0.046,-0.062,0,19.60000,14.50000,-12.40000,0,0.06200,0.04600,-0.03900,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.36,,,0,0.81,,,0,,,,
Kepler-105 b,1,2,Transit,2013,Kepler,Published Confirmed,5.41200000,,,0,,,,,5.520,3.010,-1.120,0,0.492,0.269,-0.100,0,5.10000,6.30000,-4.10000,0,0.01600,0.02000,-0.01300,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.33,,,0,1.09,,,0,,,,
Kepler-105 c,1,2,Transit,2014,Kepler,Published Confirmed,7.12620000,0.00020000,-0.00020000,0,,,,,1.310,0.070,-0.070,0,0.117,0.006,-0.006,0,4.60000,0.92000,-0.85000,0,0.01447,0.00289,-0.00267,0,11.20000,3.00000,-2.56000,0,,,,,161.00,19.00,-19.00,0,,,,,,,,,,,,,,,,,,5827.00,94.00,-94.00,0,0.89,0.04,-0.04,0,0.96,0.05,-0.05,0,-0.190,0.100,-0.100,0
Kepler-105 c,1,2,Transit,2014,Kepler,Published Confirmed,7.12600000,,,0,,,,,1.600,0.200,-0.300,0,0.143,0.018,-0.027,0,3.60000,1.30000,-1.30000,0,0.01133,0.00409,-0.00409,0,2.70000,3.90000,-1.80000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.90,0.10,-0.10,0,,,,
Kepler-105 c,1,2,Transit,2014,Kepler,Published Confirmed,7.12600000,,,0,,,,,1.850,1.010,-0.370,0,0.165,0.090,-0.033,0,3.00000,9.20000,-2.00000,0,0.00900,0.02900,-0.00600,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.33,,,0,1.09,,,0,,,,
Kepler-106 b,1,4,Transit,2014,Kepler,Published Confirmed,6.16486000,,,0,,,,,0.820,0.110,-0.110,0,0.073,0.010,-0.010,0,5.30000,,,1,0.01668,,,1,,,,,,,,,,,,,,,,,0.3900,0.1500,-0.1500,0,,,,,0.00726,,,0,,5858.00,114.00,-114.00,0,1.04,0.17,-0.17,0,1.00,0.06,-0.06,0,-0.120,0.110,-0.110,0
Kepler-106 c,1,4,Transit,2014,Kepler,Published Confirmed,13.57080000,,,0,,,,,2.500,0.320,-0.320,0,0.223,0.029,-0.029,0,10.44000,3.20000,-3.20000,0,0.03300,0.01000,-0.01000,0,3.28000,1.56000,-1.56000,0,,,,,,,,,,,,,0.6900,0.0300,-0.0300,0,,,,,0.02211,,,0,,5858.00,114.00,-114.00,0,1.04,0.17,-0.17,0,1.00,0.06,-0.06,0,-0.120,0.110,-0.110,0
Kepler-106 d,1,4,Transit,2014,Kepler,Published Confirmed,23.98020000,,,0,,,,,0.950,0.130,-0.130,0,0.085,0.012,-0.012,0,8.10000,,,1,0.02549,,,1,,,,,,,,,,,,,,,,,0.4500,0.1100,-0.1100,0,,,,,0.00836,,,0,,5858.00,114.00,-114.00,0,1.04,0.17,-0.17,0,1.00,0.06,-0.06,0,-0.120,0.110,-0.110,0
Kepler-106 e,1,4,Transit,2014,Kepler,Published Confirmed,43.84450000,,,0,,,,,2.560,0.330,-0.330,0,0.228,0.029,-0.029,0,11.17000,5.80000,-5.80000,0,0.03500,0.01800,-0.01800,0,3.10000,2.07000,-2.07000,0,,,,,,,,,,,,,0.2800,0.1300,-0.1300,0,,,,,0.02268,,,0,,5858.00,114.00,-114.00,0,1.04,0.17,-0.17,0,1.00,0.06,-0.06,0,-0.120,0.110,-0.110,0
Kepler-107 b,1,4,Transit,2014,Kepler,Published Confirmed,3.18002180,0.00000290,-0.00000290,0,0.045440,0.000350,-0.000350,0,1.536,0.025,-0.025,0,0.137,0.002,-0.002,0,3.51000,1.52000,-1.52000,0,0.01104,0.00478,-0.00478,0,5.30000,2.30000,-2.30000,0,0.000000,,,0,,,,,1593,19,-19,0,0.1100,0.0800,-0.0800,0,,,,,0.00973,0.00013,-0.00013,0,,5854.00,61.00,-61.00,0,1.45,0.01,-0.01,0,1.24,0.03,-0.03,0,0.321,0.065,-0.065,0
Kepler-107 c,1,4,Transit,2014,Kepler,Published Confirmed,4.90145200,0.00001000,-0.00001000,0,0.060640,0.000470,-0.000470,0,1.597,0.026,-0.026,0,0.142,0.002,-0.002,0,9.39000,1.77000,-1.77000,0,0.02954,0.00557,-0.00557,0,12.65000,2.45000,-2.45000,0,0.000000,,,0,,,,,1379,17,-17,0,0.0800,0.0700,-0.0500,0,,,,,0.01012,0.00013,-0.00013,0,,5854.00,61.00,-61.00,0,1.45,0.01,-0.01,0,1.24,0.03,-0.03,0,0.321,0.065,-0.065,0
Kepler-107 d,1,4,Transit,2014,Kepler,Published Confirmed,7.95839000,0.00012000,-0.00012000,0,0.083770,0.000650,-0.000650,0,0.860,0.060,-0.060,0,0.077,0.005,-0.005,0,3.80000,,,1,0.01196,,,1,33.10000,,,1,0.000000,,,0,,,,,1173,14,-14,0,0.5300,0.1000,-0.1400,0,,,,,0.00544,0.00036,-0.00036,0,,5854.00,61.00,-61.00,0,1.45,0.01,-0.01,0,1.24,0.03,-0.03,0,0.321,0.065,-0.065,0
Kepler-107 e,1,4,Transit,2014,Kepler,Published Confirmed,14.74914300,0.00001900,-0.00001900,0,0.126390,0.000990,-0.000990,0,2.903,0.035,-0.035,0,0.259,0.003,-0.003,0,8.60000,3.60000,-3.60000,0,0.02706,0.01133,-0.01133,0,2.00000,0.82000,-0.82000,0,0.000000,,,0,,,,,955,12,-12,0,0.1100,0.0700,-0.0700,0,,,,,0.01839,0.00014,-0.00014,0,,5854.00,61.00,-61.00,0,1.45,0.01,-0.01,0,1.24,0.03,-0.03,0,0.321,0.065,-0.065,0
Kepler-109 b,1,2,Transit,2014,Kepler,Published Confirmed,6.48163000,,,0,,,,,2.370,0.070,-0.070,0,0.211,0.006,-0.006,0,7.30000,,,1,0.02297,,,1,,,,,,,,,,,,,,,,,0.5800,0.0200,-0.0200,0,,,,,0.01643,,,0,,5952.00,75.00,-75.00,0,1.32,0.04,-0.04,0,1.04,0.06,-0.06,0,-0.080,0.100,-0.100,0
Kepler-109 c,1,2,Transit,2014,Kepler,Published Confirmed,21.22270000,,,0,,,,,2.520,0.070,-0.070,0,0.225,0.006,-0.006,0,21.80000,,,1,0.06859,,,1,,,,,,,,,,,,,,,,,0.1600,0.0800,-0.0800,0,,,,,0.01743,,,0,,5952.00,75.00,-75.00,0,1.32,0.04,-0.04,0,1.04,0.06,-0.06,0,-0.080,0.100,-0.100,0
Kepler-11 b,1,6,Transit,2010,Kepler,Published Confirmed,10.30400000,,,0,,,,,1.710,0.120,-0.110,0,0.153,0.011,-0.010,0,4.30000,1.60000,-1.30000,0,0.01400,0.00500,-0.00400,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.05,,,0,0.92,,,0,,,,
Kepler-11 b,1,6,Transit,2010,Kepler,Published Confirmed,10.30375000,0.00016000,-0.00016000,0,0.091000,0.003000,-0.003000,0,1.970,0.190,-0.190,0,0.176,0.017,-0.017,0,4.30000,2.20000,-2.00000,0,0.01400,0.00700,-0.00600,0,,,,,0.000000,,,0,,,,,,,,,,,,,0.028600,0.000900,-0.000900,0,,,,,,5680.00,100.00,-100.00,0,1.10,0.10,-0.10,0,0.95,0.10,-0.10,0,0.000,0.100,-0.100,0
Kepler-11 b,1,6,Transit,2010,Kepler,Published Confirmed,10.30390000,0.00060000,-0.00100000,0,0.091000,0.001000,-0.001000,0,1.800,0.030,-0.050,0,0.161,0.003,-0.004,0,1.90000,1.40000,-1.00000,0,0.00600,0.00400,-0.00300,0,1.72000,1.25000,-0.91000,0,0.045000,0.068000,-0.042000,0,,,,,,,,,0.1160,0.0530,-0.1160,0,0.030130,0.000730,-0.000790,0,0.01563,0.00018,-0.00023,0,,5663.00,55.00,-66.00,0,1.06,0.02,-0.02,0,0.96,0.03,-0.03,0,,,,
Kepler-11 c,1,6,Transit,2010,Kepler,Published Confirmed,13.02502000,0.00008000,-0.00008000,0,0.106000,0.004000,-0.004000,0,3.150,0.300,-0.300,0,0.281,0.027,-0.027,0,13.50000,4.80000,-6.10000,0,0.04200,0.01500,-0.01900,0,,,,,0.000000,,,0,,,,,,,,,,,,,0.075500,0.000900,-0.000900,0,,,,,,5680.00,100.00,-100.00,0,1.10,0.10,-0.10,0,0.95,0.10,-0.10,0,0.000,0.100,-0.100,0
Kepler-11 c,1,6,Transit,2010,Kepler,Published Confirmed,13.02410000,0.00130000,-0.00080000,0,0.107000,0.001000,-0.001000,0,2.870,0.050,-0.060,0,0.256,0.004,-0.005,0,2.90000,2.90000,-1.60000,0,0.00900,0.00900,-0.00500,0,0.66000,0.66000,-0.35000,0,0.026000,0.063000,-0.013000,0,,,,,,,,,0.1560,0.0590,-0.1560,0,0.075080,0.000680,-0.001000,0,0.02496,0.00015,-0.00019,0,,5663.00,55.00,-66.00,0,1.06,0.02,-0.02,0,0.96,0.03,-0.03,0,,,,
Kepler-11 c,1,6,Transit,2010,Kepler,Published Confirmed,13.02500000,,,0,,,,,2.730,0.200,-0.170,0,0.244,0.018,-0.015,0,5.90000,3.60000,-2.90000,0,0.01900,0.01100,-0.00900,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.05,,,0,0.92,,,0,,,,
Kepler-11 d,1,6,Transit,2010,Kepler,Published Confirmed,22.68700000,,,0,,,,,2.970,0.220,-0.180,0,0.265,0.020,-0.016,0,6.70000,3.00000,-2.50000,0,0.02100,0.00900,-0.00800,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.05,,,0,0.92,,,0,,,,
Kepler-11 d,1,6,Transit,2010,Kepler,Published Confirmed,22.68450000,0.00090000,-0.00090000,0,0.155000,0.001000,-0.001000,0,3.120,0.060,-0.070,0,0.278,0.005,-0.006,0,7.30000,0.80000,-1.50000,0,0.02300,0.00300,-0.00500,0,1.28000,0.14000,-0.27000,0,0.004000,0.007000,-0.002000,0,,,,,,,,,0.1810,0.0740,-0.0840,0,0.088500,0.001100,-0.001100,0,0.02714,0.00018,-0.00019,0,,5663.00,55.00,-66.00,0,1.06,0.02,-0.02,0,0.96,0.03,-0.03,0,,,,
Kepler-11 d,1,6,Transit,2010,Kepler,Published Confirmed,22.68719000,0.00021000,-0.00021000,0,0.159000,0.005000,-0.005000,0,3.430,0.320,-0.320,0,0.306,0.029,-0.029,0,6.10000,3.10000,-1.70000,0,0.01900,0.01000,-0.00500,0,,,,,0.000000,,,0,,,,,,,,,,,,,0.073700,0.001800,-0.001800,0,,,,,,5680.00,100.00,-100.00,0,1.10,0.10,-0.10,0,0.95,0.10,-0.10,0,0.000,0.100,-0.100,0
Kepler-11 d,1,6,Transit,2010,Kepler,Published Confirmed,22.68700000,,,0,,,,,3.300,0.200,-0.200,0,0.294,0.018,-0.018,0,6.80000,0.70000,-0.80000,0,0.02140,0.00220,-0.00252,0,1.00000,0.20000,-0.20000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.90,0.10,-0.10,0,,,,
Kepler-11 e,1,6,Transit,2010,Kepler,Published Confirmed,31.99960000,0.00080000,-0.00120000,0,0.195000,0.002000,-0.002000,0,4.190,0.070,-0.090,0,0.374,0.006,-0.008,0,8.00000,1.50000,-2.10000,0,0.02500,0.00500,-0.00700,0,0.58000,0.11000,-0.16000,0,0.012000,0.006000,-0.006000,0,,,,,,,,,0.7630,0.0080,-0.0080,0,0.133300,0.001400,-0.001400,0,0.03643,0.00021,-0.00028,0,,5663.00,55.00,-66.00,0,1.06,0.02,-0.02,0,0.96,0.03,-0.03,0,,,,
Kepler-11 e,1,6,Transit,2010,Kepler,Published Confirmed,31.99590000,0.00028000,-0.00028000,0,0.194000,0.007000,-0.007000,0,4.520,0.430,-0.430,0,0.404,0.038,-0.038,0,8.40000,2.50000,-1.90000,0,0.02600,0.00800,-0.00600,0,,,,,0.000000,,,0,,,,,,,,,,,,,0.128900,0.001800,-0.001800,0,,,,,,5680.00,100.00,-100.00,0,1.10,0.10,-0.10,0,0.95,0.10,-0.10,0,0.000,0.100,-0.100,0
Kepler-11 e,1,6,Transit,2010,Kepler,Published Confirmed,31.99500000,,,0,,,,,4.000,0.200,-0.300,0,0.357,0.018,-0.027,0,6.70000,1.20000,-1.00000,0,0.02108,0.00378,-0.00315,0,0.60000,0.20000,-0.10000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.90,0.10,-0.10,0,,,,
Kepler-11 e,1,6,Transit,2010,Kepler,Published Confirmed,31.99500000,,,0,,,,,3.980,0.290,-0.250,0,0.355,0.026,-0.022,0,7.00000,6.10000,-5.30000,0,0.02200,0.01900,-0.01700,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.05,,,0,0.92,,,0,,,,
