pl_name,default_flag,soltype,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,pl_massj,pl_massjerr1,pl_massjerr2,pl_massjlim,pl_bmassprov,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_imppar,pl_impparerr1,pl_impparerr2,pl_impparlim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_lum,st_lumerr1,st_lumerr2,st_lumlim,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_age,st_ageerr1,st_ageerr2,st_agelim,st_rotp,st_rotperr1,st_rotperr2,st_rotplim,sy_dist,sy_disterr1,sy_disterr2,sy_jmag,sy_jmagerr1,sy_jmagerr2
Kepler-1416 b,1,Published Confirmed,1.49514952,0.00001069,-0.00001069,0,,,,,0.880,0.330,-0.140,0,0.079,0.029,-0.012,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6019.00,321.69,-283.99,0,1.15,0.43,-0.18,0,1.09,0.20,-0.11,0,0.030,0.132,-0.155,0,,,,,4.35,0.12,-0.21,0,2.950,2.620,-1.230,0,,,,,949.5900000,16.9155000,-16.9155000,12.9420000,0.0240000,-0.0240000
Kepler-1417 b,1,Published Confirmed,20.35052130,0.00030370,-0.00030370,0,,,,,1.000,0.200,-0.110,0,0.089,0.018,-0.010,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5839.00,93.84,-137.75,0,1.02,0.20,-0.09,0,1.02,0.06,-0.06,0,0.020,0.154,-0.162,0,,,,,4.43,0.07,-0.15,0,4.070,2.720,-2.300,0,,,,,991.8450000,16.7590000,-16.7590000,12.7140000,0.0230000,-0.0230000
Kepler-1418 b,1,Published Confirmed,22.47644250,0.00017470,-0.00017470,0,,,,,1.660,0.080,-0.140,0,0.148,0.007,-0.012,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4770.00,59.97,-63.35,0,0.72,0.02,-0.03,0,0.77,0.03,-0.04,0,0.000,0.150,-0.167,0,,,,,4.61,0.02,-0.03,0,3.630,5.940,-1.950,0,,,,,,,,13.4070000,0.0290000,-0.0290000
Kepler-1419 b,1,Published Confirmed,42.52158950,0.00050320,-0.00050320,0,,,,,2.860,0.660,-0.290,0,0.255,0.059,-0.026,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5796.00,113.94,-157.22,0,1.01,0.23,-0.10,0,1.01,0.06,-0.07,0,0.040,0.139,-0.170,0,,,,,4.43,0.07,-0.16,0,4.370,3.100,-2.560,0,,,,,1498.5800000,84.1000000,-75.7500000,14.5070000,0.0300000,-0.0300000
Kepler-142 b,1,Published Confirmed,2.02415200,0.00000300,-0.00000300,0,0.032000,,,0,1.990,0.390,-0.390,0,0.178,0.035,-0.035,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4900,0.2500,-0.2500,0,5790.00,100.00,-100.00,0,1.27,0.24,-0.24,0,,,,,,,,,,,,,4.26,0.15,-0.15,0,,,,,,,,,548.6860000,4.1260000,-4.0670000,12.0920000,0.0210000,-0.0210000
Kepler-142 c,1,Published Confirmed,4.76170200,0.00000500,-0.00000500,0,0.057000,,,0,2.860,0.550,-0.550,0,0.255,0.049,-0.049,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3700,0.2100,-0.2100,0,5790.00,100.00,-100.00,0,1.27,0.24,-0.24,0,,,,,,,,,,,,,4.26,0.15,-0.15,0,,,,,,,,,548.6860000,4.1260000,-4.0670000,12.0920000,0.0210000,-0.0210000
Kepler-142 d,1,Published Confirmed,41.80911800,0.00056200,-0.00056200,0,0.242000,,,0,2.160,0.470,-0.470,0,0.193,0.042,-0.042,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9400,0.3300,-0.3300,0,5790.00,100.00,-100.00,0,1.27,0.24,-0.24,0,,,,,,,,,,,,,4.26,0.15,-0.15,0,,,,,,,,,548.6860000,4.1260000,-4.0670000,12.0920000,0.0210000,-0.0210000
Kepler-1420 b,1,Published Confirmed,6.69960006,0.00004500,-0.00004500,0,,,,,1.280,0.140,-0.120,0,0.114,0.012,-0.011,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5187.00,207.12,-171.94,0,0.79,0.07,-0.06,0,0.82,0.06,-0.06,0,-0.100,0.167,-0.194,0,,,,,4.57,0.04,-0.06,0,4.900,5.790,-3.100,0,,,,,1054.3700000,54.0200000,-49.0800000,14.3960000,0.0280000,-0.0280000
Kepler-1421 b,1,Published Confirmed,6.91311120,0.00014000,-0.00014000,0,,,,,0.930,0.200,-0.110,0,0.083,0.018,-0.010,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6335.00,73.18,-69.44,0,1.42,0.29,-0.16,0,1.25,0.09,-0.06,0,0.050,0.093,-0.094,0,,,,,4.23,0.09,-0.13,0,2.750,0.460,-0.800,0,,,,,783.4010000,13.3410000,-12.9100000,11.8390000,0.0210000,-0.0210000
Kepler-1422 b,1,Published Confirmed,18.60519420,0.00032460,-0.00032460,0,,,,,2.020,0.410,-0.270,0,0.180,0.037,-0.024,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6194.00,143.17,-121.64,0,1.23,0.24,-0.15,0,1.15,0.09,-0.08,0,0.000,0.136,-0.165,0,,,,,4.32,0.09,-0.13,0,3.020,1.180,-1.300,0,,,,,2465.8400000,221.4600000,-188.5700000,14.6580000,0.0280000,-0.0280000
Kepler-1423 b,1,Published Confirmed,23.95537800,0.00017290,-0.00017290,0,,,,,1.060,0.090,-0.070,0,0.095,0.008,-0.006,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4939.00,85.32,-84.66,0,0.75,0.03,-0.04,0,0.79,0.04,-0.04,0,-0.020,0.144,-0.171,0,,,,,4.59,0.02,-0.04,0,4.680,5.870,-2.790,0,,,,,,,,13.0030000,0.0220000,-0.0220000
Kepler-1424 b,1,Published Confirmed,29.60917440,0.00030020,-0.00030020,0,,,,,1.160,0.160,-0.120,0,0.103,0.014,-0.011,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5838.00,94.69,-90.41,0,1.07,0.14,-0.09,0,1.02,0.05,-0.04,0,0.010,0.085,-0.090,0,,,,,4.39,0.08,-0.10,0,5.250,2.180,-2.700,0,,,,,661.4210000,,,12.4970000,0.0230000,-0.0230000
Kepler-1425 b,1,Published Confirmed,14.45413020,0.00016210,-0.00016210,0,,,,,0.940,0.190,-0.130,0,0.084,0.017,-0.012,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5718.00,170.34,-173.56,0,0.95,0.16,-0.09,0,0.97,0.07,-0.07,0,-0.030,0.142,-0.181,0,,,,,4.47,0.07,-0.13,0,4.070,4.380,-2.390,0,,,,,863.8730000,11.3220000,-11.3220000,12.3540000,0.0230000,-0.0230000
Kepler-1426 b,1,Published Confirmed,14.25632270,0.00019400,-0.00019400,0,,,,,1.560,0.330,-0.170,0,0.139,0.029,-0.015,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5831.00,81.81,-107.42,0,1.02,0.21,-0.09,0,1.02,0.06,-0.06,0,0.030,0.139,-0.167,0,,,,,4.43,0.07,-0.16,0,4.070,2.890,-2.270,0,,,,,1697.8100000,,,14.0320000,0.0260000,-0.0260000
Kepler-1427 b,1,Published Confirmed,0.96897238,0.00000677,-0.00000677,0,,,,,1.100,0.240,-0.120,0,0.098,0.021,-0.011,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5793.00,120.55,-179.64,0,1.01,0.20,-0.10,0,1.01,0.07,-0.07,0,0.060,0.139,-0.157,0,,,,,4.44,0.07,-0.15,0,4.070,3.150,-2.380,0,,,,,,,,14.1470000,0.0240000,-0.0240000
Kepler-1428 b,1,Published Confirmed,10.67607169,0.00006093,-0.00006093,0,,,,,1.640,0.140,-0.100,0,0.146,0.012,-0.009,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6184.00,53.72,-58.83,0,1.36,0.10,-0.08,0,1.28,0.03,-0.03,0,0.350,0.054,-0.054,0,,,,,4.28,0.05,-0.05,0,2.040,0.576,-0.619,0,,,,,1530.3200000,38.1800000,-38.1800000,12.4160000,0.0220000,-0.0220000
Kepler-1429 b,1,Published Confirmed,4.48487493,0.00004558,-0.00004558,0,,,,,1.290,0.350,-0.140,0,0.115,0.031,-0.012,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5902.00,68.85,-77.00,0,1.07,0.28,-0.10,0,1.05,0.06,-0.06,0,0.040,0.135,-0.166,0,,,,,4.40,0.08,-0.18,0,4.170,2.240,-2.280,0,,,,,1214.0900000,30.0200000,-28.6200000,13.7750000,0.0310000,-0.0310000
Kepler-143 b,1,Published Confirmed,16.00758300,0.00009300,-0.00009300,0,0.127000,,,0,2.410,0.600,-0.600,0,0.215,0.054,-0.054,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7900,0.0600,-0.0600,0,5848.00,168.00,-168.00,0,1.36,0.32,-0.32,0,,,,,,,,,,,,,4.20,0.17,-0.17,0,,,,,,,,,809.4670000,11.2115000,-11.2115000,12.5900000,0.0260000,-0.0260000
Kepler-143 c,1,Published Confirmed,27.08251100,0.00016900,-0.00016900,0,0.181000,,,0,3.370,0.840,-0.840,0,0.301,0.075,-0.075,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8900,0.3200,-0.3200,0,5848.00,168.00,-168.00,0,1.36,0.32,-0.32,0,,,,,,,,,,,,,4.20,0.17,-0.17,0,,,,,,,,,809.4670000,11.2115000,-11.2115000,12.5900000,0.0260000,-0.0260000
Kepler-1430 b,1,Published Confirmed,2.46050993,0.00001273,-0.00001273,0,,,,,1.180,0.090,-0.080,0,0.105,0.008,-0.007,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4796.00,46.68,-59.94,0,0.72,0.02,-0.04,0,0.77,0.04,-0.05,0,-0.030,0.201,-0.178,0,,,,,4.62,0.02,-0.02,0,2.090,5.260,-0.734,0,,,,,875.5230000,,,13.5460000,0.0230000,-0.0230000
Kepler-1431 b,1,Published Confirmed,5.86601526,0.00004724,-0.00004724,0,,,,,1.470,0.420,-0.160,0,0.131,0.037,-0.014,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5806.00,77.08,-100.35,0,1.03,0.29,-0.10,0,1.03,0.06,-0.05,0,0.070,0.139,-0.141,0,,,,,4.42,0.07,-0.20,0,4.270,2.880,-2.500,0,,,,,1623.2400000,61.4250000,-61.4250000,14.0980000,0.0280000,-0.0280000
Kepler-1432 b,1,Published Confirmed,23.91090110,0.00027030,-0.00027030,0,,,,,2.220,0.690,-0.300,0,0.198,0.062,-0.027,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6031.00,121.96,-137.46,0,1.13,0.29,-0.13,0,1.09,0.09,-0.07,0,0.020,0.134,-0.150,0,,,,,4.37,0.09,-0.17,0,3.470,1.700,-1.750,0,,,,,2171.8700000,153.1200000,-134.5900000,14.2680000,0.0240000,-0.0240000
Kepler-1433 b,1,Published Confirmed,4.13592271,0.00002888,-0.00002888,0,,,,,1.560,0.450,-0.180,0,0.139,0.040,-0.016,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6097.00,97.58,-116.39,0,1.19,0.33,-0.13,0,1.14,0.11,-0.07,0,0.070,0.140,-0.138,0,,,,,4.34,0.08,-0.17,0,3.020,1.200,-1.360,0,,,,,,,,13.7720000,0.0260000,-0.0260000
Kepler-1434 b,1,Published Confirmed,8.05333618,0.00008907,-0.00008907,0,,,,,1.110,0.210,-0.200,0,0.099,0.019,-0.018,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6291.00,88.58,-88.27,0,2.04,0.37,-0.34,0,1.47,0.13,-0.12,0,0.190,0.091,-0.094,0,,,,,3.98,0.12,-0.11,0,2.570,0.490,-0.480,0,,,,,775.5290000,14.6970000,-14.1700000,11.0670000,0.0210000,-0.0210000
Kepler-1435 b,1,Published Confirmed,4.45343281,0.00003591,-0.00003591,0,,,,,0.860,0.120,-0.090,0,0.077,0.011,-0.008,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6356.00,74.81,-65.48,0,1.32,0.18,-0.11,0,1.21,0.06,-0.06,0,-0.030,0.088,-0.097,0,,,,,4.28,0.07,-0.09,0,2.630,0.640,-0.880,0,,,,,704.2110000,9.4270000,-9.1860000,11.9950000,0.0210000,-0.0210000
Kepler-1436 b,1,Published Confirmed,9.70571600,0.00016380,-0.00016380,0,,,,,1.310,0.350,-0.180,0,0.117,0.031,-0.016,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5972.00,141.90,-172.48,0,1.09,0.29,-0.14,0,1.06,0.08,-0.08,0,-0.010,0.132,-0.179,0,,,,,4.39,0.09,-0.18,0,3.800,2.350,-2.030,0,,,,,2530.6200000,141.6300000,-127.6300000,13.7500000,0.0250000,-0.0250000
Kepler-1437 b,1,Published Confirmed,10.92954610,0.00011720,-0.00011720,0,,,,,1.370,0.170,-0.130,0,0.122,0.015,-0.012,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5557.00,78.69,-80.38,0,0.90,0.11,-0.06,0,0.93,0.04,-0.05,0,-0.020,0.142,-0.167,0,,,,,4.51,0.04,-0.11,0,4.570,5.130,-2.820,0,,,,,2101.6900000,297.1300000,-233.7500000,14.4000000,0.0290000,-0.0290000
Kepler-1438 b,1,Published Confirmed,2.31942009,0.00001702,-0.00001702,0,,,,,0.940,0.190,-0.100,0,0.084,0.017,-0.009,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5530.00,56.64,-67.02,0,0.96,0.19,-0.07,0,0.97,0.05,-0.05,0,0.200,0.134,-0.175,0,,,,,4.46,0.07,-0.16,0,5.370,4.840,-3.620,0,,,,,1154.1300000,63.8000000,-57.5600000,13.5130000,,
Kepler-1439 b,1,Published Confirmed,8.07392849,0.00004784,-0.00004784,0,,,,,1.460,0.140,-0.210,0,0.130,0.012,-0.019,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3578.00,54.92,-51.71,0,0.43,0.04,-0.05,0,0.46,0.04,-0.06,0,-0.030,0.112,-0.126,0,,,,,4.83,0.05,-0.04,0,4.070,6.040,-2.430,0,,,,,225.3930000,2.5280000,-2.4720000,13.5770000,0.0250000,-0.0250000
Kepler-144 b,1,Published Confirmed,5.88527300,0.00002000,-0.00002000,0,0.066000,,,0,1.330,0.260,-0.260,0,0.119,0.023,-0.023,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3400,0.2300,-0.2300,0,6075.00,131.00,-131.00,0,1.24,0.24,-0.24,0,,,,,,,,,,,,,4.29,0.15,-0.15,0,,,,,,,,,384.9170000,3.2630000,-3.2100000,11.0500000,0.0210000,-0.0210000
Kepler-144 c,1,Published Confirmed,10.10466500,0.00004300,-0.00004300,0,0.094000,,,0,1.350,0.260,-0.260,0,0.120,0.023,-0.023,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2500,0.2200,-0.2200,0,6075.00,131.00,-131.00,0,1.24,0.24,-0.24,0,,,,,,,,,,,,,4.29,0.15,-0.15,0,,,,,,,,,384.9170000,3.2630000,-3.2100000,11.0500000,0.0210000,-0.0210000
Kepler-1440 b,1,Published Confirmed,39.85948400,0.00103400,-0.00103400,0,,,,,1.260,0.230,-0.140,0,0.112,0.021,-0.012,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5698.00,66.72,-68.65,0,0.96,0.17,-0.07,0,0.98,0.04,-0.05,0,0.040,0.137,-0.171,0,,,,,4.46,0.06,-0.14,0,4.470,4.080,-2.700,0,,,,,1115.3500000,24.3300000,-23.3300000,12.9510000,0.0260000,-0.0260000
Kepler-1441 b,1,Published Confirmed,39.44198390,0.00053270,-0.00053270,0,,,,,1.310,0.220,-0.130,0,0.117,0.020,-0.012,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5802.00,122.74,-150.60,0,1.00,0.16,-0.09,0,1.00,0.06,-0.06,0,0.010,0.145,-0.166,0,,,,,4.45,0.07,-0.13,0,3.890,3.060,-2.220,0,,,,,1110.4800000,22.5550000,-22.5550000,13.0800000,0.0290000,-0.0290000
Kepler-1442 b,1,Published Confirmed,81.41629410,0.00020260,-0.00020260,0,,,,,3.930,0.410,-0.290,0,0.351,0.037,-0.026,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6394.00,77.00,-77.61,0,1.44,0.13,-0.10,0,1.34,0.05,-0.05,0,0.260,0.075,-0.084,0,,,,,4.25,0.05,-0.06,0,1.700,0.556,-0.459,0,,,,,608.6800000,9.4460000,-9.1660000,11.2150000,0.0220000,-0.0220000
